symbol,event_date,t0_date,category,reason,p0,ret_T1,bench_T1,car_T1,ret_T5,bench_T5,car_T5,ret_T21,bench_T21,car_T21,ret_T63,bench_T63,car_T63
CMA,2024-06-24,2024-06-24,addition,Market capitalization change.,45.77,-0.5025,0.3853,-0.8879,4.6974,0.4789,4.2185,5.6806,-0.2787,5.9593,25.6281,5.2845,20.3436
CMA,2024-06-24,2024-06-24,removal,Market capitalization change.,45.77,-0.5025,0.3853,-0.8879,4.6974,0.4789,4.2185,5.6806,-0.2787,5.9593,25.6281,5.2845,20.3436
KKR,2024-06-24,2024-06-24,addition,Market capitalization change.,106.56,-0.0469,0.3853,-0.4323,-2.7496,0.4789,-3.2285,7.6858,-0.2787,7.9645,23.5736,5.2845,18.2891
CRWD,2024-06-24,2024-06-24,addition,Market capitalization change.,377.93,2.3364,0.3853,1.9511,3.7626,0.4789,3.2837,-31.6963,-0.2787,-31.4176,-22.4354,5.2845,-27.7199
GDDY,2024-06-24,2024-06-24,addition,Market capitalization change.,138.41,2.0013,0.3853,1.616,2.2325,0.4789,1.7536,3.468,-0.2787,3.7467,14.5365,5.2845,9.252
ILMN,2024-06-24,2024-06-24,addition,Market capitalization change.,107.13,2.5296,0.3853,2.1443,-1.5215,0.4789,-2.0004,8.5504,-0.2787,8.8291,21.4412,5.2845,16.1567
ILMN,2024-06-24,2024-06-24,removal,Market capitalization change.,107.13,2.5296,0.3853,2.1443,-1.5215,0.4789,-2.0004,8.5504,-0.2787,8.8291,21.4412,5.2845,16.1567
RHI,2024-06-24,2024-06-24,addition,Market capitalization change.,60.5,-1.3058,0.3853,-1.6911,-2.4959,0.4789,-2.9747,-0.7107,-0.2787,-0.432,5.4876,5.2845,0.2031
RHI,2024-06-24,2024-06-24,removal,Market capitalization change.,60.5,-1.3058,0.3853,-1.6911,-2.4959,0.4789,-2.9747,-0.7107,-0.2787,-0.432,5.4876,5.2845,0.2031
SW,2024-07-05,2024-07-05,addition,Smurfit Kappa and WestRock combined under SW.,48.86,-10.2743,0.1153,-10.3896,-4.7073,0.9647,-5.672,-22.2677,-6.7179,-15.5498,-8.8007,2.6908,-11.4915
WRK,2024-07-05,2024-07-05,removal,Smurfit Kappa and WestRock combined under SW.,51.51,None,None,None,None,None,None,None,None,None,None,None,None
DELL,2024-09-23,2024-09-23,addition,Market capitalization change.,115.05,-0.2173,0.2861,-0.5034,0.8257,0.7178,0.1079,2.7727,2.395,0.3777,-1.1821,4.1202,-5.3023
ETSY,2024-09-23,2024-09-23,removal,Market capitalization change.,54.83,0.3465,0.2861,0.0605,1.2767,0.7178,0.5589,-10.031,2.395,-12.426,3.6112,4.1202,-0.5091
ERIE,2024-09-23,2024-09-23,addition,Market capitalization change.,528.97,1.2175,0.2861,0.9314,0.2855,0.7178,-0.4323,-12.7739,2.395,-15.1689,-22.4455,4.1202,-26.5658
BIO,2024-09-23,2024-09-23,removal,Market capitalization change.,326.6,0.395,0.2861,0.1089,2.4434,0.7178,1.7256,4.0539,2.395,1.6588,0.2664,4.1202,-3.8539
PLTR,2024-09-23,2024-09-23,addition,Market capitalization change.,37.95,-2.7668,0.2861,-3.0529,-1.9763,0.7178,-2.6941,13.1489,2.395,10.7538,112.253,4.1202,108.1327
AAL,2024-09-23,2024-09-23,removal,Market capitalization change.,10.98,0.5464,0.2861,0.2604,2.3679,0.7178,1.6501,18.0328,2.395,15.6377,53.7341,4.1202,49.6138
AMTM,2024-10-30,2024-10-30,addition,Market capitalization change.,30.12,-1.2616,-1.9597,0.6981,2.9216,1.9021,1.0195,-19.1567,3.8863,-23.043,-32.2709,3.4099,-35.6808
BBWI,2024-10-30,2024-10-30,removal,Market capitalization change.,27.74,-1.5501,-1.9597,0.4096,10.1298,1.9021,8.2276,26.5321,3.8863,22.6458,32.6604,3.4099,29.2505
TPL,2024-11-26,2024-11-26,addition,ConocoPhillips acquired Marathon Oil.
,1560.61,4.1304,-0.3033,4.4338,-11.6089,1.1661,-12.775,-27.0715,-0.6066,-26.4648,-13.5204,-2.4838,-11.0365
WDAY,2024-12-23,2024-12-23,addition,Market capitalization change.,265.39,1.3753,1.1128,0.2626,-2.7733,-1.4469,-1.3263,-0.4484,0.7871,-1.2355,-7.8526,-4.3544,-3.4982
AMTM,2024-12-23,2024-12-23,removal,Market capitalization change.,19.97,-0.8012,1.1128,-1.914,5.308,-1.4469,6.7549,7.8117,0.7871,7.0246,-7.8618,-4.3544,-3.5074
LII,2024-12-23,2024-12-23,addition,Acquired by Novo Holdings A/S (NVO),619.57,0.97,1.1128,-0.1427,-2.3403,-1.4469,-0.8934,5.1439,0.7871,4.3568,-7.4665,-4.3544,-3.1121
APO,2024-12-23,2024-12-23,addition,Market capitalization change.,169.26,1.8729,1.1128,0.7601,-3.7693,-1.4469,-2.3224,-2.5464,0.7871,-3.3335,-17.0152,-4.3544,-12.6609
QRVO,2024-12-23,2024-12-23,removal,Market capitalization change.,71.54,-0.0559,1.1128,-1.1687,-2.2505,-1.4469,-0.8035,22.4909,0.7871,21.7038,3.0053,-4.3544,7.3597
EXE,2025-03-24,2025-03-24,addition,Market capitalization change.,106.38,0.658,0.24,0.418,2.0399,-2.5595,4.5994,-3.7319,-6.7343,3.0024,12.8878,6.0073,6.8805
BWA,2025-03-24,2025-03-24,removal,Market capitalization change.,29.12,0.1717,0.24,-0.0683,-2.7129,-2.5595,-0.1534,-7.5206,-6.7343,-0.7863,13.908,6.0073,7.9007
TKO,2025-03-24,2025-03-24,addition,Market capitalization change.,151.98,1.1054,0.24,0.8654,-0.0658,-2.5595,2.4937,-1.2765,-6.7343,5.4578,15.956,6.0073,9.9488
CE,2025-03-24,2025-03-24,removal,Market capitalization change.,59.33,-0.4551,0.24,-0.6951,-4.4834,-2.5595,-1.9239,-30.0354,-6.7343,-23.3011,-5.6969,6.0073,-11.7042
DASH,2025-03-24,2025-03-24,addition,Market capitalization change.,198.98,0.3719,0.24,0.1319,-8.1465,-2.5595,-5.587,-8.9406,-6.7343,-2.2063,18.6903,6.0073,12.6831
TFX,2025-03-24,2025-03-24,removal,Market capitalization change.,140.31,-1.6107,0.24,-1.8507,-2.3591,-2.5595,0.2005,-6.0081,-6.7343,0.7262,-14.9098,6.0073,-20.9171
WSM,2025-03-24,2025-03-24,addition,Market capitalization change.,168.23,-0.6598,0.24,-0.8998,-7.1628,-2.5595,-4.6033,-13.9155,-6.7343,-7.1812,-6.8478,6.0073,-12.855
FMC,2025-03-24,2025-03-24,removal,Market capitalization change.,39.92,-1.3277,0.24,-1.5677,2.4549,-2.5595,5.0144,-4.5591,-6.7343,2.1752,3.5321,6.0073,-2.4752
COIN,2025-05-19,2025-05-19,addition,S&P 500 constituent Capital One Financial Corp. acquired Discover Financial Services.,263.99,-0.9887,-0.3365,-0.6522,0.9129,-0.6222,1.5351,11.8565,0.4345,11.422,14.4248,7.8754,6.5494
DDOG,2025-07-09,2025-07-09,addition,S&P 500 constituent Hewlett Packard Enterprise Co. acquired Juniper Networks.,142.75,-3.6848,0.2828,-3.9676,-2.3748,0.0257,-2.4005,-4.4623,1.3128,-5.7752,8.2452,7.5185,0.7267
TTD,2025-07-18,2025-07-18,addition,S&P 500 constituent Synopsys Inc. acquired Ansys.,80.21,-0.2244,0.1901,-0.4146,7.3931,1.518,5.8751,-31.4923,2.5054,-33.9978,-37.7883,5.5605,-43.3488
XYZ,2025-07-23,2025-07-23,addition,S&P 500 and S&P 100 constituent Chevron Corp. acquired Hess Corp.,79.7,0.0878,0.0332,0.0546,-2.6474,0.0395,-2.687,-7.0389,0.2103,-7.2492,-2.4718,6.1395,-8.6113
IBKR,2025-08-28,2025-08-28,addition,Sycamore acquired Walgreen Boots Alliance.,62.62,-0.7346,-0.5965,-0.1381,-4.0402,-0.2596,-3.7806,9.7413,2.5574,7.1839,2.3794,5.0299,-2.6505
WBA,2025-08-28,2025-08-28,removal,Sycamore acquired Walgreen Boots Alliance.,11.98,None,None,None,None,None,None,None,None,None,None,None,None
APP,2025-09-22,2025-09-22,addition,Market capitalization changes,643.5,1.1935,-0.5444,1.7378,10.7009,-0.4739,11.1747,-14.1197,0.6673,-14.787,12.101,2.062,10.039
MKTX,2025-09-22,2025-09-22,removal,Market capitalization changes,177.64,0.3828,-0.5444,0.9272,-0.4447,-0.4739,0.0292,-3.0793,0.6673,-3.7466,0.6417,2.062,-1.4202
HOOD,2025-09-22,2025-09-22,addition,Market capitalization changes,124.89,1.0489,-0.5444,1.5933,9.4723,-0.4739,9.9462,5.5649,0.6673,4.8976,-2.8345,2.062,-4.8965
CZR,2025-09-22,2025-09-22,removal,Market capitalization changes,25.74,2.5641,-0.5444,3.1085,8.2751,-0.4739,8.7489,-11.8493,0.6673,-12.5166,-5.2836,2.062,-7.3456
EME,2025-09-22,2025-09-22,addition,Market capitalization changes,655.59,-1.6977,-0.5444,-1.1533,-2.3185,-0.4739,-1.8446,5.2411,0.6673,4.5738,-6.739,2.062,-8.8009
ENPH,2025-09-22,2025-09-22,removal,Market capitalization changes,40.5,-7.7531,-0.5444,-7.2087,-10.9136,-0.4739,-10.4397,-8.4198,0.6673,-9.0871,-17.9012,2.062,-19.9632
SOLSV,2025-10-31,2025-10-31,addition,S&P Constituent Honeywell spun off Solstice Advance Materials.,45.07,-2.3519,0.1877,-2.5396,5.3694,-1.626,6.9954,None,None,None,None,None,None
KMX,2025-10-31,2025-10-31,removal,S&P Constituent Honeywell spun off Solstice Advance Materials.,41.91,-1.3601,0.1877,-1.5477,-22.7869,-1.626,-21.161,-7.6354,-0.0777,-7.5577,None,None,None
Q,2025-11-04,2025-11-04,addition,S&P 500 constituent Dupont de Nemours, Inc. spun off Qnity Electronics. Market capitalization change.,100.83,-1.2496,0.3465,-1.5962,-4.334,1.1492,-5.4832,-17.227,1.3551,-18.5821,None,None,None
EMN,2025-11-04,2025-11-04,removal,S&P 500 constituent Dupont de Nemours, Inc. spun off Qnity Electronics. Market capitalization change.,60.74,0.5762,0.3465,0.2297,0.3128,1.1492,-0.8364,-0.1317,1.3551,-1.4868,None,None,None
SNDK,2025-11-28,2025-11-28,addition,Omnicom Group Inc. (OMC) is acquiring (The) Interpublic Group,223.28,-5.8716,-0.4565,-5.415,2.3244,0.3366,1.9879,7.5869,0.5297,7.0572,None,None,None
ARES,2025-12-11,2025-12-11,addition,Mars Inc. acquired Kellanova.,176.87,-1.747,-1.0752,-0.6718,-5.7726,-2.1315,-3.6411,-4.3309,0.6675,-4.9983,None,None,None
CRH,2025-12-22,2025-12-22,addition,Market capitalization change.,126.22,0.3011,0.457,-0.156,-0.3248,0.3183,-0.6432,-2.6779,0.6425,-3.3204,None,None,None
LKQ,2025-12-22,2025-12-22,removal,Market capitalization change.,30.23,-0.7939,0.457,-1.251,1.9186,0.3183,1.6003,12.5703,0.6425,11.9278,None,None,None
CVNA,2025-12-22,2025-12-22,addition,Market capitalization change.,433.59,0.8672,0.457,0.4101,-0.9318,0.3183,-1.2501,9.1607,0.6425,8.5182,None,None,None
SOLS,2025-12-22,2025-12-22,removal,Market capitalization change.,50.14,-2.7722,0.457,-3.2293,-2.5529,0.3183,-2.8712,25.3291,0.6425,24.6866,None,None,None
FIX,2025-12-22,2025-12-22,addition,Market capitalization change.,950.79,1.5335,0.457,1.0764,-0.406,0.3183,-0.7243,17.9482,0.6425,17.3057,None,None,None
MHK,2025-12-22,2025-12-22,removal,Market capitalization change.,108.58,0.3223,0.457,-0.1347,1.0131,0.3183,0.6948,11.0794,0.6425,10.4369,None,None,None
