symbol,event_date,t0_date,category,reason,p0,ret_T1,bench_T1,car_T1,ret_T5,bench_T5,car_T5,ret_T21,bench_T21,car_T21,ret_T63,bench_T63,car_T63
ZBRA,2019-12-20,2019-12-20,addition,Market capitalization change.,252.49,1.6793,0.1527,1.5266,0.6416,0.112,0.5297,0.7406,3.4264,-2.6858,-28.4922,-23.7405,-4.7517
TRIP,2019-12-20,2019-12-20,removal,Market capitalization change.,30.059999,-0.5655,0.1527,-0.7182,-0.1331,0.112,-0.245,1.6633,3.4264,-1.7631,-38.2901,-23.7405,-14.5495
PAYC,2020-01-27,2020-01-27,addition,S&P 500 constituent Centene Corp. (NYSE: CNC) acquired Wellcare Health Plans.,306.3,1.9393,1.0494,0.8899,3.4998,0.1917,3.3081,-6.5948,-3.7098,-2.885,-27.6559,-10.746,-16.9099
IR,2020-03-02,2020-03-02,addition,Gardner Denver acquired Ingersoll Rand's industrial businesses then changed its name to the "new" Ingersoll Rand Inc.,31.35,-3.3493,-2.8654,-0.4839,-28.8676,-11.2785,-17.5891,-22.6475,-16.1222,-6.5253,-10.303,-0.5667,-9.7363
XEC,2020-03-02,2020-03-02,removal,Gardner Denver acquired Ingersoll Rand's industrial businesses then changed its name to the "new" Ingersoll Rand Inc.,32.72,-4.9817,-2.8654,-2.1163,-53.9425,-11.2785,-42.664,-48.5636,-16.1222,-32.4414,-16.1675,-0.5667,-15.6007
CARR,2020-04-02,2020-04-02,addition,United Technologies spun off Otis and Carrier and acquired Raytheon Company.,12.33,27.4128,-1.4432,28.8561,11.2733,10.4721,0.8013,23.5199,12.6026,10.9173,73.236,24.5307,48.7053
OTIS,2020-04-02,2020-04-02,addition,United Technologies spun off Otis and Carrier and acquired Raytheon Company.,40.41,7.5476,-1.4432,8.9909,11.6803,10.4721,1.2082,12.5711,12.6026,-0.0314,28.879,24.5307,4.3483
M,2020-04-06,2020-04-06,addition,Market capitalization change.,4.77,5.0314,0.1021,4.9293,10.0629,7.1469,2.916,-11.3208,7.3185,-18.6392,16.5618,18.9904,-2.4286
M,2020-04-06,2020-04-06,removal,Market capitalization change.,4.77,5.0314,0.1021,4.9293,10.0629,7.1469,2.916,-11.3208,7.3185,-18.6392,16.5618,18.9904,-2.4286
DXCM,2020-05-11,2020-05-11,addition,Allergan acquired by AbbVie.,105.34,-2.5062,-1.9933,-0.5129,-1.6423,0.8543,-2.4966,-8.5912,9.0603,-17.6515,-0.0285,15.2287,-15.2572
DPZ,2020-05-11,2020-05-11,addition,Market capitalization change.,353.61,0.1188,-1.9933,2.112,-3.4416,0.8543,-4.2959,3.9281,9.0603,-5.1323,2.4462,15.2287,-12.7825
CPRI,2020-05-11,2020-05-11,removal,Market capitalization change.,14.31,-6.3592,-1.9933,-4.3659,0.4892,0.8543,-0.3651,36.1286,9.0603,27.0683,17.8197,15.2287,2.591
WST,2020-05-21,2020-05-21,addition,Market capitalization change.,208.19,0.1969,0.1907,0.0062,2.3776,3.2024,-0.8247,3.2134,5.7995,-2.5861,30.6211,15.2232,15.3979
HP,2020-05-21,2020-05-21,removal,Market capitalization change.,14.81,-2.3633,0.1907,-2.554,7.9001,3.2024,4.6977,16.0027,5.7995,10.2032,-5.5368,15.2232,-20.76
TDY,2020-06-19,2020-06-19,addition,Market capitalization change.,320.97,1.4581,0.6385,0.8195,-6.7888,-2.7845,-4.0043,2.7261,5.3037,-2.5776,1.2774,7.5578,-6.2805
ADS,2020-06-19,2020-06-19,removal,Market capitalization change.,47.4,0.0,0.6385,-0.6385,-9.557,-2.7845,-6.7725,-10.8228,5.3037,-16.1265,-2.173,7.5578,-9.7308
TYL,2020-06-19,2020-06-19,addition,Market capitalization change.,333.209991,1.5276,0.6385,0.889,2.2748,-2.7845,5.0593,10.741,5.3037,5.4372,-0.2101,7.5578,-7.7679
HOG,2020-06-19,2020-06-19,removal,Market capitalization change.,22.67,-1.1028,0.6385,-1.7413,-8.4252,-2.7845,-5.6408,13.5421,5.3037,8.2384,1.7644,7.5578,-5.7934
BIO,2020-06-19,2020-06-19,addition,Market capitalization change.,451.959991,1.0023,0.6385,0.3638,-4.2946,-2.7845,-1.5102,14.842,5.3037,9.5383,13.6118,7.5578,6.054
JWN,2020-06-19,2020-06-19,removal,Market capitalization change.,15.05,0.7973,0.6385,0.1588,-13.9535,-2.7845,-11.169,-8.1063,5.3037,-13.4101,-15.1495,7.5578,-22.7073
CTLT,2020-09-18,2020-09-18,addition,Market capitalization change.,84.87,0.8012,-1.1127,1.914,-3.4052,-0.5807,-2.8245,7.5292,3.4355,4.0936,22.0926,12.5775,9.5152
KSS,2020-09-18,2020-09-18,removal,Market capitalization change.,17.41,-8.1562,-1.1127,-7.0435,-16.8868,-0.5807,-16.3061,-17.2315,3.4355,-20.667,66.4561,12.5775,53.8786
TER,2020-09-18,2020-09-18,addition,Market capitalization change.,74.78,0.7221,-1.1127,1.8349,1.7652,-0.5807,2.3459,13.4795,3.4355,10.044,56.4188,12.5775,43.8414
COTY,2020-09-18,2020-09-18,removal,Market capitalization change.,3.05,-0.9836,-1.1127,0.1291,-11.4754,-0.5807,-10.8947,5.2459,3.4355,1.8104,124.918,12.5775,112.3406
ETSY,2020-09-18,2020-09-18,addition,Market capitalization change.,111.75,3.8121,-1.1127,4.9248,5.8434,-0.5807,6.4241,32.7696,3.4355,29.334,68.3221,12.5775,55.7447
HRB,2020-09-18,2020-09-18,removal,Market capitalization change.,11.59,2.0708,-1.1127,3.1835,10.0086,-0.5807,10.5893,27.1786,3.4355,23.7431,15.4443,12.5775,2.8669
POOL,2020-10-06,2020-10-06,addition,Morgan Stanley acquired E*Trade.,308.86,1.1073,1.7422,-0.635,7.3108,4.5382,2.7726,14.9874,2.5717,12.4156,13.1192,12.0068,1.1124
VNT,2020-10-08,2020-10-08,addition,S&P 500 constituent Fortive spun off Vontier.,32.99,-16.0655,0.8924,-16.9579,-17.1567,1.0827,-18.2394,-13.6102,1.8565,-15.4667,3.9406,11.3763,-7.4357
TSLA,2020-12-18,2020-12-18,addition,Apartment Investment and Management (Aimco) spun off Apartment Income REIT.,231.67,-6.4963,-0.3588,-6.1376,-4.5064,0.8101,-5.3165,21.5781,4.0794,17.4987,-4.7266,5.85,-10.5766
ENPH,2021-01-06,2021-01-06,addition,LVMH Moet Hennessy-Louis Vuitton SE acquired Tiffany & Co.,203.38,5.1037,1.4869,3.6169,0.1524,1.6699,-1.5174,-5.0054,3.7915,-8.7969,-24.7074,9.7189,-34.4264
TRMB,2021-01-20,2021-01-20,addition,S&P 500/100 constituent ConocoPhillips acquired Concho Resources.,71.419998,-1.5542,0.0918,-1.646,-6.6788,-2.4679,-4.2109,2.1983,1.5998,0.5984,13.4136,8.7393,4.6743
MPWR,2021-02-11,2021-02-11,addition,TechnipFMC was removed from the S&P 500 in anticipation of its announced spin-off of Technip Energies.,371.6,0.3256,0.4921,-0.1665,2.3601,-0.175,2.535,-11.1868,1.4571,-12.6438,-20.2234,5.3527,-25.576
FTI,2021-02-11,2021-02-11,removal,TechnipFMC was removed from the S&P 500 in anticipation of its announced spin-off of Technip Energies.,8.31,-0.361,0.4921,-0.8531,-14.0794,-0.175,-13.9045,2.8881,1.4571,1.431,-6.4982,5.3527,-11.8508
NXPI,2021-03-19,2021-03-19,addition,Market capitalization change.,186.54,-0.8148,0.7982,-1.613,-1.5064,1.6674,-3.1738,-4.0474,5.825,-9.8723,-4.16,6.8801,-11.04
FLS,2021-03-19,2021-03-19,removal,Market capitalization change.,36.21,-1.4637,0.7982,-2.2618,-0.9666,1.6674,-2.634,-1.6846,5.825,-7.5096,0.58,6.8801,-6.3001
GNRC,2021-03-19,2021-03-19,addition,Market capitalization change.,305.630005,2.6503,0.7982,1.8521,3.4061,1.6674,1.7387,2.6633,5.825,-3.1616,26.4274,6.8801,19.5473
XRX,2021-03-19,2021-03-19,removal,Market capitalization change.,18.51,0.2161,0.7982,-0.5821,0.8104,1.6674,-0.857,-3.3495,5.825,-9.1745,-4.4841,6.8801,-11.3641
CZR,2021-03-19,2021-03-19,addition,Market capitalization change.,89.32,-0.9516,0.7982,-1.7498,-2.004,1.6674,-3.6714,0.627,5.825,-5.198,12.0242,6.8801,5.1441
VNT,2021-03-19,2021-03-19,removal,Market capitalization change.,31.63,0.1581,0.7982,-0.6401,-2.7822,1.6674,-4.4496,-3.6358,5.825,-9.4607,3.3829,6.8801,-3.4972
PENN,2021-03-19,2021-03-19,addition,Market capitalization change.,117.37,-3.5869,0.7982,-4.3851,-9.1931,1.6674,-10.8605,-24.1714,5.825,-29.9964,-37.139,6.8801,-44.019
SLG,2021-03-19,2021-03-19,removal,Market capitalization change.,53.48,-2.356,0.7982,-3.1542,-2.2251,1.6674,-3.8925,-4.7494,5.825,-10.5744,5.5161,6.8801,-1.364
PTC,2021-04-19,2021-04-19,addition,Siemens Healthineers acquired Varian Medical Systems.,139.8,1.7096,-0.7333,2.4429,6.4664,0.5769,5.8895,-8.5551,-0.7872,-7.7679,-2.2103,2.6845,-4.8948
CRL,2021-05-13,2021-05-13,addition,S&P 500 constituent Teledyne Technologies acquired FLIR Systems.,321.01,2.5108,1.5336,0.9773,1.7725,1.217,0.5555,10.6913,3.6509,7.0403,27.0303,8.8432,18.1871
OGN,2021-06-02,2021-06-02,addition,S&P 500/100 constituent Merck & Co. spun off Organon.,28.84,4.9237,-0.3723,5.296,-19.3135,0.3141,-19.6275,-12.5867,2.738,-15.3246,-3.086,7.7808,-10.8668
HFC,2021-06-03,2021-06-03,addition,Market capitalization change.,35.0,2.0857,0.9152,1.1705,-0.5714,1.1567,-1.7282,-6.8857,3.91,-10.7957,-10.8857,8.2395,-19.1252
HFC,2021-06-03,2021-06-03,removal,Market capitalization change.,35.0,2.0857,0.9152,1.1705,-0.5714,1.1567,-1.7282,-6.8857,3.91,-10.7957,-10.8857,8.2395,-19.1252
MRNA,2021-07-20,2021-07-20,addition,AstraZeneca acquired Alexion Pharmaceuticals.,307.329987,4.4838,0.8099,3.6739,6.8884,1.8438,5.0445,29.7628,1.8832,27.8796,8.9513,4.0741,4.8771
ALXN,2021-07-20,2021-07-20,removal,AstraZeneca acquired Alexion Pharmaceuticals.,182.5,None,None,None,None,None,None,None,None,None,None,None,None
TECH,2021-08-27,2021-08-27,addition,S&P 500 constituent Analog Devices acquired Maxim Integrated Products.,121.45,2.1902,0.4407,1.7495,3.6558,0.6293,3.0266,-1.2351,-3.3608,2.1258,-4.2816,2.2649,-6.5465
BRO,2021-09-17,2021-09-17,addition,Market capitalization change.,55.42,-1.1909,-1.6679,0.477,1.9127,0.5679,1.3447,12.2699,1.3108,10.9591,18.1342,5.6746,12.4597
NOV,2021-09-17,2021-09-17,removal,Market capitalization change.,12.41,-3.7067,-1.6679,-2.0388,-3.2232,0.5679,-3.7911,11.4424,1.3108,10.1316,-1.0475,5.6746,-6.7221
DAY,2021-09-17,2021-09-17,addition,Market capitalization change.,109.16,-2.7574,-1.6679,-1.0896,5.2767,0.5679,4.7087,13.0726,1.3108,11.7617,-8.144,5.6746,-13.8186
UNM,2021-09-17,2021-09-17,removal,Market capitalization change.,21.25,-1.7412,-1.6679,-0.0733,0.2824,0.5679,-0.2856,13.4118,1.3108,12.101,0.7529,5.6746,-4.9216
MTCH,2021-09-17,2021-09-17,addition,Market capitalization change.,155.36,-3.611,-1.6679,-1.9431,2.4009,0.5679,1.8329,0.6952,1.3108,-0.6156,-20.8097,5.6746,-26.4843
PRGO,2021-09-17,2021-09-17,removal,Market capitalization change.,37.35,-1.3387,-1.6679,0.3292,-2.1419,0.5679,-2.7098,1.8742,1.3108,0.5634,-15.2878,5.6746,-20.9624
EPAM,2021-12-13,2021-12-13,addition,Canadian Pacific acquired Kansas City Southern.,685.0,-3.1927,-0.6869,-2.5058,-9.0467,-2.1402,-6.9066,-16.6263,1.3081,-17.9344,-67.1474,-8.3384,-58.809
KSU,2021-12-13,2021-12-13,removal,Canadian Pacific acquired Kansas City Southern.,293.59,None,None,None,None,None,None,None,None,None,None,None,None
FDS,2021-12-17,2021-12-17,addition,Market capitalization change.,455.29,-0.4547,-1.0635,0.6089,2.6423,3.7796,-1.1373,-9.2183,-1.7672,-7.4511,-7.3294,-3.0668,-4.2626
WU,2021-12-17,2021-12-17,removal,Market capitalization change.,12.89,1.1637,-1.0635,2.2272,1.8619,3.7796,-1.9177,7.9907,-1.7672,9.7579,5.7409,-3.0668,8.8077
SEDG,2021-12-17,2021-12-17,addition,Market capitalization change.,288.85,-10.5557,-1.0635,-9.4921,-1.1252,3.7796,-4.9047,-19.6503,-1.7672,-17.8832,8.0422,-3.0668,11.109
HBI,2021-12-17,2021-12-17,removal,Market capitalization change.,15.365134,-3.9853,-1.0635,-2.9218,1.5328,3.7796,-2.2468,0.3066,-1.7672,2.0737,-4.9627,-3.0668,-1.8959
LEG,2021-12-17,2021-12-17,removal,Market capitalization change.,32.2,-0.0621,-1.0635,1.0014,5.0,3.7796,1.2204,6.118,-1.7672,7.8852,-3.2919,-3.0668,-0.2252
CEG,2022-02-02,2022-02-02,addition,S&P 500 and 100 constituent Exelon Corp. spun off Constellation Energy.,51.25,1.1512,-2.3485,3.4997,-10.7512,0.0415,-10.7927,-3.4732,-5.5037,2.0305,16.9951,-5.8932,22.8883
GPS,2022-02-02,2022-02-02,removal,S&P 500 and 100 constituent Exelon Corp. spun off Constellation Energy.,15.6,-3.2051,-2.3485,-0.8566,-1.9231,0.0415,-1.9646,-19.4231,-5.5037,-13.9194,-22.6923,-5.8932,-16.7991
NDSN,2022-02-14,2022-02-14,addition,S&P 500 constituent Advanced Micro Devices acquired Xilinx.,212.47,3.5205,1.6134,1.9071,2.6027,-2.1513,4.754,0.5648,-0.7731,1.3379,-4.9325,-8.5834,3.651
MOH,2022-03-01,2022-03-01,addition,S&P 500 constituent S&P Global Inc. acquired IHS Markit.,311.88,-1.0805,1.8386,-2.9191,-1.0613,-3.1942,2.1329,9.4588,7.011,2.4478,-6.945,-3.6673,-3.2777
CPT,2022-04-01,2022-04-01,addition,S&P 500 constituent M&T Bank Corp. acquired People's United Financial.,150.99,-1.5233,0.8561,-2.3794,-1.9803,-1.1809,-0.7994,-11.067,-8.069,-2.9979,-21.412,-15.3029,-6.1091
PBCT,2022-04-01,2022-04-01,removal,S&P 500 constituent M&T Bank Corp. acquired People's United Financial.,19.41,None,None,None,None,None,None,None,None,None,None,None,None
VICI,2022-06-07,2022-06-07,addition,S&P 500 constituent Oracle Corp. acquired Cerner.,26.7,-2.0225,-1.0868,-0.9356,-12.397,-10.0698,-2.3272,-1.2734,-6.1066,4.8332,5.618,-3.9051,9.523
CERN,2022-06-07,2022-06-07,removal,S&P 500 constituent Oracle Corp. acquired Cerner.,94.92,None,None,None,None,None,None,None,None,None,None,None,None
ON,2022-06-17,2022-06-17,addition,Market capitalization change.,52.459999,-0.9722,2.5166,-3.4888,3.2596,6.2114,-2.9518,14.5444,7.9015,6.6429,33.74,6.6375,27.1025
IPGP,2022-06-17,2022-06-17,removal,Market capitalization change.,88.559998,5.2507,2.5166,2.7341,10.3997,6.2114,4.1883,14.7696,7.9015,6.8681,0.5872,6.6375,-6.0503
UA,2022-06-17,2022-06-17,addition,Market capitalization change.,8.38,-3.58,2.5166,-6.0965,-0.2387,6.2114,-6.4501,-3.6993,7.9015,-11.6008,-10.1432,6.6375,-16.7807
UA,2022-06-17,2022-06-17,removal,Market capitalization change.,8.38,-3.58,2.5166,-6.0965,-0.2387,6.2114,-6.4501,-3.6993,7.9015,-11.6008,-10.1432,6.6375,-16.7807
KDP,2022-06-17,2022-06-17,addition,Market capitalization change.,31.35,1.6906,2.5166,-0.826,4.4657,6.2114,-1.7457,6.252,7.9015,-1.6495,10.5263,6.6375,3.8888
CSGP,2022-09-16,2022-09-16,addition,Market capitalization change.,70.45,2.2995,0.7756,1.5239,-1.2491,-4.5673,3.3182,2.3137,-4.8592,7.1729,10.5465,1.0567,9.4898
PVH,2022-09-16,2022-09-16,removal,Market capitalization change.,54.1,1.0536,0.7756,0.278,-10.8318,-4.5673,-6.2645,-8.7616,-4.8592,-3.9024,29.8336,1.0567,28.7769
INVH,2022-09-16,2022-09-16,addition,Market capitalization change.,33.12,-0.3321,0.7756,-1.1078,-4.9517,-4.5673,-0.3844,-10.8394,-4.8592,-5.9802,-14.7041,1.0567,-15.7608
PENN,2022-09-16,2022-09-16,removal,Market capitalization change.,30.56,2.7814,0.7756,2.0058,-12.8927,-4.5673,-8.3253,-4.8429,-4.8592,0.0163,7.6243,1.0567,6.5676
PCG,2022-09-30,2022-09-30,addition,Vista Equity Partners acquired Citrix Systems.,12.42,4.9114,2.6401,2.2713,19.4847,1.5695,17.9152,19.4847,8.1274,11.3573,30.1127,7.5586,22.5542
EQT,2022-09-30,2022-09-30,addition,S&P 500 constituent Prologis Inc. acquired Duke Realty.,38.76,2.451,2.6401,-0.1891,5.934,1.5695,4.3645,2.6574,8.1274,-5.47,-16.6925,7.5586,-24.251
DRE,2022-09-30,2022-09-30,removal,S&P 500 constituent Prologis Inc. acquired Duke Realty.,48.2,None,None,None,None,None,None,None,None,None,None,None,None
TRGP,2022-10-11,2022-10-11,addition,Elliot Management Corp acquired Nielsen Holdings.,61.21,-1.5194,-0.3291,-1.1902,1.9605,3.7429,-1.7824,4.2803,4.5817,-0.3014,13.9683,11.0684,2.8999
NLSN,2022-10-11,2022-10-11,removal,Elliot Management Corp acquired Nielsen Holdings.,27.98,None,None,None,None,None,None,None,None,None,None,None,None
ACGL,2022-10-31,2022-10-31,addition,Elon Musk acquired Twitter.,54.68,-3.5845,-0.4398,-3.1447,0.8778,-1.6215,2.4993,4.188,5.5578,-1.3698,11.613,6.8528,4.7602
MBC,2022-12-15,2022-12-15,addition,S&P 500 constituent Fortune Brands Home & Security spun off MasterBrand.,7.7,20.7792,-1.182,21.9613,0.2597,-1.8399,2.0997,6.1039,0.9387,5.1652,1.1688,1.9068,-0.7379
MBC,2022-12-19,2022-12-19,addition,Market capitalization change.,8.47,-11.4522,0.1365,-11.5887,-8.9728,0.363,-9.3359,-1.771,4.1733,-5.9442,-7.6741,3.5755,-11.2497
MBC,2022-12-19,2022-12-19,removal,Market capitalization change.,8.47,-11.4522,0.1365,-11.5887,-8.9728,0.363,-9.3359,-1.771,4.1733,-5.9442,-7.6741,3.5755,-11.2497
FSLR,2022-12-20,2022-12-20,addition,Market capitalization change.,156.59,3.4932,1.4964,1.9968,-6.6543,-1.0194,-5.6349,12.5295,5.2797,7.2499,34.2295,3.7124,30.5171
FBIN,2022-12-20,2022-12-20,removal,Market capitalization change.,52.85,2.0057,1.4964,0.5093,0.8893,-1.0194,1.9087,14.0019,5.2797,8.7222,3.3869,3.7124,-0.3254
STLD,2022-12-21,2022-12-21,addition,S&P 500 constituent Johnson & Johnson acquired Abiomed.,100.22,-1.8759,-1.4287,-0.4472,-5.7873,-0.7224,-5.0649,3.4225,3.6174,-0.1949,3.7617,2.8547,0.907
ABMD,2022-12-21,2022-12-21,removal,S&P 500 constituent Johnson & Johnson acquired Abiomed.,381.019989,0.0,-1.4287,1.4287,None,None,None,None,None,None,None,None,None
GEHC,2023-01-03,2023-01-03,addition,S&P 500 constituent General Electric spun off GE HealthCare.,55.75,8.0179,0.7735,7.2444,7.157,2.563,4.594,26.1704,9.443,16.7274,45.704,7.7216,37.9824
VNO,2023-01-05,2023-01-05,addition,Market capitalization change.,20.45,1.8093,2.2939,-0.4846,7.7751,4.6342,3.1409,13.8875,8.0271,5.8604,-26.8949,8.2705,-35.1653
VNO,2023-01-05,2023-01-05,removal,Market capitalization change.,20.45,1.8093,2.2939,-0.4846,7.7751,4.6342,3.1409,13.8875,8.0271,5.8604,-26.8949,8.2705,-35.1653
BG,2023-03-14,2023-03-14,addition,The FDIC placed Signature Bank into FDIC Receivership.,96.36,-7.4824,-0.6249,-6.8575,-7.088,2.2215,-9.3095,-10.824,5.9523,-16.7763,-7.4305,11.894,-19.3245
PODD,2023-03-14,2023-03-14,addition,The FDIC placed SVB's main subsidiary, Silicon Valley Bank, into receivership.,312.769989,-1.5602,-0.6249,-0.9354,4.2395,2.2215,2.018,1.394,5.9523,-4.5583,-10.0042,11.894,-21.8981
FICO,2023-03-17,2023-03-17,addition,Market capitalization change.,654.94,4.2157,0.9618,3.2539,5.4967,1.4758,4.0209,6.4785,6.2104,0.268,22.1425,13.1018,9.0407
LUMN,2023-03-17,2023-03-17,removal,Market capitalization change.,2.48,0.4032,0.9618,-0.5585,-2.8226,1.4758,-4.2984,-12.0968,6.2104,-18.3072,-9.2742,13.1018,-22.376
AXON,2023-05-03,2023-05-03,addition,The Federal Deposit Insurance Corporation (FDIC) placed First Republic Bank into FDIC Receivership.,220.88,-0.8059,-0.7091,-0.0968,-12.7445,1.1826,-13.9271,-12.5091,4.8749,-17.384,-19.8207,10.4108,-30.2315
PANW,2023-06-20,2023-06-20,addition,Market capitalization change.,120.8,-1.1093,-0.5133,-0.5959,4.1391,-0.2308,4.3698,0.1904,3.4309,-3.2405,-2.2434,1.6224,-3.8658
DISH,2023-06-20,2023-06-20,removal,Market capitalization change.,6.63,-4.2232,-0.5133,-3.7099,-3.9216,-0.2308,-3.6908,9.3514,3.4309,5.9205,-2.2624,1.6224,-3.8849
KVUE,2023-08-24,2023-08-24,addition,S&P 500 and S&P 100 constituent Johnson & Johnson offered to exchange the shares of Kenvue held for shares of Johnson & Johnson in a split-off exchange offer.,21.42,-2.0542,0.7045,-2.7587,-1.7274,3.0797,-4.8071,-11.2045,-0.7187,-10.4858,-13.6321,4.5171,-18.1492
AAP,2023-08-24,2023-08-24,removal,S&P 500 and S&P 100 constituent Johnson & Johnson offered to exchange the shares of Kenvue held for shares of Johnson & Johnson in a split-off exchange offer.,64.9,-5.6394,0.7045,-6.344,1.3405,3.0797,-1.7392,-16.1787,-0.7187,-15.4601,-22.188,4.5171,-26.7051
ABNB,2023-09-15,2023-09-15,addition,Market capitalization change.,142.75,-0.1401,0.0578,-0.1979,-7.3905,-2.9199,-4.4706,-12.3012,-1.6543,-10.6469,3.1594,6.46,-3.3006
NWL,2023-09-15,2023-09-15,removal,Market capitalization change.,8.58,0.0,0.0578,-0.0578,-5.4779,-2.9199,-2.5579,-27.5058,-1.6543,-25.8515,-4.5455,6.46,-11.0054
BX,2023-09-15,2023-09-15,addition,Market capitalization change.,106.7,0.5061,0.0578,0.4482,-2.2962,-2.9199,0.6238,-8.1256,-1.6543,-6.4713,13.88,6.46,7.4201
LNC,2023-09-15,2023-09-15,removal,Market capitalization change.,22.83,-0.219,0.0578,-0.2769,-5.3,-2.9199,-2.3801,-5.9133,-1.6543,-4.2589,6.3951,6.46,-0.0649
VLTO,2023-09-29,2023-09-29,addition,S&P 500 and S&P 100 constituent Danaher Corporation spun off Veralto.,83.86,0.6559,-0.0408,0.6967,-7.7868,0.4823,-8.2691,-19.1629,-2.7813,-16.3816,-2.6115,11.6388,-14.2503
DXC,2023-10-02,2023-10-02,addition,Market capitalization change.,21.15,0.0473,-1.3372,1.3845,4.208,1.1668,3.0413,-4.6336,-2.1318,-2.5017,7.9433,11.0602,-3.1169
DXC,2023-10-02,2023-10-02,removal,Market capitalization change.,21.15,0.0473,-1.3372,1.3845,4.208,1.1668,3.0413,-4.6336,-2.1318,-2.5017,7.9433,11.0602,-3.1169
LULU,2023-10-17,2023-10-17,addition,S&P 500 and S&P 100 constituent Microsoft acquired Activision Blizzard.,412.94,-1.7751,-1.334,-0.4411,-2.3175,-2.8421,0.5246,4.6617,3.1315,1.5302,15.6221,9.7238,5.8983
ATVI,2023-10-17,2023-10-17,removal,S&P 500 and S&P 100 constituent Microsoft acquired Activision Blizzard.,94.42,0.0,-1.334,1.334,None,None,None,None,None,None,None,None,None
HUBB,2023-10-17,2023-10-17,addition,Market capitalization change.,290.86,-3.2421,-1.334,-1.9081,-5.8035,-2.8421,-2.9614,-3.4175,3.1315,-6.5489,9.1419,9.7238,-0.5819
OGN,2023-10-17,2023-10-17,removal,Market capitalization change.,14.71,-0.8838,-1.334,0.4502,-4.1468,-2.8421,-1.3048,-27.9402,3.1315,-31.0716,-2.1754,9.7238,-11.8992
JBL,2023-12-15,2023-12-15,addition,Market capitalization change.,132.33,-2.0328,0.5617,-2.5944,-3.786,0.9208,-4.7068,-7.0808,1.526,-8.6068,-5.3351,10.2229,-15.5581
ALK,2023-12-15,2023-12-15,removal,Market capitalization change.,38.95,0.8216,0.5617,0.2599,4.4416,0.9208,3.5207,-10.2439,1.526,-11.7699,-2.9012,10.2229,-13.1241
UBER,2023-12-15,2023-12-15,addition,Market capitalization change.,61.86,-0.2102,0.5617,-0.7718,-0.2425,0.9208,-1.1633,4.882,1.526,3.356,24.6039,10.2229,14.381
SEE,2023-12-15,2023-12-15,removal,Market capitalization change.,34.25,0.8467,0.5617,0.2851,2.4818,0.9208,1.5609,-3.1533,1.526,-4.6793,0.7591,10.2229,-9.4638
BLDR,2023-12-15,2023-12-15,addition,Market capitalization change.,162.51,-1.4707,0.5617,-2.0323,2.9106,0.9208,1.9897,1.9506,1.526,0.4246,22.7863,10.2229,12.5634
SEDG,2023-12-15,2023-12-15,removal,Market capitalization change.,97.12,-3.7479,0.5617,-4.3096,-1.1223,0.9208,-2.0432,-28.6759,1.526,-30.2019,-35.904,10.2229,-46.127
SMCI,2024-03-15,2024-03-15,addition,Market capitalization change.,106.88,-6.3716,0.5953,-6.967,-8.9914,2.2315,-11.2229,-8.6546,-1.2346,-7.4199,-20.9862,6.4629,-27.449
WHR,2024-03-15,2024-03-15,removal,Market capitalization change.,93.97,0.0639,0.5953,-0.5315,5.4273,2.2315,3.1957,0.4044,-1.2346,1.639,-12.0038,6.4629,-18.4667
DECK,2024-03-15,2024-03-15,addition,Market capitalization change.,151.63,-0.0989,0.5953,-0.6943,1.3915,2.2315,-0.84,-10.5388,-1.2346,-9.3042,12.5305,6.4629,6.0676
ZION,2024-03-15,2024-03-15,removal,Market capitalization change.,37.51,-0.1333,0.5953,-0.7286,2.1594,2.2315,-0.0721,-0.7198,-1.2346,0.5148,3.3591,6.4629,-3.1038
SOLV,2024-04-01,2024-04-01,addition,S&P 500 and 100 constituent 3M Co. spun off Solventum.,69.1,-3.1838,-0.6359,-2.5479,-3.0246,-0.6593,-2.3653,-5.919,-3.8661,-2.0528,-25.5427,4.7751,-30.3178
GEV,2024-04-01,2024-04-01,addition,S&P 500 and 100 constituent General Electric Corp. spun off GE Vernova.,141.68,-1.4187,-0.6359,-0.7828,-8.491,-0.6593,-7.8317,8.2369,-3.8661,12.103,17.956,4.7751,13.1809
VFC,2024-04-02,2024-04-02,addition,Market capitalization change.,13.81,-2.6068,0.1099,-2.7167,-2.3172,0.0923,-2.4094,-14.6995,-3.565,-11.1345,-9.5583,6.1563,-15.7146
VFC,2024-04-02,2024-04-02,removal,Market capitalization change.,13.81,-2.6068,0.1099,-2.7167,-2.3172,0.0923,-2.4094,-14.6995,-3.565,-11.1345,-9.5583,6.1563,-15.7146
XRAY,2024-04-02,2024-04-02,addition,Market capitalization change.,30.15,0.0663,0.1099,-0.0436,3.2172,0.0923,3.125,-5.1741,-3.565,-1.6092,-22.7197,6.1563,-28.876
XRAY,2024-04-02,2024-04-02,removal,Market capitalization change.,30.15,0.0663,0.1099,-0.0436,3.2172,0.0923,3.125,-5.1741,-3.565,-1.6092,-22.7197,6.1563,-28.876
VST,2024-05-08,2024-05-08,addition,S&P 500 and S&P 100 constituent ExxonMobil acquired Pioneer Natural Resources.,88.25,4.4533,0.5751,3.8782,8.6459,2.4341,6.2118,-4.6232,3.2514,-7.8746,-11.1161,2.9324,-14.0485
