symbol,event_date,t0_date,category,reason,p0,ret_T1,bench_T1,car_T1,ret_T5,bench_T5,car_T5,ret_T21,bench_T21,car_T21,ret_T63,bench_T63,car_T63
FTNT,2021-12-20,2021-12-20,addition,Annual Re-ranking,66.11,2.632,2.2384,0.3936,10.7245,5.4965,5.228,-7.7295,-4.9826,-2.7469,-1.4673,-6.118,4.6508
CERN,2021-12-20,2021-12-20,removal,Annual Re-ranking,89.97,0.2001,2.2384,-2.0384,3.0677,5.4965,-2.4288,1.4005,-4.9826,6.3831,3.7902,-6.118,9.9082
ABNB,2021-12-20,2021-12-20,addition,Annual Re-ranking,157.23,5.3616,2.2384,3.1231,7.9374,5.4965,2.4409,0.4897,-4.9826,5.4724,5.8577,-6.118,11.9757
CDW,2021-12-20,2021-12-20,removal,Annual Re-ranking,177.57,3.5141,2.2384,1.2757,10.1031,5.4965,4.6065,1.1995,-4.9826,6.1822,-4.3138,-6.118,1.8042
DDOG,2021-12-20,2021-12-20,addition,Annual Re-ranking,164.38,7.9754,2.2384,5.737,7.9328,5.4965,2.4363,-20.9089,-4.9826,-15.9262,-9.5693,-6.118,-3.4513
FOX,2021-12-20,2021-12-20,removal,Annual Re-ranking,32.08,1.1534,2.2384,-1.0851,2.8055,5.4965,-2.691,4.2706,-4.9826,9.2532,12.3753,-6.118,18.4933
PANW,2021-12-20,2021-12-20,addition,Annual Re-ranking,88.26,1.5182,2.2384,-0.7202,6.6395,5.4965,1.143,-1.8695,-4.9826,3.1132,12.8144,-6.118,18.9324
CHKP,2021-12-20,2021-12-20,removal,Annual Re-ranking,112.449997,1.1116,2.2384,-1.1268,4.651,5.4965,-0.8456,10.8582,-4.9826,15.8408,23.6727,-6.118,29.7907
ODFL,2022-01-24,2022-01-24,addition,Annual Re-ranking,151.33,-2.934,-2.3192,-0.6148,-2.3062,2.7598,-5.066,-8.5971,-6.7604,-1.8367,-9.3703,-6.5981,-2.7722
PTON,2022-01-24,2022-01-24,removal,Annual Re-ranking,29.709999,-10.7035,-2.3192,-8.3843,-8.0108,2.7598,-10.7706,-9.1215,-6.7604,-2.3611,-31.3026,-6.5981,-24.7045
CEG,2022-02-02,2022-02-02,addition,Annual Re-ranking,51.25,1.1512,-4.0553,5.2065,-10.7512,-0.4781,-10.2731,-3.4732,-8.4635,4.9903,16.9951,-10.4425,27.4376
AZN,2022-02-22,2022-02-22,addition,Annual Re-ranking,55.85,-0.4476,-2.5629,2.1153,2.5067,1.0088,1.4979,7.4843,4.1958,3.2885,10.9758,-13.0843,24.0601
ENPH,2022-11-21,2022-11-21,addition,Annual Re-ranking,308.1,4.0052,1.4426,2.5626,-1.5287,-0.4664,-1.0623,2.9211,-2.7622,5.6833,-33.5573,5.5497,-39.107
OKTA,2022-11-21,2022-11-21,removal,Annual Re-ranking,48.29,-0.6627,1.4426,-2.1052,6.1296,-0.4664,6.596,40.6917,-2.7622,43.4539,52.0398,5.5497,46.49
FANG,2022-12-19,2022-12-19,addition,Annual Re-ranking,117.84,1.0183,-0.0754,1.0937,2.9956,-2.2841,5.2797,10.4549,4.7944,5.6605,-2.2149,13.6595,-15.8744
DOCU,2022-12-19,2022-12-19,removal,Annual Re-ranking,54.22,-0.2213,-0.0754,-0.1459,-3.3198,-2.2841,-1.0357,4.2235,4.7944,-0.5709,4.3711,13.6595,-9.2884
GFS,2022-12-19,2022-12-19,addition,Annual Re-ranking,58.07,-0.8266,-0.0754,-0.7512,-7.6459,-2.2841,-5.3618,-2.7897,4.7944,-7.5841,17.5478,13.6595,3.8883
BIDU,2022-12-19,2022-12-19,removal,Annual Re-ranking,112.08,-3.5421,-0.0754,-3.4667,3.9258,-2.2841,6.2099,21.1188,4.7944,16.3245,32.6374,13.6595,18.9779
WBD,2022-12-19,2022-12-19,addition,Annual Re-ranking,9.25,-2.3784,-0.0754,-2.303,-0.2162,-2.2841,2.0679,40.7568,4.7944,35.9624,56.8649,13.6595,43.2054
SPLK,2022-12-19,2022-12-19,removal,Annual Re-ranking,82.8,2.1014,-0.0754,2.1768,0.9179,-2.2841,3.202,9.4324,4.7944,4.638,9.3961,13.6595,-4.2634
CSGP,2022-12-19,2022-12-19,addition,Annual Re-ranking,77.16,-0.5962,-0.0754,-0.5208,-0.5314,-2.2841,1.7528,1.7626,4.7944,-3.0318,-14.4764,13.6595,-28.1359
VRSN,2022-12-19,2022-12-19,removal,Annual Re-ranking,198.76,1.122,-0.0754,1.1973,1.781,-2.2841,4.0652,7.1896,4.7944,2.3952,-1.6653,13.6595,-15.3248
RIVN,2022-12-19,2022-12-19,addition,Annual Re-ranking,22.03,-2.8597,-0.0754,-2.7844,-19.4734,-2.2841,-17.1893,-26.3277,4.7944,-31.1221,-39.6732,13.6595,-53.3327
SWKS,2022-12-19,2022-12-19,removal,Annual Re-ranking,83.4,-2.2782,-0.0754,-2.2028,-3.9568,-2.2841,-1.6727,12.4101,4.7944,7.6157,25.3837,13.6595,11.7242
NTES,2022-12-19,2022-12-19,addition,Annual Re-ranking,66.49,-1.7597,-0.0754,-1.6843,3.0681,-2.2841,5.3523,25.5527,4.7944,20.7583,20.4091,13.6595,6.7496
NTES,2022-12-19,2022-12-19,removal,Annual Re-ranking,66.49,-1.7597,-0.0754,-1.6843,3.0681,-2.2841,5.3523,25.5527,4.7944,20.7583,20.4091,13.6595,6.7496
BKR,2022-12-19,2022-12-19,addition,Annual Re-ranking,26.33,2.3167,-0.0754,2.3921,3.9119,-2.2841,6.196,9.9126,4.7944,5.1183,-3.76,13.6595,-17.4195
MTCH,2022-12-19,2022-12-19,removal,Annual Re-ranking,39.91,-0.8519,-0.0754,-0.7765,-2.9316,-2.2841,-0.6475,24.906,4.7944,20.1116,-2.8314,13.6595,-16.4909
GEHC,2023-06-07,2023-06-07,addition,Annual Re-ranking,80.15,-3.3812,1.2397,-4.6209,-2.4205,4.8949,-7.3154,0.2246,5.1714,-4.9468,-18.0786,6.8069,-24.8855
FISV,2023-06-07,2023-06-07,removal,Annual Re-ranking,115.779999,-0.4232,1.2397,-1.663,3.6448,4.8949,-1.2501,9.5958,5.1714,4.4244,6.3223,6.8069,-0.4846
ON,2023-06-20,2023-06-20,addition,Annual Re-ranking,89.379997,-1.4656,-1.3622,-0.1035,2.7859,-0.8372,3.6231,8.861,2.6884,6.1726,5.4375,0.956,4.4814
RIVN,2023-06-20,2023-06-20,removal,Annual Re-ranking,15.7,-6.879,-1.3622,-5.5168,-11.2102,-0.8372,-10.373,64.3949,2.6884,61.7065,44.8408,0.956,43.8848
TTD,2023-07-17,2023-07-17,addition,Annual Re-ranking,90.69,-2.3817,0.8187,-3.2005,-9.5049,-1.6666,-7.8383,-18.7452,-4.2314,-14.5138,-11.5228,-4.393,-7.1298
ATVI,2023-07-17,2023-07-17,removal,Annual Re-ranking,92.215195,-0.5042,0.8187,-1.323,-0.7081,-1.6666,0.9585,-1.4154,-4.2314,2.816,2.3909,-4.393,6.7839
CCEP,2023-12-18,2023-12-18,addition,Annual Re-ranking,61.73,0.0162,0.5112,-0.495,1.5552,0.9331,0.622,3.6773,3.5191,0.1582,10.1895,9.2148,0.9748
EBAY,2023-12-18,2023-12-18,removal,Annual Re-ranking,41.08,2.702,0.5112,2.1908,2.2639,0.9331,1.3307,-3.2619,3.5191,-6.7811,22.8822,9.2148,13.6674
CDW,2023-12-18,2023-12-18,addition,Annual Re-ranking,217.89,0.1147,0.5112,-0.3965,2.2534,0.9331,1.3203,1.2392,3.5191,-2.28,12.4008,9.2148,3.186
ALGN,2023-12-18,2023-12-18,removal,Annual Re-ranking,261.69,2.5297,0.5112,2.0185,4.7766,0.9331,3.8435,1.7769,3.5191,-1.7422,25.7748,9.2148,16.56
TTWO,2023-12-18,2023-12-18,addition,Annual Re-ranking,158.57,0.5234,0.5112,0.0122,1.9234,0.9331,0.9903,2.8568,3.5191,-0.6624,-6.3947,9.2148,-15.6094
SGEN,2023-12-18,2023-12-18,removal,Annual Re-ranking,228.74,0.0,0.5112,-0.5112,None,None,None,None,None,None,None,None,None
DASH,2023-12-18,2023-12-18,addition,Annual Re-ranking,102.71,-1.217,0.5112,-1.7283,-2.7748,0.9331,-3.7079,3.5245,3.5191,0.0054,34.2712,9.2148,25.0565
ENPH,2023-12-18,2023-12-18,removal,Annual Re-ranking,124.03,9.1026,0.5112,8.5914,10.7313,0.9331,9.7981,-16.4799,3.5191,-19.999,-8.3286,9.2148,-17.5434
MDB,2023-12-18,2023-12-18,addition,Annual Re-ranking,412.74,-0.7172,0.5112,-1.2284,1.0079,0.9331,0.0748,-2.8323,3.5191,-6.3514,-13.0033,9.2148,-22.2181
JD,2023-12-18,2023-12-18,removal,Annual Re-ranking,25.19,3.6125,0.5112,3.1013,3.6522,0.9331,2.7191,-16.316,3.5191,-19.8351,5.6372,9.2148,-3.5776
ROP,2023-12-18,2023-12-18,addition,Annual Re-ranking,536.67,-0.259,0.5112,-0.7702,0.1062,0.9331,-0.8269,1.1609,3.5191,-2.3583,2.1876,9.2148,-7.0272
LCID,2023-12-18,2023-12-18,removal,Annual Re-ranking,47.3,-0.2114,0.5112,-0.7227,-8.2452,0.9331,-9.1784,-42.7061,3.5191,-46.2253,-41.0148,9.2148,-50.2296
SPLK,2023-12-18,2023-12-18,addition,Annual Re-ranking,151.89,0.0527,0.5112,-0.4586,0.237,0.9331,-0.6961,0.8954,3.5191,-2.6237,None,None,None
ZM,2023-12-18,2023-12-18,removal,Annual Re-ranking,71.36,1.4854,0.5112,0.9742,3.9938,0.9331,3.0607,-3.2511,3.5191,-6.7703,-6.3061,9.2148,-15.5208
LIN,2024-03-18,2024-03-18,addition,Annual Re-ranking,455.71,0.1339,0.2489,-0.1151,0.169,1.6642,-1.4953,-4.1452,-2.66,-1.4852,-5.1634,10.8775,-16.0409
SPLK,2024-03-18,2024-03-18,removal,Annual Re-ranking,156.9,None,None,None,None,None,None,None,None,None,None,None,None
ARM,2024-06-24,2024-06-24,addition,Annual Re-ranking,151.07,6.315,1.145,5.17,5.1367,1.6803,3.4564,4.3755,-2.2305,6.6059,-6.1892,2.0605,-8.2497
SIRI,2024-06-24,2024-06-24,removal,Annual Re-ranking,25.16,-1.1129,1.145,-2.2579,7.0747,1.6803,5.3944,48.3307,-2.2305,50.5612,-4.0143,2.0605,-6.0749
SMCI,2024-07-22,2024-07-22,addition,Annual Re-ranking,78.63,-0.3943,-0.3528,-0.0415,-11.268,-3.82,-7.448,-22.307,-0.4279,-21.8791,-39.8957,2.6635,-42.5593
WBA,2024-07-22,2024-07-22,removal,Annual Re-ranking,10.71,-0.6536,-0.3528,-0.3008,5.6956,-3.82,9.5156,-5.042,-0.4279,-4.6141,-2.2409,2.6635,-4.9044
APP,2024-11-18,2024-11-18,addition,Annual Re-ranking,298.0,7.7819,0.6877,7.0942,7.245,1.313,5.932,5.057,3.2895,1.7675,39.3658,5.3806,33.9851
DLTR,2024-11-18,2024-11-18,removal,Annual Re-ranking,66.53,-2.4951,0.6877,-3.1828,4.885,1.313,3.572,4.1184,3.2895,0.8289,12.671,5.3806,7.2904
AXON,2024-12-23,2024-12-23,addition,Annual Re-ranking,624.14,1.1392,1.3573,-0.2181,-4.7778,-2.225,-2.5528,-3.1179,-1.6567,-1.4611,-11.7746,-7.752,-4.0226
SMCI,2024-12-23,2024-12-23,removal,Annual Re-ranking,32.4,5.9568,1.3573,4.5995,-5.9259,-2.225,-3.7009,-10.2778,-1.6567,-8.621,7.1605,-7.752,14.9125
PLTR,2024-12-23,2024-12-23,addition,Annual Re-ranking,80.69,2.0944,1.3573,0.7372,-6.2709,-2.225,-4.0459,-6.5064,-1.6567,-4.8496,11.6495,-7.752,19.4015
ILMN,2024-12-23,2024-12-23,removal,Annual Re-ranking,134.99,0.163,1.3573,-1.1943,-1.0075,-2.225,1.2175,2.2668,-1.6567,3.9236,-39.0473,-7.752,-31.2954
MSTR,2024-12-23,2024-12-23,addition,Annual Re-ranking,332.23,7.8109,1.3573,6.4536,-12.8255,-2.225,-10.6005,4.7226,-1.6567,6.3794,-2.2996,-7.752,5.4524
MRNA,2024-12-23,2024-12-23,removal,Annual Re-ranking,39.59,1.7176,1.3573,0.3603,5.0265,-2.225,7.2515,5.2033,-1.6567,6.8601,-18.8684,-7.752,-11.1164
SHOP,2025-05-19,2025-05-19,addition,MongoDB did not meet the minimum monthly weight requirements.,109.1,-2.4473,-0.3341,-2.1132,-2.1632,-0.1517,-2.0115,-2.8689,1.3364,-4.2053,27.6352,9.1778,18.4574
MDB,2025-05-19,2025-05-19,removal,MongoDB did not meet the minimum monthly weight requirements.,189.01,-0.037,-0.3341,0.2971,-0.0317,-0.1517,0.1199,8.0102,1.3364,6.6738,15.6605,9.1778,6.4827
TRI,2025-07-28,2025-07-28,addition,Annual Re-ranking,199.21,-0.2861,-0.1551,-0.1311,1.516,-0.7102,2.2261,-12.4893,0.7877,-13.277,-18.734,8.7439,-27.4779
SOLS,2025-10-30,2025-10-30,addition,Solstice Advanced Materials was spun off from Honeywell,48.74,-7.5297,0.4824,-8.0121,-7.6323,-2.2969,-5.3354,-2.0927,-1.4184,-0.6743,None,None,None
SOLS,2025-11-06,2025-11-06,addition,Solstice Advanced Materials did not meet the minimum monthly weight requirements,45.02,5.4865,-0.3155,5.802,1.5771,-0.5346,2.1117,3.7095,2.0616,1.6479,None,None,None
SOLS,2025-11-06,2025-11-06,removal,Solstice Advanced Materials did not meet the minimum monthly weight requirements,45.02,5.4865,-0.3155,5.802,1.5771,-0.5346,2.1117,3.7095,2.0616,1.6479,None,None,None
ALNY,2025-12-22,2025-12-22,addition,Annual Re-ranking,407.73,-2.2147,0.4683,-2.683,-2.5703,0.0355,-2.6059,-12.2017,0.5669,-12.7686,None,None,None
BIIB,2025-12-22,2025-12-22,removal,Annual Re-ranking,174.7,0.0687,0.4683,-0.3996,0.9731,0.0355,0.9376,-1.7802,0.5669,-2.347,None,None,None
INSM,2025-12-22,2025-12-22,addition,Annual Re-ranking,175.76,0.5746,0.4683,0.1063,-0.9502,0.0355,-0.9857,-11.1231,0.5669,-11.69,None,None,None
GFS,2025-12-22,2025-12-22,removal,Annual Re-ranking,36.42,-1.7298,0.4683,-2.1982,-0.8237,0.0355,-0.8593,17.6551,0.5669,17.0883,None,None,None
WDC,2025-12-22,2025-12-22,addition,Annual Re-ranking,176.76,0.843,0.4683,0.3746,-0.396,0.0355,-0.4315,33.735,0.5669,33.1682,None,None,None
TTD,2025-12-22,2025-12-22,removal,Annual Re-ranking,37.29,0.4023,0.4683,-0.0661,2.2258,0.0355,2.1903,-1.9844,0.5669,-2.5513,None,None,None
FER,2025-12-22,2025-12-22,addition,Annual Re-ranking,64.89,1.0171,0.4683,0.5488,0.0462,0.0355,0.0107,3.3133,0.5669,2.7464,None,None,None
CDW,2025-12-22,2025-12-22,removal,Annual Re-ranking,139.51,-0.982,0.4683,-1.4503,-0.8028,0.0355,-0.8383,-9.6839,0.5669,-10.2507,None,None,None
MPWR,2025-12-22,2025-12-22,addition,Annual Re-ranking,945.16,-0.1703,0.4683,-0.6387,-2.4133,0.0355,-2.4489,12.546,0.5669,11.9792,None,None,None
LULU,2025-12-22,2025-12-22,removal,Annual Re-ranking,212.37,0.146,0.4683,-0.3224,-0.8005,0.0355,-0.836,-10.0297,0.5669,-10.5965,None,None,None
STX,2025-12-22,2025-12-22,addition,Annual Re-ranking,282.85,-0.0177,0.4683,-0.486,-0.9793,0.0355,-1.0148,22.3617,0.5669,21.7948,None,None,None
ON,2025-12-22,2025-12-22,removal,Annual Re-ranking,56.37,-1.2063,0.4683,-1.6747,-3.7786,0.0355,-3.8141,9.9521,0.5669,9.3853,None,None,None
VSNT,2026-01-09,2026-01-09,addition,Versant did not meet the minimum monthly weight requirements,34.41,-1.4531,0.083,-1.536,-3.9814,-0.8601,-3.1213,None,None,None,None,None,None
VSNT,2026-01-09,2026-01-09,removal,Versant did not meet the minimum monthly weight requirements,34.41,-1.4531,0.083,-1.536,-3.9814,-0.8601,-3.1213,None,None,None,None,None,None
WMT,2026-01-20,2026-01-20,addition,Walmart transferred its listing from NYSE to NASDAQ and replaced AstraZeneca in the index,118.71,0.5476,1.3518,-0.8043,-1.491,3.794,-5.2851,None,None,None,None,None,None
AZN,2026-01-20,2026-01-20,removal,Walmart transferred its listing from NYSE to NASDAQ and replaced AstraZeneca in the index,89.94,0.6671,1.3518,-0.6847,109.1061,3.794,105.312,None,None,None,None,None,None
