symbol,deal_date,role,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
GE,2000-01-04,acquirer,0.015619,-0.016054,0.031673,0.059657,0.021933,0.037724,-0.013042,0.018542,-0.031584,0.071975,0.0684,0.003575
KMB,2000-01-06,acquirer,0.022802,0.003366,0.019436,-0.00662,0.008361,-0.014981,-0.059581,-0.009882,-0.049699,-0.140861,0.04159,-0.18245
JNJ,2000-01-10,acquirer,-0.009599,-0.009967,0.000368,-0.029215,0.017196,-0.046411,-0.173623,-0.020372,-0.15325,-0.16778,0.043483,-0.211263
ONB,2000-01-11,acquirer,0.0,0.013497,-0.013497,-0.025355,0.011727,-0.037082,-0.117647,-0.030645,-0.087002,0.098377,0.025113,0.073264
CNI,2000-01-11,acquirer,0.081181,0.013497,0.067684,0.02214,0.011727,0.010413,0.0,-0.030645,0.030645,0.184502,0.025113,0.159388
FLEX,2000-01-19,acquirer,0.173653,-0.002078,0.17573,0.109495,-0.031055,0.140551,0.132164,-0.065172,0.197336,0.408896,-0.008639,0.417535
STCN,2000-02-02,acquirer,-0.047691,-0.0042,-0.043491,-0.053715,-0.011385,-0.04233,0.180723,-0.024096,0.204819,-0.493474,-0.007074,-0.4864
INTT,2000-02-04,acquirer,0.10989,0.013674,0.096216,0.038461,-0.020122,0.058584,-0.159341,-0.038577,-0.120764,0.010989,0.003113,0.007876
VIAV,2000-02-11,acquirer,-0.012967,0.011232,-0.024199,0.060821,-0.032562,0.093383,0.173202,0.002156,0.171046,-0.112072,0.044021,-0.156092
MTCH,2000-02-14,acquirer,-0.029186,-0.014698,-0.014488,-0.039939,-0.031976,-0.007963,-0.092166,0.037361,-0.129527,-0.082949,0.04241,-0.125359
PRK,2000-02-22,acquirer,0.002615,-0.020167,0.022782,0.042171,0.013792,0.028378,0.034325,0.120654,-0.086329,-0.115724,0.013097,-0.128821
SCHW,2000-02-22,acquirer,-0.041253,-0.020167,-0.021086,0.162924,0.013792,0.149132,0.567102,0.120654,0.446448,0.022454,0.013097,0.009357
TFC,2000-03-01,acquirer,0.015801,0.018739,-0.002937,-0.003386,0.017025,-0.020411,0.218962,0.088323,0.130639,0.331828,0.051645,0.280183
IPG,2000-03-01,acquirer,0.019552,0.018739,0.000813,-0.090835,0.017025,-0.10786,0.141752,0.088323,0.053429,0.043177,0.051645,-0.008468
AKAM,2000-03-03,acquirer,0.033218,-0.019255,0.052473,0.121063,-0.008268,0.129331,-0.545399,0.077019,-0.622418,-0.625738,0.055499,-0.681237
PRK,2000-03-06,acquirer,-0.015806,-0.00127,-0.014536,0.033548,-0.003118,0.036667,-0.061935,0.09135,-0.153286,-0.094516,0.071371,-0.165887
STCN,2000-03-10,acquirer,-0.063327,-0.014162,-0.049165,-0.136106,0.057561,-0.193666,-0.401228,0.088054,-0.489282,-0.572779,0.048081,-0.62086
SWKH,2000-03-14,acquirer,-0.059594,0.046756,-0.10635,-0.269526,0.076305,-0.345831,-0.712867,0.034416,-0.747283,-0.63386,0.060229,-0.694089
GLW,2000-03-17,acquirer,-0.025432,0.020518,-0.04595,0.061129,0.039309,0.02182,-0.201587,-0.011771,-0.189815,0.281615,0.017927,0.263688
HLIT,2000-03-23,acquirer,-0.091019,-0.010589,-0.08043,-0.197107,-0.020767,-0.17634,-0.274262,-0.035263,-0.238999,-0.62387,-0.057675,-0.566195
TFC,2000-03-24,acquirer,0.001889,-0.005819,0.007707,0.065156,-0.004572,0.069728,-0.004721,-0.035952,0.03123,-0.04627,-0.035328,-0.010942
MS,2000-03-24,target,-0.022197,-0.005819,-0.016378,-0.051189,-0.004572,-0.046617,-0.101925,-0.035952,-0.065973,-0.081087,-0.035328,-0.045759
MSI,2000-03-24,acquirer,0.00311,-0.005819,0.008929,-0.154428,-0.004572,-0.149856,-0.278253,-0.035952,-0.242301,-0.452329,-0.035328,-0.417
WBS,2000-03-24,acquirer,0.0,-0.005819,0.005819,0.054688,-0.004572,0.059259,-0.005208,-0.035952,0.030743,-0.008681,-0.035328,0.026648
SNV,2000-04-05,target,-0.031751,0.006295,-0.038046,-0.012508,-0.041439,0.028931,-0.054201,-0.053399,-0.000802,-0.038807,-0.013638,-0.025169
VRSN,2000-04-12,acquirer,-0.147312,-0.05724,-0.090072,0.033254,-0.003064,0.036318,0.131876,0.007114,0.124762,0.674091,0.051001,0.62309
TMO,2000-05-01,acquirer,-0.037423,-0.023442,-0.013982,-0.056442,-0.019498,-0.036943,-0.040491,0.008216,-0.048706,0.065644,0.000657,0.064987
TMO,2000-05-08,acquirer,-0.042913,-0.022567,-0.020346,0.013654,0.037985,-0.02433,0.003251,0.039549,-0.036298,0.152146,0.054631,0.097515
NOV,2000-05-10,acquirer,-0.044188,0.010839,-0.055027,-0.065322,0.01475,-0.080072,-0.085495,0.025478,-0.110972,0.270893,0.040898,0.229995
CSCO,2000-05-10,acquirer,-0.005099,0.010839,-0.015939,-0.080826,0.01475,-0.095576,0.031107,0.025478,0.005629,0.052014,0.040898,0.011116
AVT,2000-05-12,acquirer,0.050817,0.009672,0.041145,-0.047187,-0.035862,-0.011325,-0.034846,0.017714,-0.052559,-0.26098,0.029993,-0.290974
EXC,2000-05-15,acquirer,-0.031796,-0.01044,-0.021356,0.012719,-0.059197,0.071916,-0.030207,0.01001,-0.040216,0.100159,0.019266,0.080893
TMO,2000-05-16,acquirer,0.009622,-0.012291,0.021912,-0.052598,-0.033718,-0.01888,-0.055805,0.012291,-0.068096,0.048749,0.026322,0.022428
IP,2000-05-19,acquirer,-0.035003,-0.014766,-0.020238,-0.088538,0.017358,-0.105896,-0.178449,0.058273,-0.236722,-0.13315,0.076984,-0.210134
SANM,2000-05-22,acquirer,0.031746,0.01636,0.015386,0.154195,0.034893,0.119302,0.501134,0.057774,0.44336,0.879819,0.091294,0.788525
DVN,2000-06-22,acquirer,-0.02636,0.012874,-0.039234,-0.042625,0.006328,-0.048953,-0.266966,0.020401,-0.287367,-0.037577,0.008837,-0.046414
GE,2000-06-23,target,-0.008838,-0.007324,-0.001514,0.037504,0.007217,0.030287,0.047725,-0.00237,0.050095,0.165693,-0.011094,0.176788
SYK,2000-06-28,acquirer,-0.005737,0.007647,-0.013384,0.082042,0.027092,0.05495,-0.024096,-0.008193,-0.015903,-0.030407,0.008193,-0.0386
MTB,2000-06-30,acquirer,0.002175,-0.018073,0.020248,0.046107,0.005882,0.040225,0.051327,-0.018287,0.069613,0.14963,-0.020853,0.170484
CAG,2000-06-30,acquirer,0.042763,-0.018073,0.060836,0.090461,0.005882,0.084579,0.118421,-0.018287,0.136708,0.059211,-0.020853,0.080064
TXN,2000-07-07,acquirer,-0.025831,0.002024,-0.027855,0.087778,0.021306,0.066472,-0.121263,0.005646,-0.126909,-0.307821,-0.043464,-0.264357
JCI,2000-07-12,acquirer,0.048801,0.009779,0.039022,0.037671,0.005573,0.032098,0.067209,-0.015878,0.083087,-0.008134,-0.086225,0.078091
GE,2000-07-25,acquirer,0.001247,-0.003455,0.004702,0.002421,-0.008853,0.011274,0.131739,0.037249,0.09449,0.023986,-0.040704,0.06469
AEIS,2000-08-14,acquirer,0.093289,-0.00359,0.096879,0.144072,0.007286,0.136785,-0.053468,0.003273,-0.056741,-0.617226,-0.088912,-0.528314
USB,2000-08-16,acquirer,-0.0059,-0.003251,-0.002649,0.023599,0.007551,0.016048,-0.039331,-0.0344,-0.004932,-0.213373,-0.06838,-0.144993
EQR,2000-08-25,acquirer,-0.031944,0.000208,-0.032152,-0.001389,-0.003217,0.001828,0.015278,-0.054379,0.069657,0.040278,-0.101494,0.141772
VIAV,2000-09-07,acquirer,-0.039913,-0.001472,-0.038441,-0.093494,-0.023024,-0.07047,-0.18152,-0.063183,-0.118337,-0.413887,-0.105656,-0.308231
AIG,2000-09-15,target,0.019809,0.009123,0.010685,0.045977,-0.002824,0.048801,0.038193,-0.068426,0.106619,0.083938,-0.091778,0.175716
TFC,2000-09-19,acquirer,-0.00878,-0.015181,0.006401,0.028095,-0.011928,0.040023,-0.007024,-0.038495,0.031471,0.233538,-0.09987,0.333408
AGEN,2000-09-20,acquirer,0.020161,0.018168,0.001993,-0.012097,0.016186,-0.028283,-0.032258,-0.019489,-0.012769,-0.137097,-0.11253,-0.024566
C,2000-09-20,acquirer,-0.005872,0.018168,-0.02404,0.014138,0.016186,-0.002048,-0.040057,-0.019489,-0.020568,-0.09283,-0.11253,0.0197
FE,2000-09-22,acquirer,0.022016,-0.012744,0.03476,0.071842,-0.002723,0.074565,-0.011587,-0.03224,0.020653,0.214368,-0.089424,0.303792
FLEX,2000-09-27,acquirer,-0.050636,-0.009427,-0.041209,-0.111908,-0.005634,-0.106273,-0.172023,-0.039441,-0.132582,-0.349595,-0.074981,-0.274614
WM,2000-10-04,target,0.006604,-0.021576,0.028179,-0.062264,-0.076714,0.014449,0.092453,-0.009698,0.102151,0.439623,-0.101231,0.540854
JPM,2000-10-05,acquirer,-0.019139,-0.007573,-0.011566,-0.074163,-0.024836,-0.049327,0.061244,0.019267,0.041977,0.157416,-0.074284,0.231701
TTEC,2000-10-05,acquirer,-0.00951,-0.007573,-0.001937,0.08369,-0.024836,0.108526,0.086543,0.019267,0.067276,-0.253447,-0.074284,-0.179163
VLY,2000-10-12,target,0.0,0.004568,-0.004568,-0.030952,0.017017,-0.047969,0.064286,-0.014619,0.078904,0.092857,-0.031407,0.124264
JCI,2000-10-18,acquirer,0.060258,0.004286,0.055972,0.146734,-0.018834,0.165568,0.204692,-0.019172,0.223864,0.273229,-0.028646,0.301875
BBT,2000-10-20,target,-0.004448,-0.006708,0.00226,0.064492,0.0,0.064492,-0.017791,-0.036669,0.018878,0.214233,-0.026607,0.24084
TFC,2000-10-20,acquirer,0.02381,-0.006708,0.030517,0.093474,0.0,0.093474,0.075838,-0.036669,0.112506,0.260141,-0.026607,0.286748
USB,2000-10-24,acquirer,-0.014323,0.002766,-0.017089,0.111979,0.045182,0.066797,0.007812,-0.010719,0.018532,0.341146,-0.000115,0.341261
SCHW,2000-10-27,acquirer,0.04676,0.017216,0.029543,0.054143,0.023141,0.031001,-0.139459,-0.050531,-0.088928,-0.212879,-0.022023,-0.190856
UNH,2000-10-27,acquirer,-0.05737,0.017216,-0.074586,-0.060018,0.023141,-0.083159,0.019417,-0.050531,0.069948,-0.027361,-0.022023,-0.005338
MTB,2000-10-30,acquirer,0.040824,-0.003407,0.044231,0.03577,0.005605,0.030165,0.096034,-0.074624,0.170658,0.358865,-0.032201,0.391066
AMGN,2000-11-03,acquirer,0.032124,-0.000219,0.032342,0.045856,-0.057255,0.103111,0.102256,-0.057583,0.159839,0.1795,-0.060424,0.239924
TFC,2000-11-08,acquirer,-0.018447,-0.024346,0.005899,-0.054573,-0.018961,-0.035612,0.063028,-0.010098,0.073126,0.132975,-0.044766,0.177741
MDRX,2000-11-08,acquirer,-0.088319,-0.024346,-0.063972,0.185185,-0.018961,0.204146,-0.356125,-0.010098,-0.346028,0.008547,-0.044766,0.053313
BBT,2000-11-08,target,-0.016586,-0.024346,0.00776,0.0,-0.018961,0.018961,-0.042156,-0.010098,-0.032059,0.220456,-0.044766,0.265222
HPQ,2000-11-09,acquirer,-0.127805,-0.00782,-0.119985,-0.089756,0.000115,-0.089871,-0.099512,0.01035,-0.109862,-0.149268,-0.028979,-0.120289
MMM,2000-11-13,acquirer,0.004036,0.003162,0.000874,0.014127,-0.026877,0.041005,0.176085,-0.033879,0.209964,0.215943,-0.038622,0.254566
HON,2000-11-13,target,-0.004956,0.003162,-0.008118,-0.035752,-0.026877,-0.008875,-0.022301,-0.033879,0.011578,-0.058761,-0.038622,-0.020139
GE,2000-11-13,acquirer,-0.004778,0.003162,-0.00794,-0.037935,-0.026877,-0.011058,-0.024904,-0.033879,0.008975,-0.087454,-0.038622,-0.048832
LAMR,2000-11-14,acquirer,-0.106979,-0.015648,-0.091331,-0.202454,-0.053135,-0.149319,-0.172546,-0.058651,-0.113895,-0.056365,-0.062817,0.006452
MCHP,2000-11-20,acquirer,-0.019481,-0.023906,0.004426,-0.095238,-0.01439,-0.080848,-0.201299,-0.058141,-0.143158,0.084416,-0.074156,0.158571
SNV,2000-11-22,acquirer,0.012109,0.008738,0.00337,0.059657,-0.019457,0.079114,0.249852,-0.015612,0.265465,0.350561,-0.05942,0.409981
ZION,2000-11-24,acquirer,-0.005682,-0.01721,0.011528,0.020933,-0.019751,0.040684,0.141148,-0.016979,0.158127,0.067285,-0.085932,0.153217
UBOH,2000-11-27,acquirer,0.0,-0.00188,0.00188,0.036717,0.030203,0.006514,0.010799,0.003291,0.007509,-0.051836,-0.065108,0.013272
CMA,2000-12-01,acquirer,0.031555,0.032874,-0.001319,0.132251,0.03959,0.092661,0.267749,0.004595,0.263154,0.300696,-0.044774,0.34547
HYBT,2000-12-01,acquirer,0.0,0.032874,-0.032874,-0.250274,0.03959,-0.289864,-0.181946,0.004595,-0.186542,-0.054694,-0.044774,-0.009919
ARW,2000-12-01,acquirer,0.05974,0.032874,0.026866,0.207792,0.03959,0.168202,0.264935,0.004595,0.26034,0.20561,-0.044774,0.250385
CSCO,2000-12-05,acquirer,-0.029262,-0.013681,-0.015581,-0.006271,0.004638,-0.010908,-0.289639,-0.03629,-0.253349,-0.598985,-0.086841,-0.512144
CAR,2000-12-12,acquirer,-0.01738,-0.012695,-0.004685,-0.11631,-0.069821,-0.046489,0.15107,-0.021235,0.172304,0.351604,-0.15026,0.501864
FITB,2000-12-19,acquirer,0.027123,0.006948,0.020176,0.049964,0.059181,-0.009217,-0.00464,0.077047,-0.081687,-0.136331,-0.090695,-0.045636
RDN,2000-12-27,acquirer,-0.020163,-0.018859,-0.001304,-0.140163,-0.033853,-0.10631,-0.162602,0.030573,-0.193174,-0.115122,-0.124985,0.009863
PRK,2000-12-29,acquirer,0.027425,0.04803,-0.020605,-0.032568,0.008025,-0.040593,-0.062736,0.070768,-0.133504,-0.036339,-0.140686,0.104347
CIEN,2001-01-03,acquirer,-0.10235,-0.032606,-0.069744,0.012889,-0.009735,0.022623,0.025019,0.016772,0.008247,-0.530705,-0.136172,-0.394533
CAH,2001-01-08,acquirer,-0.008409,0.017491,-0.0259,-0.00911,0.027744,-0.036854,0.049054,0.025211,0.023843,0.017169,-0.099156,0.116324
PEP,2001-01-09,acquirer,0.001237,0.000948,0.000288,-0.021847,0.020154,-0.042001,0.004122,-0.002134,0.006256,-0.097692,-0.114049,0.016357
CVX,2001-01-24,acquirer,-0.006757,-0.001151,-0.005605,0.001228,0.013932,-0.012704,0.023956,-0.061831,0.085787,0.185504,-0.088083,0.273587
NVDA,2001-01-26,acquirer,0.02199,0.008829,0.013161,-0.083244,-0.005963,-0.077281,-0.124865,-0.092535,-0.03233,0.631298,-0.07029,0.701588
NI,2001-01-30,acquirer,-0.015267,0.00663,-0.021897,-0.007634,-0.017032,0.009399,0.081425,-0.097851,0.179276,0.10687,-0.071902,0.178772
MSFT,2001-02-01,acquirer,0.018339,0.00732,0.011018,-0.027508,-0.021961,-0.005547,-0.022654,-0.064606,0.041952,0.16343,-0.052754,0.216184
SYY,2001-02-05,acquirer,-0.012685,-0.005206,-0.007479,0.026779,-0.023137,0.049917,-0.017618,-0.061083,0.043465,0.064834,-0.065479,0.130313
JNJ,2001-02-22,acquirer,0.002837,0.021309,-0.018471,0.038103,-0.01078,0.048883,-0.105797,-0.069692,-0.036105,0.024321,0.04011,-0.015789
JCI,2001-02-23,acquirer,-0.019414,-0.009205,-0.010209,-0.041601,-0.022582,-0.019018,-0.184231,-0.070447,-0.113785,0.026941,0.006505,0.020437
TFC,2001-03-06,acquirer,0.002757,0.00111,0.001647,-0.068229,-0.073517,0.005288,-0.036527,-0.091526,0.054999,-0.002068,0.008635,-0.010702
BBT,2001-03-06,target,0.0028,0.00111,0.001689,0.0,-0.073517,0.073517,-0.011198,-0.091526,0.080328,0.0028,0.008635,-0.005835
PTEN,2001-03-07,acquirer,-0.031838,-0.029571,-0.002267,-0.16136,-0.074298,-0.087063,-0.248191,-0.106333,-0.141858,-0.319103,0.011089,-0.330192
BBT,2001-03-08,target,0.003908,-0.042788,0.046697,0.001675,-0.065135,0.06681,-0.013959,-0.068817,0.054858,-0.003908,0.03225,-0.036158
TFC,2001-03-08,acquirer,-0.040254,-0.042788,0.002534,-0.021893,-0.065135,0.043242,-0.021893,-0.068817,0.046924,0.002825,0.03225,-0.029425
FULT,2001-03-26,acquirer,-0.012024,-0.027726,0.015702,-0.07014,-0.06694,-0.003201,-0.042084,0.045683,-0.087767,0.012024,0.030235,-0.018211
AON,2001-03-27,acquirer,0.0127,0.003938,0.008762,-0.020074,-0.036393,0.01632,-0.046702,0.093427,-0.14013,0.008603,0.059071,-0.050468
JCI,2001-03-29,acquirer,-0.001013,-0.021285,0.020272,-0.00152,-0.02905,0.02753,0.220365,0.088755,0.13161,0.261398,0.053681,0.207717
UPS,2001-04-04,acquirer,0.016098,-0.015207,0.031305,0.016865,0.032994,-0.016129,0.085857,0.097217,-0.01136,0.08624,0.037746,0.048494
UPS,2001-04-11,acquirer,-0.009423,-0.010515,0.001092,0.074256,0.047581,0.026674,0.062571,0.055205,0.007366,0.079533,0.031546,0.047987
TFC,2001-04-12,acquirer,0.011653,0.014214,-0.00256,0.033503,0.039453,-0.005949,0.053897,0.071334,-0.017437,0.050255,0.029357,0.020898
BBT,2001-04-12,target,0.001633,0.014214,-0.012581,-0.022319,0.039453,-0.061772,-0.033206,0.071334,-0.10454,-0.025585,0.029357,-0.054942
AVT,2001-04-13,acquirer,-0.045866,0.014214,-0.06008,0.057936,0.039453,0.018483,0.145444,0.071334,0.07411,-0.019916,0.029357,-0.049273
PXD,2001-04-17,acquirer,-0.017391,0.013353,-0.030745,0.157312,-0.006677,0.163989,0.32253,0.041572,0.280957,-0.087747,-0.02129,-0.066457
IPG,2001-04-19,acquirer,-0.033639,-0.018193,-0.015446,-0.111402,0.010289,-0.121691,0.007427,0.057466,-0.050039,-0.232416,-0.022585,-0.209831
JNJ,2001-04-23,acquirer,0.0159,0.013105,0.002794,0.046444,0.04497,0.001474,0.060251,0.063086,-0.002835,0.143515,-0.028267,0.171781
MSI,2001-05-15,acquirer,-0.005865,0.001575,-0.00744,0.031769,0.002302,0.029468,-0.086999,-0.052332,-0.034667,0.114858,-0.080436,0.195294
AGEN,2001-05-23,acquirer,-0.001035,-0.01169,0.010654,-0.016046,-0.022295,0.006249,-0.024327,-0.058327,0.034,-0.161491,-0.097855,-0.063636
ABC,2001-05-23,acquirer,-0.002828,-0.01169,0.008862,0.063148,-0.022295,0.085443,0.02639,-0.058327,0.084718,0.098021,-0.097855,0.195876
VRTX,2001-05-23,acquirer,0.007761,-0.01169,0.01945,-0.014856,-0.022295,0.007439,-0.06031,-0.058327,-0.001983,-0.150554,-0.097855,-0.052699
NOC,2001-05-23,acquirer,0.00463,-0.01169,0.016319,0.023569,-0.022295,0.045864,-0.103956,-0.058327,-0.045629,-0.055556,-0.097855,0.042299
VLO,2001-05-25,acquirer,-0.032986,-0.014014,-0.018973,-0.005208,0.013522,-0.01873,-0.229167,-0.041303,-0.187864,-0.178819,-0.06638,-0.11244
VSH,2001-05-25,acquirer,-0.128154,-0.014014,-0.114141,-0.086985,0.013522,-0.100507,-0.159363,-0.041303,-0.11806,0.001328,-0.06638,0.067708
USB,2001-06-01,acquirer,0.004004,0.011408,-0.007404,-0.001001,-0.009814,0.008813,0.026026,-0.022694,0.04872,0.074074,-0.101079,0.175154
EMMS,2001-06-01,acquirer,0.031403,0.011408,0.019995,-0.006281,-0.009814,0.003533,0.048612,-0.022694,0.071306,-0.238915,-0.101079,-0.137835
L,2001-06-07,target,-0.003231,-0.007134,0.003903,-0.009693,-0.037761,0.028068,-0.06839,-0.066175,-0.002215,-0.252558,-0.141451,-0.111106
PHM,2001-06-07,acquirer,-0.031286,-0.007134,-0.024152,-0.073001,-0.037761,-0.03524,0.010429,-0.066175,0.076603,-0.212051,-0.141451,-0.0706
AIG,2001-06-08,acquirer,-0.001107,-0.001734,0.000627,0.019764,-0.035555,0.055319,0.0315,-0.058474,0.089973,-0.082114,-0.124752,0.042639
DVA,2001-06-08,acquirer,-0.003823,-0.001734,-0.002089,-0.003277,-0.035555,0.032278,0.153468,-0.058474,0.211942,0.097761,-0.124752,0.222513
WMB,2001-06-15,acquirer,0.00182,0.004367,-0.002548,-0.078253,0.003725,-0.081978,-0.061874,-0.002055,-0.059819,-0.255687,-0.194733,-0.060954
JCI,2001-06-15,acquirer,-0.0108,0.004367,-0.015167,-0.032,0.003725,-0.035725,-0.0316,-0.002055,-0.029545,-0.2544,-0.194733,-0.059667
CAR,2001-07-06,acquirer,-0.005323,-0.012101,0.006779,0.013485,0.008328,0.005157,-0.01242,0.008848,-0.021269,-0.325763,-0.077684,-0.248079
UONEK,2001-07-17,acquirer,0.025681,0.008753,0.016928,-0.103749,-0.015832,-0.087917,-0.111454,-0.019565,-0.091889,-0.372881,-0.092032,-0.280849
HAL,2001-07-17,acquirer,0.018095,0.008753,0.009343,0.105714,-0.015832,0.121546,0.041905,-0.019565,0.06147,-0.20381,-0.092032,-0.111777
UONE,2001-07-17,acquirer,0.038157,0.008753,0.029404,-0.123389,-0.015832,-0.107557,-0.145689,-0.019565,-0.126124,-0.391972,-0.092032,-0.29994
RDN,2001-07-19,acquirer,0.005896,-0.019769,0.025665,0.040943,-0.004365,0.045308,0.071733,-0.028883,0.100616,-0.089093,-0.10154,0.012448
CMI,2001-07-30,target,-0.001698,0.006161,-0.007859,-0.011885,-0.004877,-0.007007,-0.028862,-0.047876,0.019013,-0.186757,-0.096393,-0.090364
TEX,2001-07-30,acquirer,-0.015658,0.006161,-0.021819,-0.045929,-0.004877,-0.041052,0.04071,-0.047876,0.088586,-0.232777,-0.096393,-0.136383
PKI,2001-08-03,acquirer,0.000328,0.003884,-0.003557,-0.027869,-0.008157,-0.019711,0.005574,-0.054901,0.060474,-0.111967,-0.060469,-0.051499
SNPS,2001-08-09,acquirer,0.000191,0.000261,-7e-05,-0.00478,-0.021285,0.016505,-0.188337,-0.12562,-0.062716,-0.027533,-0.035127,0.007593
SANM,2001-08-10,acquirer,-0.018357,-0.000392,-0.017965,-0.110142,-0.012402,-0.09774,-0.402019,-0.127937,-0.274082,-0.183112,-0.033681,-0.14943
BRO,2001-08-13,acquirer,-0.006452,-0.00862,0.002168,-0.030108,-0.028993,-0.001114,-0.088172,-0.145227,0.057055,0.243011,-0.037613,0.280623
JNJ,2001-08-13,acquirer,0.0,-0.00862,0.00862,-0.043993,-0.028993,-0.015,-0.05753,-0.145227,0.087697,0.058206,-0.037613,0.095819
TSN,2001-08-13,acquirer,-0.019635,-0.00862,-0.011016,-0.046283,-0.028993,-0.01729,-0.136045,-0.145227,0.009182,0.042076,-0.037613,0.079688
MSI,2001-08-15,acquirer,-0.05572,-0.016017,-0.039704,0.005508,-0.017198,0.022707,-0.169068,-0.176973,0.007905,-0.027542,-0.028751,0.001209
ODP,2001-08-15,acquirer,-0.009196,-0.016017,0.006821,0.005292,-0.017198,0.02249,-0.041902,-0.176973,0.135071,0.216709,-0.028751,0.24546
JCI,2001-08-24,acquirer,-0.0196,-0.014615,-0.004985,-0.058391,-0.041343,-0.017048,-0.142507,-0.104147,-0.03836,0.097183,-0.03239,0.129572
WM,2001-08-28,target,-0.023618,-0.019277,-0.00434,-0.032258,-0.041386,0.009128,-0.09735,-0.06673,-0.030621,-0.077189,0.001483,-0.078672
GEN,2001-08-30,target,-0.031088,-0.006414,-0.024674,-0.036269,-0.03589,-0.00038,0.11399,-0.063182,0.177172,0.611399,0.031796,0.579603
TER,2001-08-30,acquirer,-0.046327,-0.006414,-0.039913,-0.128392,-0.03589,-0.092502,-0.319656,-0.063182,-0.256474,-0.00728,0.031796,-0.039076
DVN,2001-08-30,acquirer,-0.052445,-0.006414,-0.046031,-0.062367,-0.03589,-0.026477,-0.208363,-0.063182,-0.145181,-0.22679,0.031796,-0.258585
MRO,2001-09-07,acquirer,-0.033058,-0.052229,0.019171,-0.160331,-0.112668,-0.047662,-0.090909,-0.003114,-0.087795,-0.13719,0.022081,-0.159271
D,2001-09-20,acquirer,0.0,0.035093,-0.035093,0.006393,0.073536,-0.067144,0.03653,0.125219,-0.08869,-0.001826,0.178497,-0.180324
TFC,2001-09-21,acquirer,0.005022,0.010479,-0.005458,0.053085,0.035445,0.01764,-0.055954,0.081523,-0.137477,0.054519,0.145477,-0.090958
AN,2001-10-05,acquirer,-0.016026,-0.00539,-0.010636,0.065171,0.025929,0.039242,0.25,0.055062,0.194938,0.336538,0.097451,0.239088
DIT,2001-10-09,acquirer,0.024529,0.015473,0.009057,0.087279,-0.00616,0.093439,0.120936,0.039542,0.081394,0.070165,0.075358,-0.005193
VRSN,2001-10-10,acquirer,-0.047059,-0.004515,-0.042544,-0.079123,-0.02342,-0.055704,-0.168397,0.024831,-0.193227,-0.296886,0.048533,-0.345419
SNV,2001-10-10,target,-0.033477,-0.004515,-0.028962,-0.066236,-0.02342,-0.042816,-0.01889,0.024831,-0.043721,-0.009087,0.048533,-0.057619
JCI,2001-10-23,acquirer,0.008348,0.018003,-0.009655,-0.01362,-0.025861,0.01224,0.164323,0.065009,0.099314,-0.096221,0.049007,-0.145228
GE,2001-10-31,acquirer,0.00129,0.006865,-0.005575,0.064324,0.037757,0.026567,-0.026107,0.044908,-0.071015,-0.072662,0.015875,-0.088538
UNP,2001-10-31,acquirer,0.013563,0.006865,0.006699,0.039457,0.037757,0.0017,0.041924,0.044908,-0.002985,0.176326,0.015875,0.16045
CAR,2001-11-02,acquirer,0.005741,0.015564,-0.009823,0.007307,0.012199,-0.004892,0.292276,0.060712,0.231563,0.131002,-0.014442,0.145444
HPQ,2001-11-15,acquirer,0.003509,0.012349,-0.00884,-0.015789,0.013706,-0.029496,-0.042105,0.005428,-0.047533,-0.073684,-0.029583,-0.044101
HPQ,2001-11-20,acquirer,0.022059,0.014288,0.007771,0.044118,0.007212,0.036906,0.027574,0.01143,0.016143,-0.022059,-0.019458,-0.0026
MHK,2001-12-07,acquirer,-0.026966,-0.002035,-0.024931,-0.016479,-0.000814,-0.015665,0.032022,0.018315,0.013707,0.22603,0.017908,0.208122
COP,2001-12-07,acquirer,-0.022705,-0.002035,-0.02067,-0.014807,-0.000814,-0.013994,0.043435,0.018315,0.02512,0.108588,0.017908,0.09068
TFC,2001-12-18,acquirer,0.010246,-0.009784,0.02003,0.000683,0.005897,-0.005214,-0.026639,-0.026136,-0.000503,0.072404,-0.000134,0.072538
BDCO,2001-12-21,acquirer,0.0,0.005392,-0.005392,0.1625,0.006874,0.155626,0.03125,-0.010379,0.041629,0.0625,0.001348,0.061152
SNPS,2001-12-21,acquirer,0.011722,0.005392,0.006331,0.014653,0.006874,0.007778,-0.071367,-0.010379,-0.060988,-0.080848,0.001348,-0.082196
GE,2001-12-28,acquirer,0.021686,0.010689,0.010998,-0.02823,0.019348,-0.047577,-0.073098,-0.009877,-0.063221,-0.0788,-0.007306,-0.071494
NBR,2002-01-02,acquirer,0.029595,0.006618,0.022977,-0.021807,-0.006486,-0.015321,-0.034579,-0.059828,0.025248,0.274144,-0.032694,0.306837
JCI,2002-01-08,acquirer,0.013323,0.004416,0.008907,-0.13807,-0.023819,-0.114251,-0.448526,-0.047371,-0.401156,-0.463868,-0.040412,-0.423455
NEM,2002-01-10,acquirer,0.012977,-0.006189,0.019167,0.025954,-0.015608,0.041562,0.216794,-0.033504,0.250298,0.438931,-0.035253,0.474184
