symbol,deal_date,role,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
YTRA,2020-01-17,target,0.00565,0.000131,0.005518,0.011299,-0.013301,0.0246,0.016949,0.017045,-9.6e-05,-0.60452,-0.171007,-0.433513
EBIX,2020-01-17,acquirer,0.041381,0.000131,0.04125,0.016267,-0.013301,0.029568,0.007134,0.017045,-0.009911,-0.496868,-0.171007,-0.32586
TCBI,2020-01-21,target,0.006369,0.001116,0.005253,0.012364,-0.014251,0.026616,0.053765,0.006436,0.047329,-0.587673,-0.152727,-0.434946
IBTX,2020-01-21,acquirer,0.008247,0.001116,0.00713,0.010634,-0.014251,0.024885,0.046441,0.006436,0.040005,-0.562934,-0.152727,-0.410207
SYNE,2020-01-29,acquirer,-0.039334,-0.018163,-0.021171,-0.11649,0.019226,-0.135716,-0.476551,-0.056714,-0.419837,-0.514372,-0.108315,-0.406058
QLGN,2020-02-04,acquirer,-0.134538,0.003367,-0.137905,-0.180723,0.013696,-0.194419,0.630522,-0.106335,0.736857,0.767068,-0.141017,0.908086
WCC,2020-02-07,acquirer,0.001738,0.001756,-1.8e-05,0.014556,0.006145,0.008411,-0.39735,-0.180207,-0.217142,-0.430154,-0.120875,-0.309279
ECL,2020-02-11,target,0.001182,-0.001064,0.002246,-0.002467,-0.001387,-0.001081,-0.129337,-0.201832,0.072494,-0.069347,-0.160524,0.091177
CHX,2020-02-11,acquirer,-0.043598,-0.001064,-0.042534,-0.030636,-0.001387,-0.02925,-0.749411,-0.201832,-0.547579,-0.681461,-0.160524,-0.520937
EVBN,2020-02-13,acquirer,0.0352,-0.002578,0.037778,0.04064,-0.044959,0.085599,-0.31456,-0.251192,-0.063368,-0.37856,-0.147028,-0.231532
MTCH,2020-02-13,acquirer,0.002644,-0.002578,0.005223,-0.082904,-0.044959,-0.037944,-0.254661,-0.251192,-0.003468,0.021949,-0.147028,0.168977
TMBR,2020-02-19,acquirer,0.018617,-0.010301,0.028918,-0.042553,-0.117056,0.074503,-0.255319,-0.316972,0.061653,-0.190957,-0.113601,-0.077356
CNC,2020-02-26,acquirer,0.007602,-0.004206,0.011808,0.13493,0.01664,0.118289,0.04713,-0.143181,0.190311,0.27138,0.024357,0.247022
HXL,2020-02-27,target,0.038449,0.043338,-0.004889,-0.035726,0.004077,-0.039802,-0.440564,-0.111613,-0.328951,-0.440083,0.033275,-0.473358
WWD,2020-02-27,acquirer,0.028594,0.043338,-0.014743,-0.043644,0.004077,-0.047721,-0.426307,-0.111613,-0.314694,-0.334404,0.033275,-0.367678
HPQ,2020-03-02,target,0.040984,0.042038,-0.001055,-0.037471,-0.039356,0.001886,-0.278103,-0.175328,-0.102775,-0.23185,0.032145,-0.263995
XRX,2020-03-02,acquirer,0.056788,0.042038,0.01475,-0.099379,-0.039356,-0.060022,-0.44055,-0.175328,-0.265222,-0.452972,0.032145,-0.485117
LHX,2020-03-04,acquirer,-0.003147,-0.016512,0.013365,-0.168512,-0.179689,0.011178,-0.105973,-0.174581,0.068608,0.003371,0.03547,-0.032099
SCHW,2020-03-10,acquirer,-0.123205,-0.095693,-0.027512,-0.000334,-0.125238,0.124904,0.126878,0.019948,0.10693,0.181636,0.169535,0.012101
SCHW-PD,2020-03-10,acquirer,-0.020925,-0.095693,0.074768,-0.125,-0.125238,0.000238,0.019273,0.019948,-0.000675,0.046806,0.169535,-0.122729
NKLA,2020-03-13,acquirer,-0.016453,0.053983,-0.070436,-0.021938,-0.065006,0.043069,0.078611,0.164852,-0.086242,5.227605,0.287697,4.939908
PPBI,2020-03-13,acquirer,0.102707,0.053983,0.048724,-0.085987,-0.065006,-0.020981,0.093153,0.164852,-0.071699,0.306529,0.287697,0.018831
SSB,2020-03-16,acquirer,0.03104,-0.050615,0.081655,-0.019573,-0.032495,0.012923,-0.160142,0.110528,-0.27067,-0.085014,0.245244,-0.330258
RYN,2020-03-17,acquirer,0.127312,0.002131,0.125181,0.133001,0.034319,0.098683,0.261024,0.201333,0.059691,0.261024,0.306193,-0.045169
FBK,2020-03-26,acquirer,0.003302,0.032482,-0.02918,-0.04568,-0.020616,-0.025063,0.121629,0.127497,-0.005868,0.142543,0.189218,-0.046675
ETRN,2020-03-30,acquirer,-0.019074,-0.044989,0.025916,0.13079,0.028664,0.102126,0.667575,0.126993,0.540581,0.683924,0.201654,0.48227
FNF,2020-04-01,acquirer,-0.032223,-0.014432,-0.017791,0.201396,0.104721,0.096676,0.064447,0.126026,-0.061579,0.269066,0.245307,0.023758
VTOL,2020-04-03,acquirer,-0.070953,0.001021,-0.071974,-0.126386,0.071469,-0.197855,-0.05765,0.073185,-0.130834,0.023651,0.189904,-0.166253
SBCF,2020-04-06,acquirer,0.063551,0.033536,0.030015,0.001869,0.047611,-0.045742,0.114642,0.085023,0.029619,0.027414,0.197789,-0.170374
PRG,2020-04-13,acquirer,-0.104258,-0.021268,-0.082989,-0.10386,-0.037887,-0.065973,0.143653,-0.007737,0.15139,0.651015,0.128716,0.522298
WSC,2020-04-17,acquirer,-0.007136,-0.030347,0.023212,0.103976,0.019399,0.084576,0.255861,0.036878,0.218984,0.411825,0.156845,0.254979
MS-PE,2020-04-17,acquirer,-0.018817,-0.030347,0.01153,0.007527,0.019399,-0.011872,-0.00914,0.036878,-0.046017,0.024731,0.156845,-0.132114
MS-PA,2020-04-17,acquirer,-0.008731,-0.030347,0.021617,0.014103,0.019399,-0.005296,0.026864,0.036878,-0.010014,0.114171,0.156845,-0.042675
MS-PL,2020-04-17,acquirer,-0.007218,-0.030347,0.023129,-0.002776,0.019399,-0.022175,0.000555,0.036878,-0.036322,0.072182,0.156845,-0.084663
MS-PF,2020-04-17,acquirer,-0.018509,-0.030347,0.011839,0.003173,0.019399,-0.016226,-0.020095,0.036878,-0.056973,0.017451,0.156845,-0.139394
MS,2020-04-17,acquirer,-0.036921,-0.030347,-0.006574,0.024718,0.019399,0.005319,0.034418,0.036878,-0.00246,0.363892,0.156845,0.207047
MS-PI,2020-04-17,acquirer,-0.02182,-0.030347,0.008527,0.014369,0.019399,-0.00503,-0.003725,0.036878,-0.040603,0.050027,0.156845,-0.106819
MS-PK,2020-04-17,acquirer,-0.010064,-0.030347,0.020284,0.036547,0.019399,0.017147,-0.002119,0.036878,-0.038996,0.072034,0.156845,-0.084812
PFS,2020-04-24,acquirer,0.038863,-0.004597,0.04346,-0.073934,-0.012134,-0.0618,0.051185,0.057429,-0.006244,0.01327,0.130949,-0.117679
INTU,2020-05-01,acquirer,0.025018,0.009269,0.015749,0.0749,0.031509,0.043392,0.08333,0.100896,-0.017566,0.166003,0.1646,0.001402
TDG,2020-05-05,acquirer,0.015931,0.012063,0.003868,0.001845,-0.009323,0.011169,0.536268,0.123449,0.412819,0.476235,0.173529,0.302706
IFF,2020-05-07,acquirer,-0.0137,0.000222,-0.013922,-0.046441,-0.021047,-0.025395,0.000775,0.096948,-0.096173,-0.05118,0.149103,-0.200283
DD,2020-05-07,target,-0.015954,0.000222,-0.016176,-0.031339,-0.021047,-0.010292,0.19886,0.096948,0.101912,0.204558,0.149103,0.055455
HTLF,2020-05-18,acquirer,0.080257,0.016968,0.063289,0.236758,0.039604,0.197153,0.135233,0.067835,0.067398,0.182584,0.164938,0.017647
AIM,2020-05-18,target,-0.01626,0.016968,-0.033228,-0.04878,0.039604,-0.088385,-0.020325,0.067835,-0.08816,0.04065,0.164938,-0.124287
CEI,2020-06-03,acquirer,0.205882,0.025639,0.180243,-0.036765,-0.034498,-0.002266,-0.161765,0.022756,-0.18452,-0.62875,0.153905,-0.782655
VKIN,2020-06-03,target,0.0,0.025639,-0.025639,0.152308,-0.034498,0.186806,0.307692,0.022756,0.284937,-0.173077,0.153905,-0.326982
VAC,2020-06-23,acquirer,-0.007378,0.010731,-0.018108,0.026587,0.021143,0.005444,0.089365,0.055213,0.034152,0.085329,0.065236,0.020093
BYD,2020-07-01,acquirer,-0.030256,0.015418,-0.045674,-0.077726,0.017177,-0.094903,0.24987,0.053049,0.19682,0.576943,0.083782,0.493161
PPBN,2020-07-02,acquirer,-0.011719,-0.010292,-0.001426,0.0,-0.006964,0.006964,-0.001674,0.041068,-0.042742,-0.075893,0.057203,-0.133096
AHT-PD,2020-07-20,acquirer,0.022774,0.005666,0.017108,-0.169772,-0.011829,-0.157943,-0.250518,0.037576,-0.288093,-0.318841,0.056496,-0.375337
AHT-PH,2020-07-20,acquirer,-0.004577,0.005666,-0.010243,-0.189931,-0.011829,-0.178102,-0.347826,0.037576,-0.385402,-0.359268,0.056496,-0.415764
AHT-PI,2020-07-20,acquirer,-0.038813,0.005666,-0.044479,-0.194064,-0.011829,-0.182235,-0.351598,0.037576,-0.389174,-0.340183,0.056496,-0.396679
AHT-PG,2020-07-20,acquirer,0.0,0.005666,-0.005666,-0.188764,-0.011829,-0.176935,-0.332584,0.037576,-0.37016,-0.332584,0.056496,-0.389081
AHT-PF,2020-07-20,acquirer,-0.015873,0.005666,-0.021539,-0.222222,-0.011829,-0.210393,-0.349206,0.037576,-0.386782,-0.353175,0.056496,-0.409671
NVTA,2020-07-27,acquirer,-0.015884,0.012306,-0.02819,0.118959,0.027698,0.091261,0.154444,0.082188,0.072256,0.557283,0.060962,0.496321
UBER,2020-08-07,acquirer,-0.032848,-0.008248,-0.0246,-0.086458,0.006964,-0.093422,0.084909,0.012581,0.072328,0.390456,0.047659,0.342797
CERE,2020-08-07,acquirer,-0.01223,-0.008248,-0.003982,-0.039511,0.006964,-0.046475,-0.016933,0.012581,-0.029514,-0.054563,0.047659,-0.102221
CNX,2020-08-12,acquirer,0.083032,3.2e-05,0.083001,0.008123,0.004316,0.003806,-0.018953,0.004828,-0.023781,-0.101986,0.063147,-0.165133
RVPHW,2020-08-12,acquirer,0.138211,3.2e-05,0.138179,0.235447,0.004316,0.231131,0.788618,0.004828,0.78379,0.316423,0.063147,0.253275
RUN,2020-08-14,acquirer,-0.029751,0.002167,-0.031918,0.06851,0.014852,0.053658,0.305887,0.002709,0.303178,0.160696,0.063998,0.096698
ADI,2020-08-17,acquirer,0.002328,-0.004166,0.006495,0.017137,0.016188,0.000949,-0.015181,-0.008269,-0.006912,0.176865,0.074959,0.101906
TDOC,2020-09-02,acquirer,-0.023298,-0.008169,-0.015129,-0.064575,-0.032802,-0.031773,0.1093,-0.012379,0.121678,-0.028618,0.065916,-0.094534
SKLZ,2020-09-04,acquirer,0.047154,0.019748,0.027407,0.012195,0.020879,-0.008684,-0.02439,0.026761,-0.051152,0.450406,0.11212,0.338286
CLNNW,2020-09-10,acquirer,0.125,0.013153,0.111847,0.78125,-0.006254,0.787504,-0.0875,0.059222,-0.146722,0.395833,0.102195,0.293638
ARKOW,2020-09-10,acquirer,0.032258,0.013153,0.019105,0.008065,-0.006254,0.014319,-0.193548,0.059222,-0.25277,-0.024194,0.102195,-0.126389
ARKO,2020-09-10,acquirer,0.001065,0.013153,-0.012088,-0.003195,-0.006254,0.003059,-0.00426,0.059222,-0.063482,-0.044728,0.102195,-0.146924
EFSC,2020-09-11,acquirer,-0.024418,0.005059,-0.029477,-0.101428,-0.03007,-0.071358,0.0,0.038629,-0.038629,0.191961,0.086613,0.105348
DCOM,2020-09-14,acquirer,0.004361,-0.003957,0.008319,-0.128349,-0.025106,-0.103243,-0.038629,0.026911,-0.06554,0.254829,0.0763,0.178529
DCOMP,2020-09-14,acquirer,0.002546,-0.003957,0.006504,-0.008912,-0.025106,0.016195,0.010185,0.026911,-0.016726,0.127944,0.0763,0.051644
DM,2020-09-15,acquirer,0.016461,-0.008805,0.025265,-0.092181,-0.043959,-0.048222,-0.119342,0.029719,-0.149061,0.339918,0.095165,0.244752
SWN,2020-09-15,acquirer,-0.016327,-0.008805,-0.007522,0.028571,-0.043959,0.072531,0.142857,0.029719,0.113138,0.330612,0.095165,0.235447
LBRDA,2020-09-16,acquirer,0.001498,-0.011512,0.01301,-0.014764,-0.032869,0.018106,0.049141,0.038225,0.010916,0.122673,0.106625,0.016048
LBRDK,2020-09-16,acquirer,0.005681,-0.011512,0.017194,-0.011079,-0.032869,0.021791,0.055394,0.038225,0.017169,0.135431,0.106625,0.028806
LBRDB,2020-09-16,acquirer,0.0,-0.011512,0.011512,0.0,-0.032869,0.032869,0.046547,0.038225,0.008322,0.140288,0.106625,0.033663
GOEV,2020-09-18,acquirer,0.022337,0.010203,0.012134,-0.02921,0.022079,-0.051288,-0.108247,0.050194,-0.158441,0.657216,0.133915,0.523301
GOEVW,2020-09-18,acquirer,-0.017606,0.010203,-0.027808,-0.147887,0.022079,-0.169966,-0.43662,0.050194,-0.486813,0.855634,0.133915,0.721719
QS,2020-09-21,acquirer,-0.118483,-0.02322,-0.095264,-0.110058,0.006268,-0.116326,-0.252765,0.037606,-0.290371,3.997367,0.118436,3.878931
CMRF,2020-10-02,acquirer,0.0,-0.014207,0.014207,0.0,0.037318,-0.037318,0.0,-0.010955,0.010955,0.0,0.097588,-0.097588
BLDR,2020-10-07,acquirer,0.003838,0.008924,-0.005086,0.009153,0.010827,-0.001675,0.006495,0.018565,-0.01207,0.186005,0.113763,0.072242
BRBS,2020-10-09,acquirer,0.020672,-0.006544,0.027216,0.011628,-0.029584,0.041212,0.091731,0.004565,0.087166,0.406977,0.079316,0.327661
PED,2020-10-13,acquirer,-0.167568,-0.001233,-0.166334,-0.081081,-0.014953,-0.066129,-0.232432,0.015168,-0.247601,-0.227027,0.092397,-0.319424
CLOV,2020-10-19,acquirer,-0.01256,-0.001906,-0.010655,-0.026087,-0.015026,-0.011061,-0.035749,0.03758,-0.073328,0.313043,0.123766,0.189277
DNMR,2020-10-27,acquirer,0.002791,0.01018,-0.007389,0.059535,0.051686,0.007849,0.093953,0.113322,-0.019369,2.953488,0.13772,2.815768
BMTX,2020-11-02,acquirer,0.00194,0.022345,-0.020405,0.00388,0.053596,-0.049716,0.034918,0.091231,-0.056314,0.399612,0.154148,0.245464
CARR,2020-11-02,acquirer,-0.004635,0.022345,-0.02698,0.023465,0.053596,-0.030131,-0.006952,0.091231,-0.098184,0.040846,0.154148,-0.113302
DVN,2020-11-04,acquirer,-0.027097,-0.000214,-0.026882,0.116129,0.008484,0.107645,0.587097,0.053842,0.533255,0.87871,0.119751,0.758958
U,2020-11-05,target,-0.135714,0.01256,-0.148274,-0.035546,0.022669,-0.058215,0.405462,0.057131,0.348331,0.07563,0.119256,-0.043626
BBIO,2020-11-06,acquirer,-0.004957,-0.001452,-0.003504,0.098637,0.022599,0.076038,0.40917,0.034671,0.374499,0.706815,0.104889,0.601926
ADNWW,2020-11-09,acquirer,-0.008264,0.007423,-0.015687,0.00551,0.018572,-0.013063,5.639118,0.035842,5.603276,7.347107,0.108283,7.238824
HII,2020-11-10,acquirer,0.003066,-0.009714,0.01278,0.031446,-0.001083,0.032529,0.131917,0.027007,0.10491,0.121934,0.105531,0.016403
REPX,2020-11-10,acquirer,-0.021714,-0.009714,-0.012,0.108571,-0.001083,0.109654,0.369143,0.027007,0.342136,2.643429,0.105531,2.537898
FCNCA,2020-11-16,acquirer,-0.034154,-0.012017,-0.022137,0.01426,0.007228,0.007032,0.078421,0.032214,0.046207,0.379643,0.086172,0.293472
FCNCO,2020-11-16,acquirer,-0.015078,-0.012017,-0.003061,0.0107,0.007228,0.003472,0.01216,0.032214,-0.020054,-0.01216,0.086172,-0.098331
CIT,2020-11-16,target,-0.029686,-0.012017,-0.017669,0.002827,0.007228,-0.004401,0.065875,0.032214,0.033661,0.32881,0.086172,0.242638
FCNCB,2020-11-16,target,-0.009023,-0.012017,0.002994,-0.009023,0.007228,-0.016251,0.172265,0.032214,0.140051,0.501389,0.086172,0.415218
FCNCP,2020-11-16,acquirer,-0.000508,-0.012017,0.011509,0.00305,0.007228,-0.004178,0.019827,0.032214,-0.012387,0.010676,0.086172,-0.075495
COP,2020-11-18,acquirer,0.004551,-0.006836,0.011387,0.084041,0.01649,0.067551,0.019721,0.03256,-0.012839,0.332221,0.087696,0.244525
PCTTW,2020-11-20,acquirer,-0.028736,0.016114,-0.04485,0.114943,0.023946,0.090997,0.810345,0.032648,0.777697,4.471264,0.074119,4.397146
PCTTU,2020-11-20,acquirer,0.018734,0.016114,0.00262,0.099024,0.023946,0.075078,0.579901,0.032648,0.547253,1.590003,0.074119,1.515884
PCT,2020-11-20,acquirer,-0.001912,0.016114,-0.018026,0.089866,0.023946,0.06592,0.498088,0.032648,0.46544,1.26195,0.074119,1.187832
PXD,2020-11-23,acquirer,-0.012465,-0.001565,-0.0109,-0.088265,0.009805,-0.09807,0.010219,0.020229,-0.01001,0.340932,0.051651,0.289281
ILMN,2020-11-24,acquirer,0.042922,0.00281,0.040112,0.13821,0.011121,0.127089,0.206587,0.030613,0.175974,0.468824,0.078825,0.389999
ADNWW,2020-11-25,acquirer,0.389706,-0.004454,0.39416,0.419118,0.016989,0.402128,1.463235,0.025749,1.437486,0.823529,0.067396,0.756133
MS-PA,2020-12-04,acquirer,0.002152,0.002906,-0.000755,0.006455,-0.012003,0.018458,-0.004841,0.031503,-0.036345,-0.017214,0.060013,-0.077227
MS-PF,2020-12-04,acquirer,0.004831,0.002906,0.001925,0.004831,-0.012003,0.016834,-0.014493,0.031503,-0.045996,0.008213,0.060013,-0.051801
MS-PE,2020-12-04,acquirer,0.000957,0.002906,-0.001949,0.009091,-0.012003,0.021094,-0.015789,0.031503,-0.047293,0.004306,0.060013,-0.055707
MS-PK,2020-12-04,acquirer,0.010282,0.002906,0.007375,0.01654,-0.012003,0.028543,-0.03308,0.031503,-0.064583,-0.008941,0.060013,-0.068954
MS-PL,2020-12-04,acquirer,0.004892,0.002906,0.001986,-0.001468,-0.012003,0.010535,-0.022016,0.031503,-0.053519,-0.005871,0.060013,-0.065884
MS,2020-12-04,target,-0.005475,0.002906,-0.008382,-0.037051,-0.012003,-0.025048,0.166271,0.031503,0.134768,0.29969,0.060013,0.239676
MS-PI,2020-12-04,acquirer,0.006588,0.002906,0.003682,0.018824,-0.012003,0.030826,-0.015529,0.031503,-0.047033,0.001412,0.060013,-0.058602
NVVE,2020-12-21,acquirer,0.072198,0.000902,0.071297,0.005927,0.012943,-0.007016,-0.073276,0.04671,-0.119986,-0.422953,0.064656,-0.487609
NVVEW,2020-12-21,acquirer,0.224832,0.000902,0.223931,0.124161,0.012943,0.111218,-0.073826,0.04671,-0.120536,-0.379195,0.064656,-0.443851
MRVL,2020-12-22,acquirer,0.01362,0.003894,0.009727,0.024165,0.017174,0.006991,0.163445,0.04414,0.119304,0.012083,0.080812,-0.06873
VIRX,2020-12-22,acquirer,-0.031157,0.003894,-0.035051,0.035608,0.017174,0.018435,0.442136,0.04414,0.397996,0.296736,0.080812,0.215923
IAC,2020-12-23,target,0.031052,0.008597,0.022455,0.083657,-0.000579,0.084236,0.164556,0.014676,0.14988,0.152503,0.076099,0.076403
VIEWW,2020-12-23,acquirer,0.097959,0.008597,0.089362,-0.097959,-0.000579,-0.09738,-0.04898,0.014676,-0.063655,-0.285714,0.076099,-0.361814
CRM,2020-12-23,acquirer,-0.005058,0.008597,-0.013654,-0.024213,-0.000579,-0.023634,-0.004431,0.014676,-0.019107,-0.066464,0.076099,-0.142563
WORK,2020-12-23,target,-0.007972,0.008597,-0.016569,-0.015475,-0.000579,-0.014896,-0.014068,0.014676,-0.028744,-0.048535,0.076099,-0.124634
STMH,2020-12-28,acquirer,0.035714,0.001438,0.034277,0.113492,0.005636,0.107856,0.551587,-0.003738,0.555325,0.559524,0.070449,0.489075
SAP,2020-12-28,target,0.005312,0.001438,0.003874,-0.001634,0.005636,-0.00727,-0.028847,-0.003738,-0.025109,-0.055079,0.070449,-0.125528
OWL,2021-01-04,acquirer,-0.023861,0.005983,-0.029844,-0.002169,0.020049,-0.022218,-0.047722,0.040012,-0.087734,-0.087852,0.098547,-0.1864
RCA,2021-01-04,acquirer,-0.004316,0.005983,-0.010299,0.003021,0.020049,-0.017028,-0.02719,0.040012,-0.067202,0.074234,0.098547,-0.024313
RCB,2021-01-04,acquirer,-0.009346,0.005983,-0.015329,-0.009896,0.020049,-0.029944,0.034085,0.040012,-0.005927,0.069269,0.098547,-0.029279
RC-PC,2021-01-04,acquirer,0.000552,0.005983,-0.005431,-0.006067,0.020049,-0.026116,0.009377,0.040012,-0.030635,0.04909,0.098547,-0.049457
SPGI,2021-01-08,acquirer,-0.010451,0.000226,-0.010676,-0.018975,-8.5e-05,-0.01889,0.04324,0.030095,0.013144,0.171163,0.093812,0.077351
SRE,2021-01-11,acquirer,0.02683,0.002679,0.024151,0.041428,0.013507,0.027921,0.066088,0.031527,0.034561,0.157625,0.089843,0.067782
SOFI,2021-01-11,acquirer,0.035772,0.002679,0.033093,0.212466,0.013507,0.198959,0.250406,0.031527,0.21888,-0.095935,0.089843,-0.185778
SREA,2021-01-11,acquirer,0.010355,0.002679,0.007676,0.022682,0.013507,0.009175,0.004438,0.031527,-0.027089,0.039941,0.089843,-0.049902
MYMD,2021-01-15,acquirer,0.099206,0.013822,0.085384,0.214286,0.013568,0.200718,0.559524,0.031875,0.527649,-0.017857,0.092071,-0.109928
MAPSW,2021-01-15,acquirer,0.231281,0.013822,0.217459,0.209651,0.013568,0.196083,1.264559,0.031875,1.232684,-0.001664,0.092071,-0.093735
IBRX,2021-01-19,acquirer,-0.020173,0.000918,-0.021091,0.138905,-0.024679,0.163584,1.254755,0.015998,1.238757,0.042651,0.087393,-0.044742
FANG,2021-01-22,acquirer,-0.02799,-0.001556,-0.026434,-0.054571,-0.021229,-0.033342,0.203383,0.019201,0.184182,0.270036,0.089974,0.180062
CANO,2021-01-25,acquirer,-0.112088,-0.024435,-0.087653,0.034432,-0.005844,0.040277,0.045421,-0.003813,0.049234,-0.049084,0.091451,-0.140535
INDI,2021-01-25,acquirer,-0.083612,-0.024435,-0.059177,0.031773,-0.005844,0.037617,-0.105351,-0.003813,-0.101538,-0.159699,0.091451,-0.25115
CELUW,2021-01-25,acquirer,-0.119718,-0.024435,-0.095283,-0.028169,-0.005844,-0.022325,0.077465,-0.003813,0.081278,-0.211268,0.091451,-0.302718
FUBO,2021-01-26,acquirer,-0.147594,0.008587,-0.15618,0.050267,0.019855,0.030412,-0.24492,0.01589,-0.26081,-0.534118,0.118446,-0.652563
EAI,2021-01-26,target,0.003548,0.008587,-0.005039,0.006082,0.019855,-0.013773,-0.006589,0.01589,-0.022479,0.005575,0.118446,-0.112871
NRXPW,2021-01-27,acquirer,0.182488,-0.020025,0.202514,0.18894,0.022656,0.166284,-0.064516,0.03165,-0.096167,-0.251613,0.115995,-0.367608
KPLTW,2021-01-29,acquirer,-0.02381,0.014138,-0.037948,0.107143,0.037957,0.069186,-0.064286,0.013797,-0.078083,-0.114286,0.115206,-0.229491
TALK,2021-02-01,acquirer,-0.000896,0.000784,-0.00168,0.054659,0.022815,0.031844,-0.094982,-0.012709,-0.082273,-0.112903,0.092856,-0.205759
HECCU,2021-02-01,target,-0.003255,0.000784,-0.004039,0.066721,0.022815,0.043906,-0.121237,-0.012709,-0.108528,-0.174125,0.092856,-0.266981
TALKW,2021-02-01,acquirer,0.013575,0.000784,0.012791,0.239819,0.022815,0.217004,-0.294118,-0.012709,-0.281408,-0.452489,0.092856,-0.545345
VSAT,2021-02-01,acquirer,0.03311,0.000784,0.032326,0.267475,0.022815,0.24466,0.082233,-0.012709,0.094943,0.075958,0.092856,-0.016898
PTRA,2021-02-02,acquirer,-0.017899,0.011357,-0.029255,-0.032685,0.021566,-0.054251,-0.353697,0.004671,-0.358368,-0.391829,0.092336,-0.484164
AVPTW,2021-02-03,acquirer,-0.042793,0.003955,-0.046748,-0.096847,0.011727,-0.108574,-0.391892,-0.011561,-0.380331,-0.538288,0.088699,-0.626987
AVPT,2021-02-03,acquirer,-0.031726,0.003955,-0.035681,-0.064086,0.011727,-0.075813,-0.265863,-0.011561,-0.254302,-0.35533,0.088699,-0.444029
LCYAU,2021-02-03,target,0.006092,0.003955,0.002137,0.0,0.011727,-0.011727,-0.089643,-0.011561,-0.078082,0.038251,0.088699,-0.050448
JBI,2021-02-08,acquirer,0.003704,-0.000438,0.004142,0.040741,0.005474,0.035267,-0.071852,0.008402,-0.080254,-0.035556,0.064866,-0.100421
SIVB,2021-02-11,acquirer,0.036821,-0.000871,0.037692,0.059684,-0.014282,0.073966,0.065844,0.008324,0.05752,0.141994,0.064445,0.077549
SIVBP,2021-02-11,acquirer,-0.006474,-0.000871,-0.005603,-0.007616,-0.014282,0.006666,0.010282,0.008324,0.001958,0.004189,0.064445,-0.060256
NEBCU,2021-02-12,target,-0.009091,0.000245,-0.009336,-0.04,-0.012225,-0.027775,-0.072727,0.012661,-0.085388,,,
ROVR,2021-02-12,acquirer,-0.006518,0.000245,-0.006763,-0.042831,-0.012225,-0.030606,-0.071695,0.012661,-0.084355,-0.081006,0.062677,-0.143683
PAYO,2021-02-16,acquirer,-0.025307,-0.004246,-0.02106,-0.050613,-0.001579,-0.049035,-0.146472,-0.002314,-0.144159,-0.234663,0.053271,-0.287933
FTOCU,2021-02-16,target,-0.024199,-0.004246,-0.019953,-0.059075,-0.001579,-0.057496,-0.148754,-0.002314,-0.146441,-0.248399,0.053271,-0.301669
SHCRW,2021-02-16,acquirer,-0.027027,-0.004246,-0.022781,0.081081,-0.001579,0.08266,-0.315315,-0.002314,-0.313002,-0.337838,0.053271,-0.391108
SHCR,2021-02-16,acquirer,-0.035467,-0.004246,-0.031221,0.041522,-0.001579,0.043101,-0.122837,-0.002314,-0.120524,-0.137543,0.053271,-0.190814
MYPS,2021-02-16,acquirer,-0.003697,-0.004246,0.00055,-0.048059,-0.001579,-0.04648,-0.066543,-0.002314,-0.06423,-0.075786,0.053271,-0.129056
MYPSW,2021-02-16,acquirer,0.014493,-0.004246,0.018739,-0.275362,-0.001579,-0.273784,-0.315217,-0.002314,-0.312904,-0.51087,0.053271,-0.56414
FCACU,2021-02-16,target,-0.027687,-0.004246,-0.023441,0.030138,-0.001579,0.031717,-0.140065,-0.002314,-0.137751,-0.150521,0.053271,-0.203792
PAYOW,2021-02-16,acquirer,-0.033951,-0.004246,-0.029704,-0.141975,-0.001579,-0.140397,-0.169753,-0.002314,-0.167439,-0.444444,0.053271,-0.497715
WBD,2021-02-23,acquirer,-0.010413,-0.024101,0.013688,0.184921,-0.026418,0.211339,0.113575,-0.002018,0.115593,-0.408793,0.071049,-0.479842
BUSE,2021-02-26,acquirer,-0.01332,-0.007814,-0.005506,0.086578,-0.020179,0.106757,0.091189,0.016532,0.074656,0.141393,0.081702,0.059691
QSIAW,2021-03-01,acquirer,-0.081197,-0.013236,-0.067961,-0.138889,0.00163,-0.140519,-0.301282,0.028683,-0.329965,-0.423077,0.089281,-0.512358
STE,2021-03-02,acquirer,-0.002618,-0.012377,0.009759,0.04859,0.021395,0.027196,0.127321,0.053738,0.073583,0.116057,0.105629,0.010428
TDY,2021-03-04,acquirer,0.007697,-0.004984,0.012681,0.02038,0.027174,-0.006794,0.083559,0.062088,0.021472,0.09043,0.105187,-0.014757
ET,2021-03-05,acquirer,-0.007194,0.014271,-0.021465,0.02518,0.038474,-0.013295,-0.03777,0.068638,-0.106408,0.366906,0.109631,0.257275
ET-PE,2021-03-05,acquirer,0.000554,0.014271,-0.013717,0.006091,0.038474,-0.032384,0.017719,0.068638,-0.05092,0.09856,0.109631,-0.011071
ENVX,2021-03-08,acquirer,0.008511,0.006235,0.002276,0.125532,0.022567,0.102965,0.240426,0.058596,0.181829,0.340426,0.094267,0.246158
