symbol_a,symbol_b,correlation,sector,industry_a,industry_b,same_industry,mktcap_a_bn,mktcap_b_bn,mktcap_ratio,common_days
BHLB,CATY,0.8401,Financial Services,Banks - Regional,Banks - Regional,True,2.32,3.28,1.41,646
HFWA,HOPE,0.8401,Financial Services,Banks - Regional,Banks - Regional,True,1.08,1.41,1.31,749
DRH,XHR,0.8401,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.9,1.51,1.25,749
GDV,JTSSX,0.84,Financial Services,Asset Management - Income,Asset Management,False,2.16,2.45,1.14,749
FBK,PPBI,0.84,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.36,1.26,645
FNB,SFNC,0.84,Financial Services,Banks - Regional,Banks - Regional,True,6.14,2.7,2.28,749
HOPE,RNST,0.84,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.12,1.5,749
FRME,HOMB,0.84,Financial Services,Banks - Regional,Banks - Regional,True,2.16,5.47,2.53,749
CFG,FNB,0.84,Financial Services,Banks - Regional,Banks - Regional,True,25.2,6.14,4.1,749
BANR,HWC,0.84,Financial Services,Banks - Regional,Banks - Regional,True,2.14,5.3,2.47,749
FULT,HOMB,0.84,Financial Services,Banks - Regional,Banks - Regional,True,3.54,5.47,1.54,749
CHCO,FCF,0.84,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.73,1.0,749
FBK,UCB,0.84,Financial Services,Banks - Regional,Banks - Regional,True,2.97,3.8,1.28,749
FCAMX,HIMYX,0.8399,Financial Services,Asset Management,Asset Management - Income,False,3.01,1.05,2.87,749
FULT,STBA,0.8399,Financial Services,Banks - Regional,Banks - Regional,True,3.54,1.52,2.33,749
BUSE,IBOC,0.8399,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.93,1.85,749
CTBI,TRST,0.8398,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.02,1.01,749
AMFCX,JOBBX,0.8398,Financial Services,Asset Management,Asset Management,True,5.11,8.67,1.7,749
ABCB,AUB,0.8398,Financial Services,Banks - Regional,Banks - Regional,True,5.08,5.0,1.02,749
FFBC,WSBC,0.8398,Financial Services,Banks - Regional,Banks - Regional,True,2.37,2.98,1.25,749
INN,RLJ,0.8396,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.02,1.56,1.53,749
IBTX,PPBI,0.8395,Financial Services,Banks - Regional,Banks - Regional,True,2.1,2.36,1.12,479
BANR,FFBC,0.8395,Financial Services,Banks - Regional,Banks - Regional,True,2.14,2.37,1.11,749
INDB,PPBI,0.8395,Financial Services,Banks - Regional,Banks - Regional,True,3.61,2.36,1.53,645
NVG,NZF,0.8395,Financial Services,Asset Management - Income,Asset Management - Income,True,2.68,2.45,1.1,749
CATY,IBOC,0.8394,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.93,1.2,749
HBAN,PNC,0.8394,Financial Services,Banks - Regional,Banks - Regional,True,25.66,82.24,3.2,749
FULT,NWBI,0.8394,Financial Services,Banks - Regional,Banks - Regional,True,3.54,1.76,2.01,749
EXR,PSA,0.8394,Real Estate,REIT - Industrial,REIT - Industrial,True,31.65,52.51,1.66,749
FNB,FRME,0.8393,Financial Services,Banks - Regional,Banks - Regional,True,6.14,2.16,2.84,749
UCB,WTFC,0.8393,Financial Services,Banks - Regional,Banks - Regional,True,3.8,9.36,2.47,749
HOPE,NWBI,0.8392,Financial Services,Banks - Regional,Banks - Regional,True,1.41,1.76,1.25,749
ONB,PNFP,0.8392,Financial Services,Banks - Regional,Banks - Regional,True,8.65,7.34,1.18,749
CADE,ONB,0.8392,Financial Services,Banks - Regional,Banks - Regional,True,8.06,8.65,1.07,749
SNV,UCBI,0.8392,Financial Services,Banks - Regional,Banks - Regional,True,7.39,3.66,2.02,395
NWBI,UCB,0.8392,Financial Services,Banks - Regional,Banks - Regional,True,1.76,3.8,2.16,749
ATERX,TVFDX,0.839,Financial Services,Asset Management - Global,Asset Management,False,6.52,1.52,4.27,334
CNOB,FRME,0.8389,Financial Services,Banks - Regional,Banks - Regional,True,1.32,2.16,1.64,749
IBOC,TOWN,0.8389,Financial Services,Banks - Regional,Banks - Regional,True,3.93,2.56,1.53,749
NBTB,TRST,0.8388,Financial Services,Banks - Regional,Banks - Regional,True,2.25,1.02,2.2,749
DVN,MGY,0.8387,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,20.39,4.36,4.68,749
PSX,VLO,0.8387,Energy,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,True,47.87,50.3,1.05,749
FBK,WSFS,0.8387,Financial Services,Banks - Regional,Banks - Regional,True,2.97,3.0,1.01,749
BANR,TCBK,0.8387,Financial Services,Banks - Regional,Banks - Regional,True,2.14,1.54,1.39,749
SASR,TRST,0.8387,Financial Services,Banks - Regional,Banks - Regional,True,1.52,1.02,1.48,538
FHB,SBCF,0.8385,Financial Services,Banks - Regional,Banks - Regional,True,3.31,2.77,1.19,749
IBOC,UCBI,0.8385,Financial Services,Banks - Regional,Banks - Regional,True,3.93,3.66,1.07,395
FIBK,STBA,0.8384,Financial Services,Banks - Regional,Banks - Regional,True,3.34,1.52,2.2,749
RF,WTFC,0.8384,Financial Services,Banks - Regional,Banks - Regional,True,23.71,9.36,2.53,749
BUSE,NWBI,0.8384,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.76,1.2,749
FULT,IBOC,0.8384,Financial Services,Banks - Regional,Banks - Regional,True,3.54,3.93,1.11,749
INDB,PFS,0.8384,Financial Services,Banks - Regional,Banks - Regional,True,3.61,2.58,1.4,749
CBU,HOMB,0.8383,Financial Services,Banks - Regional,Banks - Regional,True,3.22,5.47,1.7,749
FFIN,SFNC,0.8383,Financial Services,Banks - Regional,Banks - Regional,True,4.27,2.7,1.59,749
BBT,WSBC,0.8382,Financial Services,Asset Management,Banks - Regional,False,2.31,2.98,1.29,749
ASB,SFNC,0.8382,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.7,1.58,749
FRME,SBCF,0.8382,Financial Services,Banks - Regional,Banks - Regional,True,2.16,2.77,1.28,749
HBAN,ZION,0.8382,Financial Services,Banks - Regional,Banks - Regional,True,25.66,8.61,2.98,749
UCBI,WAFD,0.8382,Financial Services,Banks - Regional,Banks - Regional,True,3.66,2.43,1.51,395
BHLB,FIBK,0.8381,Financial Services,Banks - Regional,Banks - Regional,True,2.32,3.34,1.44,646
FBK,HWC,0.838,Financial Services,Banks - Regional,Banks - Regional,True,2.97,5.3,1.78,749
OCFC,PPBI,0.838,Financial Services,Banks - Regional,Banks - Regional,True,1.03,2.36,2.29,645
TRST,WSFS,0.838,Financial Services,Banks - Regional,Banks - Regional,True,1.02,3.0,2.93,749
PPBI,SASR,0.8379,Financial Services,Banks - Regional,Banks - Regional,True,2.36,1.52,1.55,538
HBAN,USB,0.8379,Financial Services,Banks - Regional,Banks - Regional,True,25.66,82.97,3.23,749
EVR,PIPR,0.8379,Financial Services,Financial - Capital Markets,Financial - Capital Markets,True,10.63,4.75,2.24,749
CATY,FULT,0.8379,Financial Services,Banks - Regional,Banks - Regional,True,3.28,3.54,1.08,749
FBK,ONB,0.8379,Financial Services,Banks - Regional,Banks - Regional,True,2.97,8.65,2.91,749
FCF,PPBI,0.8379,Financial Services,Banks - Regional,Banks - Regional,True,1.73,2.36,1.36,645
NWBI,TCBK,0.8379,Financial Services,Banks - Regional,Banks - Regional,True,1.76,1.54,1.15,749
SBCF,WSFS,0.8379,Financial Services,Banks - Regional,Banks - Regional,True,2.77,3.0,1.08,749
FFIN,STBA,0.8378,Financial Services,Banks - Regional,Banks - Regional,True,4.27,1.52,2.81,749
ASB,CADE,0.8378,Financial Services,Banks - Regional,Banks - Regional,True,4.25,8.06,1.89,749
FFIN,HWC,0.8378,Financial Services,Banks - Regional,Banks - Regional,True,4.27,5.3,1.24,749
BHLB,BY,0.8378,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.31,1.77,646
EWBC,KEY,0.8378,Financial Services,Banks - Diversified,Banks - Regional,False,15.54,22.6,1.45,749
CFG,HWC,0.8377,Financial Services,Banks - Regional,Banks - Regional,True,25.2,5.3,4.76,749
SBCF,TCBI,0.8377,Financial Services,Banks - Regional,Banks - Regional,True,2.77,4.08,1.47,749
CATY,CVBF,0.8377,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.56,1.28,749
ATERX,MCNVX,0.8377,Financial Services,Asset Management - Global,Asset Management,False,6.52,1.36,4.79,334
ATERX,FTIEX,0.8376,Financial Services,Asset Management - Global,Asset Management,False,6.52,5.02,1.3,334
SFNC,TOWN,0.8376,Financial Services,Banks - Regional,Banks - Regional,True,2.7,2.56,1.05,749
AUB,WSFS,0.8375,Financial Services,Banks - Regional,Banks - Regional,True,5.0,3.0,1.67,749
ONB,WBS,0.8375,Financial Services,Banks - Regional,Banks - Regional,True,8.65,10.09,1.17,749
HOPE,TOWN,0.8374,Financial Services,Banks - Regional,Banks - Regional,True,1.41,2.56,1.81,749
BANR,UBSI,0.8374,Financial Services,Banks - Regional,Banks - Regional,True,2.14,5.39,2.52,749
OCFC,UCBI,0.8374,Financial Services,Banks - Regional,Banks - Regional,True,1.03,3.66,3.55,395
ASB,BUSE,0.8374,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.12,2.01,749
ABCB,BOKF,0.8374,Financial Services,Banks - Regional,Banks - Regional,True,5.08,7.22,1.42,749
INFO,RCGTX,0.8373,Financial Services,Asset Management,Asset Management,True,8.08,1.99,4.07,318
FBP,HWC,0.8373,Financial Services,Banks - Regional,Banks - Regional,True,3.32,5.3,1.6,749
ABCB,CBU,0.8373,Financial Services,Banks - Regional,Banks - Regional,True,5.08,3.22,1.58,749
ABCB,FIBK,0.8373,Financial Services,Banks - Regional,Banks - Regional,True,5.08,3.34,1.52,749
CPT,IRT,0.8373,Real Estate,REIT - Residential,REIT - Residential,True,12.59,4.46,2.82,749
BUSE,RNST,0.8372,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.12,1.0,749
PPBI,TCBK,0.8372,Financial Services,Banks - Regional,Banks - Regional,True,2.36,1.54,1.53,645
TCBK,TOWN,0.8372,Financial Services,Banks - Regional,Banks - Regional,True,1.54,2.56,1.67,749
SFNC,WSBC,0.8372,Financial Services,Banks - Regional,Banks - Regional,True,2.7,2.98,1.1,749
FBK,TCBK,0.8372,Financial Services,Banks - Regional,Banks - Regional,True,2.97,1.54,1.94,749
FBK,HOPE,0.8371,Financial Services,Banks - Regional,Banks - Regional,True,2.97,1.41,2.11,749
FNB,INDB,0.8371,Financial Services,Banks - Regional,Banks - Regional,True,6.14,3.61,1.7,749
HFWA,SFNC,0.8371,Financial Services,Banks - Regional,Banks - Regional,True,1.08,2.7,2.51,749
AKR,UE,0.8371,Real Estate,REIT - Retail,REIT - Diversified,False,2.61,2.61,1.0,749
ABCB,FFIN,0.837,Financial Services,Banks - Regional,Banks - Regional,True,5.08,4.27,1.19,749
EFSC,TRST,0.837,Financial Services,Banks - Regional,Banks - Regional,True,2.11,1.02,2.06,749
IBOC,ONB,0.837,Financial Services,Banks - Regional,Banks - Regional,True,3.93,8.65,2.2,749
BANR,WSFS,0.8369,Financial Services,Banks - Regional,Banks - Regional,True,2.14,3.0,1.4,749
ONB,RNST,0.8369,Financial Services,Banks - Regional,Banks - Regional,True,8.65,2.12,4.08,749
BBT,BUSE,0.8368,Financial Services,Asset Management,Banks - Regional,False,2.31,2.12,1.09,749
HWC,WSBC,0.8368,Financial Services,Banks - Regional,Banks - Regional,True,5.3,2.98,1.78,749
FCF,TCBK,0.8367,Financial Services,Banks - Regional,Banks - Regional,True,1.73,1.54,1.13,749
IBOC,SSB,0.8367,Financial Services,Banks - Regional,Banks - Regional,True,3.93,9.42,2.4,749
SSB,WBS,0.8367,Financial Services,Banks - Regional,Banks - Regional,True,9.42,10.09,1.07,749
FULT,WTFC,0.8366,Financial Services,Banks - Regional,Banks - Regional,True,3.54,9.36,2.64,749
RNST,UCBI,0.8366,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.66,1.72,395
ADX,JOBBX,0.8366,Financial Services,Asset Management,Asset Management,True,2.4,8.67,3.61,749
HOMB,NWBI,0.8366,Financial Services,Banks - Regional,Banks - Regional,True,5.47,1.76,3.11,749
FCF,HWC,0.8366,Financial Services,Banks - Regional,Banks - Regional,True,1.73,5.3,3.05,749
ONB,UBSI,0.8366,Financial Services,Banks - Regional,Banks - Regional,True,8.65,5.39,1.6,749
RNST,WSFS,0.8365,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.0,1.42,749
BHLB,HOMB,0.8365,Financial Services,Banks - Regional,Banks - Regional,True,2.32,5.47,2.36,646
TCBK,UCB,0.8365,Financial Services,Banks - Regional,Banks - Regional,True,1.54,3.8,2.47,749
FITB,TFC,0.8365,Financial Services,Banks - Regional,Banks - Regional,True,31.1,62.37,2.01,749
CCL,NCLH,0.8364,Consumer Cyclical,Leisure,Travel Services,False,34.02,11.2,3.04,749
HOMB,OZK,0.8364,Financial Services,Banks - Regional,Banks - Regional,True,5.47,5.08,1.08,749
LBAI,WSFS,0.8364,Financial Services,Banks - Regional,Banks - Regional,True,1.14,3.0,2.64,334
CTBI,NWBI,0.8364,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.76,1.73,749
DVN,EOG,0.8363,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,20.39,69.38,3.4,749
NWBI,TRST,0.8363,Financial Services,Banks - Regional,Banks - Regional,True,1.76,1.02,1.72,749
CBU,UCB,0.8363,Financial Services,Banks - Regional,Banks - Regional,True,3.22,3.8,1.18,749
IPG,OMC,0.8362,Communication Services,Advertising Agencies,Advertising Agencies,True,10.51,16.9,1.61,705
PPBI,SSB,0.8361,Financial Services,Banks - Regional,Banks - Regional,True,2.36,9.42,4.0,645
FBNC,UCB,0.836,Financial Services,Banks - Regional,Banks - Regional,True,2.1,3.8,1.81,749
ATERX,HDGCX,0.836,Financial Services,Asset Management - Global,Asset Management,False,6.52,16.15,2.48,334
ATERX,IHGIX,0.836,Financial Services,Asset Management - Global,Asset Management,False,6.52,17.25,2.65,334
BY,WSFS,0.836,Financial Services,Banks - Regional,Banks - Regional,True,1.31,3.0,2.3,749
CPE,VTLE,0.8359,Energy,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,True,2.1,1.14,1.85,295
FFBC,SASR,0.8359,Financial Services,Banks - Regional,Banks - Regional,True,2.37,1.52,1.56,538
FCF,FFIN,0.8359,Financial Services,Banks - Regional,Banks - Regional,True,1.73,4.27,2.47,749
BANR,UCBI,0.8358,Financial Services,Banks - Regional,Banks - Regional,True,2.14,3.66,1.71,395
CADE,WTFC,0.8358,Financial Services,Banks - Regional,Banks - Regional,True,8.06,9.36,1.16,749
CATY,FBK,0.8358,Financial Services,Banks - Regional,Banks - Regional,True,3.28,2.97,1.1,749
DRH,PEB,0.8358,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.9,1.62,1.17,749
CVBF,SBCF,0.8357,Financial Services,Banks - Regional,Banks - Regional,True,2.56,2.77,1.08,749
BBT,FRME,0.8357,Financial Services,Asset Management,Banks - Regional,False,2.31,2.16,1.07,749
STEL,UBSI,0.8357,Financial Services,Banks - Regional,Banks - Regional,True,1.6,5.39,3.37,749
NBTB,NWBI,0.8357,Financial Services,Banks - Regional,Banks - Regional,True,2.25,1.76,1.28,749
ONB,UCBI,0.8356,Financial Services,Banks - Regional,Banks - Regional,True,8.65,3.66,2.37,395
BUSE,FULT,0.8356,Financial Services,Banks - Regional,Banks - Regional,True,2.12,3.54,1.67,749
PEBO,TOWN,0.8356,Financial Services,Banks - Regional,Banks - Regional,True,1.05,2.56,2.44,749
PPBI,WSBC,0.8356,Financial Services,Banks - Regional,Banks - Regional,True,2.36,2.98,1.26,645
FHB,SSB,0.8356,Financial Services,Banks - Regional,Banks - Regional,True,3.31,9.42,2.84,749
CBU,SFNC,0.8356,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.7,1.19,749
BKU,SNV,0.8354,Financial Services,Banks - Regional,Banks - Regional,True,3.39,7.39,2.18,728
FBNC,TOWN,0.8354,Financial Services,Banks - Regional,Banks - Regional,True,2.1,2.56,1.22,749
ASG,FLCSX,0.8354,Financial Services,Asset Management,Asset Management,True,1.0,4.29,4.27,749
FBNC,TCBK,0.8353,Financial Services,Banks - Regional,Banks - Regional,True,2.1,1.54,1.37,749
ABCB,PNFP,0.8353,Financial Services,Banks - Regional,Banks - Regional,True,5.08,7.34,1.44,749
GBCI,UCB,0.8353,Financial Services,Banks - Regional,Banks - Regional,True,5.72,3.8,1.51,749
SASR,STBA,0.8352,Financial Services,Banks - Regional,Banks - Regional,True,1.52,1.52,1.0,538
CFG,SNV,0.8352,Financial Services,Banks - Regional,Banks - Regional,True,25.2,7.39,3.41,728
ASB,BHLB,0.8352,Financial Services,Banks - Regional,Banks - Regional,True,4.25,2.32,1.84,646
BUSE,HFWA,0.8351,Financial Services,Banks - Regional,Banks - Regional,True,2.12,1.08,1.97,749
RF,SNV,0.8351,Financial Services,Banks - Regional,Banks - Regional,True,23.71,7.39,3.21,728
FFBC,TOWN,0.8351,Financial Services,Banks - Regional,Banks - Regional,True,2.37,2.56,1.08,749
FRME,ONB,0.8351,Financial Services,Banks - Regional,Banks - Regional,True,2.16,8.65,4.0,749
CTBI,PEBO,0.8351,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.05,1.03,749
FFIN,HOMB,0.8351,Financial Services,Banks - Regional,Banks - Regional,True,4.27,5.47,1.28,749
GAM,JTSSX,0.835,Financial Services,Asset Management,Asset Management,True,1.24,2.45,1.98,749
EOS,ETY,0.835,Financial Services,Asset Management - Income,Asset Management - Income,True,1.25,2.51,2.0,749
CATY,NWBI,0.835,Financial Services,Banks - Regional,Banks - Regional,True,3.28,1.76,1.86,749
LBAI,TRST,0.835,Financial Services,Banks - Regional,Banks - Regional,True,1.14,1.02,1.11,334
OCFC,SBCF,0.8349,Financial Services,Banks - Regional,Banks - Regional,True,1.03,2.77,2.69,749
UCBI,WSBC,0.8349,Financial Services,Banks - Regional,Banks - Regional,True,3.66,2.98,1.23,395
BBT,HWC,0.8348,Financial Services,Asset Management,Banks - Regional,False,2.31,5.3,2.3,749
CBU,FFIN,0.8348,Financial Services,Banks - Regional,Banks - Regional,True,3.22,4.27,1.33,749
FBK,SFNC,0.8348,Financial Services,Banks - Regional,Banks - Regional,True,2.97,2.7,1.1,749
BUSE,PPBI,0.8348,Financial Services,Banks - Regional,Banks - Regional,True,2.12,2.36,1.11,645
ADX,SMTAX,0.8347,Financial Services,Asset Management,Asset Management,True,2.4,3.52,1.46,749
BHLB,SASR,0.8347,Financial Services,Banks - Regional,Banks - Regional,True,2.32,1.52,1.53,538
CBU,PPBI,0.8347,Financial Services,Banks - Regional,Banks - Regional,True,3.22,2.36,1.37,645
FRME,OSBC,0.8347,Financial Services,Banks - Regional,Banks - Regional,True,2.16,1.03,2.11,749
FNB,OZK,0.8347,Financial Services,Banks - Regional,Banks - Regional,True,6.14,5.08,1.21,749
IBOC,WSFS,0.8347,Financial Services,Banks - Regional,Banks - Regional,True,3.93,3.0,1.31,749
DRH,PK,0.8347,Real Estate,REIT - Hotel & Motel,REIT - Hotel & Motel,True,1.9,2.91,1.53,749
DTE,LNT,0.8347,Utilities,Regulated Electric,Regulated Electric,True,25.0,15.17,1.65,749
ASB,HOPE,0.8346,Financial Services,Banks - Regional,Banks - Regional,True,4.25,1.41,3.01,749
PPBI,TRST,0.8346,Financial Services,Banks - Regional,Banks - Regional,True,2.36,1.02,2.3,645
GDV,JOBBX,0.8346,Financial Services,Asset Management - Income,Asset Management,False,2.16,8.67,4.02,749
ASB,UMBF,0.8346,Financial Services,Banks - Regional,Banks - Regional,True,4.25,8.73,2.05,749
HOMB,RNST,0.8345,Financial Services,Banks - Regional,Banks - Regional,True,5.47,2.12,2.58,749
FHB,FRME,0.8345,Financial Services,Banks - Regional,Banks - Regional,True,3.31,2.16,1.53,749
HWC,RF,0.8345,Financial Services,Banks - Regional,Banks - Regional,True,5.3,23.71,4.48,749
HAL,SLB,0.8344,Energy,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,True,23.71,56.46,2.38,749
FNB,RNST,0.8344,Financial Services,Banks - Regional,Banks - Regional,True,6.14,2.12,2.89,749
FRME,RNST,0.8344,Financial Services,Banks - Regional,Banks - Regional,True,2.16,2.12,1.02,749
CATY,PNFP,0.8344,Financial Services,Banks - Regional,Banks - Regional,True,3.28,7.34,2.24,749
MHO,TOL,0.8343,Consumer Cyclical,Residential Construction,Residential Construction,True,3.42,13.36,3.91,749
CNOB,HOPE,0.8343,Financial Services,Banks - Regional,Banks - Regional,True,1.32,1.41,1.07,749
BUSE,SSB,0.8343,Financial Services,Banks - Regional,Banks - Regional,True,2.12,9.42,4.44,749
INDB,SASR,0.8343,Financial Services,Banks - Regional,Banks - Regional,True,3.61,1.52,2.38,538
NWBI,WSFS,0.8343,Financial Services,Banks - Regional,Banks - Regional,True,1.76,3.0,1.71,749
TRMK,WSFS,0.8343,Financial Services,Banks - Regional,Banks - Regional,True,2.35,3.0,1.28,749
FBP,FNB,0.8342,Financial Services,Banks - Regional,Banks - Regional,True,3.32,6.14,1.85,749
FNB,NWBI,0.8342,Financial Services,Banks - Regional,Banks - Regional,True,6.14,1.76,3.49,749
CTBI,HOPE,0.8342,Financial Services,Banks - Regional,Banks - Regional,True,1.02,1.41,1.39,749
WSFS,WTFC,0.8341,Financial Services,Banks - Regional,Banks - Regional,True,3.0,9.36,3.12,749
FIBK,FULT,0.8341,Financial Services,Banks - Regional,Banks - Regional,True,3.34,3.54,1.06,749
TCBK,WSFS,0.834,Financial Services,Banks - Regional,Banks - Regional,True,1.54,3.0,1.95,749
AUB,CATY,0.834,Financial Services,Banks - Regional,Banks - Regional,True,5.0,3.28,1.53,749
BKU,WSFS,0.8339,Financial Services,Banks - Regional,Banks - Regional,True,3.39,3.0,1.13,749
STBA,WAFD,0.8339,Financial Services,Banks - Regional,Banks - Regional,True,1.52,2.43,1.6,749
