symbol,event_date,surprise_raw,category,quintile,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
316140.KS,2024-02-06,-89.87,negative,Q1,0.007586,0.004116,0.003471,-0.026207,0.001617,-0.027824,0.026737,0.01926,0.007477,0.057777,0.051913,0.005864
000100.KS,2024-02-06,355.47,positive,Q5,-0.006493,0.004116,-0.010609,0.00487,0.001617,0.003253,0.256493,0.01926,0.237234,0.176948,0.051913,0.125035
012510.KS,2024-02-06,27.19,positive,Q4,0.018405,0.004116,0.014289,0.067485,0.001617,0.065868,-0.147239,0.01926,-0.166499,0.124224,0.051913,0.072312
377300.KS,2024-02-06,-129.57,negative,Q1,0.0138,0.004116,0.009685,0.047771,0.001617,0.046154,-0.129512,0.01926,-0.148771,-0.23673,0.051913,-0.288643
009830.KS,2024-02-06,-159.31,negative,Q1,0.007911,0.004116,0.003796,0.02057,0.001617,0.018952,-0.14557,0.01926,-0.16483,-0.088608,0.051913,-0.14052
007070.KS,2024-02-06,-309.35,negative,Q1,-0.010965,0.004116,-0.01508,-0.013158,0.001617,-0.014775,-0.048245,0.01926,-0.067505,-0.10307,0.051913,-0.154983
014680.KS,2024-02-13,1.61,positive,Q3,-0.015143,-0.002526,-0.012617,-0.051379,0.012552,-0.063931,-0.00649,0.017715,-0.024205,0.012022,0.041948,-0.029925
003090.KS,2024-02-13,-7.09,negative,Q3,-0.042424,-0.002526,-0.039898,-0.060606,0.012552,-0.073158,-0.214141,0.017715,-0.231856,-0.224242,0.041948,-0.26619
097950.KS,2024-02-13,20.97,positive,Q4,0.0,-0.002526,0.002526,0.042088,0.012552,0.029536,-0.023815,0.017715,-0.04153,0.132852,0.041948,0.090904
011200.KS,2024-02-14,-14.93,negative,Q3,0.01944,0.013375,0.006065,0.092624,0.019309,0.073315,-0.082333,0.027561,-0.109894,None,None,None
139480.KS,2024-02-14,-273.64,negative,Q1,0.015831,0.013375,0.002456,-0.013193,0.019309,-0.032502,-0.085752,0.027561,-0.113314,None,None,None
381970.KS,2024-02-14,-90.05,negative,Q1,0.009283,0.013375,-0.004092,0.048946,0.019309,0.029637,0.162869,0.027561,0.135308,None,None,None
192080.KS,2024-02-14,4.65,positive,Q4,0.023913,0.013375,0.010538,0.059783,0.019309,0.040474,-0.078261,0.027561,-0.105822,None,None,None
018880.KS,2024-02-14,-236.92,negative,Q1,0.022117,0.013375,0.008742,0.020537,0.019309,0.001228,-0.061611,0.027561,-0.089173,None,None,None
052690.KS,2024-02-14,-50.24,negative,Q2,-0.01895,0.013375,-0.032326,0.036443,0.019309,0.017134,-0.001458,0.027561,-0.029019,None,None,None
051600.KS,2024-02-14,152.29,positive,Q5,0.001391,0.013375,-0.011985,0.045897,0.019309,0.026588,0.019471,0.027561,-0.00809,None,None,None
078930.KS,2024-02-14,-57.36,negative,Q2,0.035069,0.013375,0.021694,0.031881,0.019309,0.012572,0.043571,0.027561,0.016009,None,None,None
012450.KS,2024-02-15,47.19,positive,Q5,0.075018,0.011892,0.063125,0.090587,0.007151,0.083437,0.348195,0.002798,0.345398,0.521585,0.039354,0.482231
071055.KS,2024-02-15,-110.37,negative,Q1,0.050209,0.011892,0.038317,0.048117,0.007151,0.040967,-0.003138,0.002798,-0.005936,0.016736,0.039354,-0.022618
034230.KS,2024-02-15,-161.79,negative,Q1,0.018997,0.011892,0.007105,-0.038754,0.007151,-0.045905,0.022037,0.002798,0.019239,0.137538,0.039354,0.098184
005850.KS,2024-02-16,112.11,positive,Q5,-0.023155,-0.008384,-0.014771,-0.015919,-0.012379,-0.00354,-0.050651,0.003686,-0.054337,0.027496,0.016551,0.010946
016360.KS,2024-02-16,-108.28,negative,Q1,-0.019184,-0.008384,-0.010801,-0.03717,-0.012379,-0.024791,-0.023981,0.003686,-0.027667,-0.08753,0.016551,-0.104081
112610.KS,2024-02-19,-261.65,negative,Q1,-0.014679,-0.001686,-0.012993,-0.078899,-0.012319,-0.06658,-0.045871,0.036523,-0.082394,-0.075229,0.031737,-0.106966
403550.KS,2024-02-20,-234.51,negative,Q1,0.009667,0.004131,0.005536,-0.011278,-0.000384,-0.010894,0.141246,0.035899,0.105347,0.095596,0.02671,0.068886
042660.KS,2024-02-21,443.01,positive,Q5,0.006897,0.001287,0.005609,0.085057,-0.008224,0.093281,0.37931,0.027512,0.351798,0.393103,0.022216,0.370887
071050.KS,2024-02-21,-137.49,negative,Q1,0.011396,0.001287,0.010109,0.011396,-0.008224,0.01962,-0.014245,0.027512,-0.041757,-0.008547,0.022216,-0.030763
039490.KS,2024-02-21,67.83,positive,Q5,0.03862,0.001287,0.037332,0.032868,-0.008224,0.041091,0.036976,0.027512,0.009464,0.066557,0.022216,0.044341
000370.KS,2024-02-22,-90.49,negative,Q1,-0.111711,-0.007729,-0.103982,-0.112613,0.002463,-0.115075,-0.136937,0.033508,-0.170446,-0.038449,0.020283,-0.058732
352820.KS,2024-02-26,-178.47,negative,Q1,0.0,0.010377,-0.010377,-0.071782,0.006263,-0.078045,0.133663,0.046007,0.087657,0.007426,0.03731,-0.029884
036460.KS,2024-02-27,-219.37,negative,Q1,0.026549,-0.003744,0.030293,0.047788,-0.001761,0.049548,-0.049558,0.035569,-0.085127,0.019469,0.026603,-0.007134
005880.KS,2024-02-27,-254.33,negative,Q1,0.060372,-0.003744,0.064115,0.037152,-0.001761,0.038912,-0.031476,0.035569,-0.067045,0.124871,0.026603,0.098268
161890.KS,2024-02-27,-322.76,negative,Q1,-0.013514,-0.003744,-0.00977,-0.045738,-0.001761,-0.043977,-0.031185,0.035569,-0.066754,0.106029,0.026603,0.079426
137310.KS,2024-02-28,-370.79,negative,Q1,-0.01753,0.012076,-0.029606,-0.086852,0.014377,-0.101229,-0.049402,0.039926,-0.089329,-0.199204,0.013223,-0.212426
145720.KS,2024-02-28,49.04,positive,Q5,-0.036061,0.012076,-0.048137,-0.018724,0.014377,-0.033101,-0.022191,0.039926,-0.062118,-0.212899,0.013223,-0.226122
068270.KS,2024-02-29,-98.69,negative,Q1,-0.001704,-0.0093,0.007596,0.019307,-0.005396,0.024703,0.043725,0.0295,0.014226,0.006814,-0.01452,0.021334
055550.KS,2024-03-04,-24.16,negative,Q2,0.035187,-0.002986,0.038173,0.032917,0.012233,0.020684,-0.001013,0.021729,-0.022742,0.08281,-0.004861,0.087672
000815.KS,2024-03-07,-32.72,negative,Q2,-0.01,-0.007652,-0.002348,-0.04,-0.00504,-0.03496,0.01949,0.013916,0.005574,0.119733,0.003414,0.116319
090435.KS,2024-03-07,-0.28,negative,Q3,0.035088,-0.007652,0.04274,-0.005848,-0.00504,-0.000808,0.122807,0.013916,0.108891,0.454678,0.003414,0.451265
005389.KS,2024-03-07,-19.42,negative,Q2,-0.041534,-0.007652,-0.033882,-0.035144,-0.00504,-0.030103,-0.052307,0.013916,-0.066223,0.007248,0.003414,0.003834
005385.KS,2024-03-07,-19.42,negative,Q2,-0.031579,-0.007652,-0.023927,-0.021672,-0.00504,-0.016631,-0.051959,0.013916,-0.065875,-0.02437,0.003414,-0.027784
005387.KS,2024-03-07,-19.42,negative,Q2,-0.038248,-0.007652,-0.030596,-0.027144,-0.00504,-0.022103,-0.065399,0.013916,-0.079315,-0.015421,0.003414,-0.018835
192820.KS,2024-03-07,-81.09,negative,Q1,-0.021556,-0.007652,-0.013904,-0.055295,-0.00504,-0.050255,0.187441,0.013916,0.173525,0.511715,0.003414,0.508301
097955.KS,2024-03-08,9.62,positive,Q4,-0.002193,0.00826,-0.010453,-0.005848,0.009775,-0.015623,0.038871,0.017039,0.021832,None,None,None
051905.KS,2024-03-08,-495.93,negative,Q1,-0.01875,0.00826,-0.02701,-0.045625,0.009775,-0.0554,0.069375,0.017039,0.052336,None,None,None
008775.KS,2024-03-08,-428.5,negative,Q1,-0.00883,0.00826,-0.01709,-0.00883,0.009775,-0.018605,-0.012141,0.017039,-0.02918,None,None,None
271560.KS,2024-03-13,-5.42,negative,Q3,0.019459,-0.019097,0.038556,-0.014054,0.013278,-0.027332,0.033514,-0.013587,0.047101,0.050811,-0.004943,0.055754
139130.KS,2024-03-13,-303.16,negative,Q1,-0.019354,-0.019097,-0.000258,-0.035484,0.013278,-0.048762,-0.134408,-0.013587,-0.120821,-0.147311,-0.004943,-0.142368
002795.KS,2024-03-15,166.95,positive,Q5,-0.024615,-0.011047,-0.013569,0.015385,0.01926,-0.003876,0.055385,-0.028375,0.083759,0.268719,0.025709,0.24301
00279K.KS,2024-03-15,166.95,positive,Q5,-0.011327,-0.011047,-0.00028,0.027508,0.01926,0.008248,0.057713,-0.028375,0.086088,0.294498,0.025709,0.26879
395400.KS,2024-03-20,216.67,positive,Q5,0.01601,-0.002287,0.018297,0.023585,-0.003281,0.026867,0.006067,-0.059168,0.065235,0.207531,0.003289,0.204242
009155.KS,2024-03-20,-54.28,negative,Q2,-0.002747,-0.002287,-0.00046,0.008242,-0.003281,0.011523,-0.024725,-0.059168,0.034443,-0.009615,0.003289,-0.012904
