symbol,event_date,surprise_pct,category,reaction_ret,abnormal_reaction,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_10d,bench_ret_10d,abnormal_ret_10d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
IDIA.SW,2019-07-23,4.04,dip_10,-0.107509,-0.105715,0.017208,-0.008982,0.02619,0.055449,-0.020958,0.076407,0.167304,-0.009581,0.176885,0.10325,-0.001796,0.105047
TEMN.SW,2019-10-17,4.65,dip_10,-0.192454,-0.192155,0.002431,0.011353,-0.008922,-0.017169,0.029878,-0.047047,0.018537,0.033762,-0.015225,0.100737,0.10726,-0.006523
OBSN.SW,2019-11-07,23.17,dip_20,-0.58625,-0.585378,-0.244713,0.004073,-0.248786,-0.148036,0.001164,-0.1492,0.05136,0.012511,0.038849,0.072508,0.087285,-0.014778
KNIN.SW,2020-02-27,6.25,dip_5,-0.05959,-0.024407,-0.000706,0.020457,-0.021163,-0.081811,-0.092203,0.010392,-0.06116,-0.057516,-0.003644,-0.015268,0.011266,-0.026534
TEMN.SW,2020-07-15,18.64,dip_5,-0.059225,-0.065231,0.023284,0.012212,0.011073,-0.099605,0.017096,-0.116701,-0.091628,0.019267,-0.110895,-0.187208,0.025237,-0.212446
SWON.SW,2020-09-16,1.76,dip_5,-0.062072,-0.064401,-0.023733,-0.047754,0.024021,0.046098,-0.033041,0.079138,0.030123,-0.032525,0.062648,0.010041,0.024781,-0.01474
VACN.SW,2020-10-16,14.11,dip_5,-0.056944,-0.060164,-0.055839,-0.008826,-0.047014,-0.002902,-0.041187,0.038285,0.058111,0.04306,0.015051,0.472901,0.102701,0.370199
NOVN.SW,2020-10-27,4.83,dip_5,-0.058767,-0.014515,0.072393,0.064088,0.008305,0.097874,0.087521,0.010353,0.128248,0.100508,0.02774,0.120823,0.125635,-0.004812
ABBN.SW,2021-02-04,44.44,dip_5,-0.05679,-0.053326,0.011344,0.019866,-0.008522,0.036213,-0.000497,0.03671,0.094241,-0.014651,0.108892,0.215096,0.069779,0.145317
IDIA.SW,2021-04-22,25.88,dip_5,-0.055891,-0.061086,-0.0536,-0.015504,-0.038096,-0.064,0.01198,-0.07598,None,None,None,0.0168,0.074231,-0.057431
CLN.SW,2021-04-29,664.29,dip_5,-0.058241,-0.049256,0.022882,0.027917,-0.005035,0.018553,0.019566,-0.001013,0.03154,0.059652,-0.028112,0.0235,0.105464,-0.081964
SCHP.SW,2021-04-30,19.16,dip_5,-0.050459,-0.049279,0.002341,0.006378,-0.004037,-0.002676,0.011812,-0.014488,0.046241,0.050083,-0.003841,0.134794,0.098984,0.03581
ALC.SW,2021-05-04,4.26,dip_5,-0.075851,-0.073489,-0.045245,-0.01113,-0.034116,-0.042388,0.009472,-0.05186,-0.010002,0.060857,-0.070859,0.059216,0.101823,-0.042608
IDIA.SW,2021-07-27,8.79,dip_10,-0.119522,-0.123679,0.017195,0.013946,0.003248,0.019005,0.012639,0.006366,-0.048869,0.016343,-0.065212,-0.127149,-0.006537,-0.120612
LOGN.SW,2021-07-27,40.23,dip_10,-0.110689,-0.114846,-0.002849,0.013946,-0.016795,0.009532,0.012639,-0.003107,-0.025748,0.016343,-0.042091,-0.198422,-0.006537,-0.191885
ADEN.SW,2021-07-28,6.67,dip_5,-0.087786,-0.097193,-0.055556,0.010837,-0.066392,-0.041841,0.00997,-0.051811,-0.077406,0.02254,-0.099946,-0.165504,-0.013437,-0.152067
TEMN.SW,2021-10-14,5.75,dip_10,-0.146678,-0.160003,0.018696,0.018052,0.000644,0.214027,0.02407,0.189957,0.223979,0.044796,0.179183,0.03302,0.049922,-0.016902
ABBN.SW,2021-10-21,11.1,dip_5,-0.056164,-0.066114,0.0,0.005911,-0.005911,0.03955,0.027802,0.011748,0.106314,0.01204,0.094273,0.056604,-0.012916,0.06952
LOGN.SW,2021-10-26,3.96,dip_5,-0.064503,-0.06936,-0.039441,0.035808,-0.075249,-0.054545,0.025923,-0.080468,0.020979,-0.000659,0.021638,-0.017483,-0.021749,0.004266
SCR.SW,2021-10-27,68.57,dip_5,-0.060533,-0.073035,0.0,0.023614,-0.023614,0.119588,0.013865,0.105723,0.124227,-0.010615,0.134842,0.057216,-0.027513,0.084729
SCMN.SW,2021-10-28,27.32,dip_5,-0.090164,-0.099611,0.004808,0.021763,-0.016955,0.023261,0.025027,-0.001766,0.024062,-0.008923,0.032985,0.05979,-0.010011,0.069801
CSGN.SW,2021-11-04,25.0,dip_5,-0.050909,-0.046667,-0.007876,0.003195,-0.011071,-0.026181,-0.005325,-0.020856,-0.039166,-0.002556,-0.03661,-0.046828,-0.040043,-0.006786
SUN.SW,2022-02-18,1585.65,dip_5,-0.052103,-0.04246,-0.133839,-0.009737,-0.124102,-0.184655,-0.072237,-0.112418,-0.03235,0.010417,-0.042767,-0.121958,-0.070199,-0.051759
TEMN.SW,2022-04-22,1.61,dip_5,-0.065647,-0.059996,0.12883,-0.033417,0.162247,0.099176,-0.095931,0.195106,0.095115,-0.057513,0.152628,-0.161191,-0.096158,-0.065033
ALC.SW,2022-05-09,23.64,dip_5,-0.060104,-0.038698,0.114664,0.018891,0.095772,0.099386,0.030574,0.068812,0.123799,-0.0174,0.141199,0.056702,0.022371,0.03433
UBSG.SW,2022-07-26,17.31,dip_5,-0.094949,-0.100702,0.058036,0.006715,0.051321,0.078869,0.02288,0.055989,0.058036,-0.008207,0.066243,0.115327,-0.079085,0.194412
ALC.SW,2022-08-09,12.5,dip_5,-0.07283,-0.087885,-0.036667,-0.014345,-0.022322,-0.005962,-0.043277,0.037315,-0.02355,-0.046924,0.023374,-0.146967,-0.090445,-0.056522
SENS.SW,2022-08-23,10.89,dip_5,-0.080357,-0.073793,-0.117476,-0.029225,-0.088251,-0.127184,-0.029987,-0.097197,-0.182524,-0.099873,-0.082651,0.042718,0.012961,0.029758
CLN.SW,2022-10-27,96.49,dip_5,-0.055769,-0.047728,-0.019009,0.000811,-0.019819,0.026477,0.100784,-0.074307,-0.049559,0.074304,-0.123863,-0.047522,0.149959,-0.197482
NOVN.SW,2023-02-01,8.57,dip_5,-0.050815,-0.05105,0.023332,-0.016678,0.040011,0.014028,-0.018323,0.032351,0.012167,-0.028189,0.040356,0.234612,0.070707,0.163905
IDIA.SW,2023-02-07,18.66,dip_5,-0.096868,-0.102325,-0.047581,-0.000708,-0.046873,-0.002419,-0.012978,0.010558,-0.03629,-0.048844,0.012553,-0.342742,0.07362,-0.416362
SFZN.SW,2023-02-22,30.54,dip_5,-0.090702,-0.08927,0.012371,-0.016256,0.028627,0.027873,-0.034664,0.062538,-0.011588,-0.022472,0.010884,0.163169,0.056897,0.106272
SOON.SW,2023-05-16,1.37,dip_10,-0.113434,-0.100083,-0.03236,-0.019299,-0.013061,-0.045747,-0.025954,-0.019793,-0.00857,-0.008873,0.000304,-0.039096,-0.034383,-0.004713
IDIA.SW,2023-10-24,238.46,dip_10,-0.166667,-0.168146,0.096774,0.004679,0.092096,0.419355,0.020438,0.398917,0.064516,0.069195,-0.004679,-0.025806,0.132233,-0.15804
SCMN.SW,2023-11-02,4.81,dip_5,-0.065479,-0.083371,-0.003129,-0.002889,-0.00024,-0.009345,0.03058,-0.039925,-0.012855,0.056586,-0.06944,-0.015582,0.092704,-0.108286
LOGN.SW,2024-01-23,36.61,dip_5,-0.092097,-0.088117,-0.036326,0.01421,-0.050536,-0.027553,-0.001554,-0.025999,0.047978,0.011545,0.036433,-0.039342,-0.016652,-0.02269
ABBN.SW,2024-07-18,1.75,dip_5,-0.056574,-0.039735,-0.001267,0.013826,-0.015093,-0.074535,0.012794,-0.08733,-0.009924,0.040239,-0.050163,0.042652,0.03735,0.005302
BANB.SW,2024-07-25,23.08,dip_5,-0.088946,-0.099852,-0.02151,-0.001018,-0.020492,0.009531,-0.005699,0.01523,0.034905,0.049868,-0.014963,-0.116435,0.014451,-0.130886
NESN.SW,2024-07-25,4.68,dip_5,-0.060341,-0.071246,0.016849,-0.001018,0.017867,0.012254,-0.005699,0.017953,0.020502,0.049868,-0.029366,-0.03523,0.014451,-0.049682
CLN.SW,2024-07-30,25.08,dip_5,-0.099567,-0.113706,-0.0625,-0.023439,-0.039061,-0.053686,0.001414,-0.0551,0.02484,0.046676,-0.021836,-0.073718,-0.002223,-0.071495
LOGN.SW,2024-10-22,20.69,dip_5,-0.078885,-0.069701,0.018936,-0.015515,0.03445,-0.03199,-0.033045,0.001055,-0.006455,-0.066694,0.060238,0.164539,-0.014306,0.178845
UBSG.SW,2024-10-30,22.86,dip_5,-0.067803,-0.048767,0.085959,0.001032,0.084927,0.065344,-0.038398,0.103742,0.075846,-0.026631,0.102477,0.113186,0.003097,0.110089
LAND.SW,2024-10-30,6.72,dip_5,-0.078246,-0.05921,-0.027317,0.001032,-0.028349,-0.06183,-0.038398,-0.023432,-0.074901,-0.026631,-0.04827,-0.128066,0.003097,-0.131162
AMS.SW,2024-11-07,94.74,dip_5,-0.074121,-0.071203,-0.180461,-0.032393,-0.148068,-0.225237,-0.030303,-0.194934,-0.059701,-0.027168,-0.032533,0.221167,0.030094,0.191073
ALC.SW,2024-11-12,24.62,dip_5,-0.055467,-0.033682,-0.023516,-0.008137,-0.015379,0.009874,0.000428,0.009446,-0.026114,-0.008351,-0.017763,0.052358,0.078373,-0.026015
GALD.SW,2025-03-06,35.38,dip_10,-0.114056,-0.126778,-0.093382,-0.01751,-0.075871,-0.018737,-0.008755,-0.009982,-0.212552,-0.121241,-0.091311,0.167523,0.039399,0.128124
COPN.SW,2025-03-06,126.21,dip_10,-0.164622,-0.177343,-0.001908,-0.01751,0.015603,0.040443,-0.008755,0.049198,-0.130675,-0.121241,-0.009434,0.148417,0.039399,0.109018
BAER.SW,2025-05-21,23.11,dip_5,-0.057203,-0.05,0.00111,0.00744,-0.006331,-0.024047,0.015811,-0.039858,-0.034406,0.010417,-0.044823,0.103219,0.03497,0.068248
PMI.SW,2025-07-22,5.44,dip_5,-0.055138,-0.086141,0.0,-0.048399,0.048399,0.014589,-0.057295,0.071884,-0.014589,-0.02242,0.007831,-0.078986,0.016192,-0.095178
AUTN.SW,2025-07-30,24.4,dip_5,-0.062338,-0.036469,0.018006,0.018209,-0.000204,0.030471,0.026176,0.004295,0.099723,0.049507,0.050216,0.134349,0.055766,0.078583
LEHN.SW,2025-11-10,245.35,dip_10,-0.149533,-0.184158,-0.193681,-0.018901,-0.174781,-0.138736,-0.007109,-0.131627,-0.199176,0.014219,-0.213395,-0.092033,0.100399,-0.192432
