symbol,event_date,surprise_pct,category,reaction_ret,abnormal_reaction,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_10d,bench_ret_10d,abnormal_ret_10d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
QFUEL.OL,2021-08-31,166.67,dip_5,-0.066799,-0.059528,-0.131821,0.013888,-0.14571,-0.112686,0.009283,-0.121969,-0.104181,0.028529,-0.13271,0.008505,0.052866,-0.044361
NHY.OL,2021-10-26,2.56,dip_5,-0.052952,-0.045414,0.020501,-0.003018,0.02352,-0.022779,0.01982,-0.042599,0.006005,0.002065,0.00394,0.129633,-0.025978,0.155611
ELK.OL,2021-10-27,25.0,dip_5,-0.07398,-0.054169,-0.005116,0.019973,-0.025089,-0.035026,0.031822,-0.066848,-0.107044,-0.017383,-0.089662,-0.057458,-0.015604,-0.041853
EQNR.OL,2021-10-27,11.84,dip_5,-0.066827,-0.047017,0.025765,0.019973,0.005792,0.0329,0.031822,0.001078,0.019026,-0.017383,0.036409,0.172888,-0.015604,0.188492
EPR.OL,2022-02-03,19.22,dip_5,-0.064473,-0.062056,0.017785,0.022701,-0.004916,-0.004042,-0.000316,-0.003726,-0.125101,0.018665,-0.143766,-0.163905,0.026289,-0.190193
NOD.OL,2022-02-03,16.67,dip_5,-0.090237,-0.08782,-0.056911,0.022701,-0.079611,-0.100813,-0.000316,-0.100497,-0.121138,0.018665,-0.139803,-0.330285,0.026289,-0.356573
ATEA.OL,2022-02-08,7.81,dip_5,-0.072844,-0.07497,-0.046454,-0.000786,-0.045669,-0.007215,-0.003074,-0.00414,-0.043551,0.011611,-0.055162,-0.206229,0.027021,-0.23325
HPUR.OL,2022-02-15,68.0,dip_10,-0.125518,-0.126535,-0.127155,-0.00229,-0.124865,-0.019397,0.044664,-0.06406,0.336207,0.039625,0.296582,0.482759,0.072951,0.409808
TOM.OL,2022-02-23,6.9,dip_5,-0.062321,-0.066635,0.024489,0.03552,-0.011031,0.03123,0.018847,0.012383,0.068728,0.086108,-0.01738,-0.030546,0.131678,-0.162223
ADE.OL,2022-03-30,24.51,dip_5,-0.068433,-0.088621,-0.055775,-0.004771,-0.051004,-0.127504,0.014588,-0.142092,-0.190576,-0.013629,-0.176947,-0.086693,-0.071755,-0.014938
EPR.OL,2022-04-28,61.76,dip_5,-0.087735,-0.087254,0.022287,-0.013082,0.035369,0.053295,-0.013391,0.066685,0.002665,0.041989,-0.039324,0.21439,0.0111,0.203289
TOM.OL,2022-04-29,11.63,dip_10,-0.104777,-0.092982,-0.052194,-0.027826,-0.024368,0.013239,0.009531,0.003708,0.030695,0.057786,-0.027091,0.244567,0.034368,0.210199
AKSO.OL,2022-05-03,11.43,dip_5,-0.056604,-0.079635,-0.032414,-0.035259,0.002845,0.068276,-0.008666,0.076942,0.216552,0.042861,0.173691,-0.03931,0.001658,-0.040968
NONG.OL,2022-05-06,0.5,dip_5,-0.072593,-0.026431,0.043534,0.038427,0.005107,0.040272,0.061583,-0.021311,0.005389,0.066809,-0.06142,0.028219,0.069884,-0.041665
HPUR.OL,2022-05-10,8.0,dip_5,-0.077239,-0.092448,0.296296,0.027564,0.268732,0.201481,0.076405,0.125076,0.079259,0.036725,0.042534,0.055556,0.064852,-0.009297
AUTO.OL,2022-06-29,7.01,dip_10,-0.174285,-0.145666,0.15,0.013478,0.136522,0.077857,-0.026472,0.104329,0.274286,0.061078,0.213208,-0.170714,-0.032884,-0.137831
LINK.OL,2022-06-29,103.22,dip_5,-0.077869,-0.04925,0.050667,0.013478,0.037188,-0.073778,-0.026472,-0.047305,0.116444,0.061078,0.055367,-0.364,-0.032884,-0.331116
NOD.OL,2022-07-12,6.25,dip_5,-0.080569,-0.067934,0.102405,0.020688,0.081718,0.127148,0.028221,0.098927,0.159794,0.070393,0.089401,-0.030584,-0.019281,-0.011303
AKSO.OL,2022-07-14,23.68,dip_5,-0.051538,-0.032101,0.119194,0.035446,0.083747,0.255916,0.080572,0.175343,0.395267,0.07623,0.319037,0.584575,-0.025805,0.61038
TEL.OL,2022-07-19,13.37,dip_5,-0.070514,-0.080369,-0.051028,0.007381,-0.058409,-0.070959,0.032514,-0.103473,-0.077429,0.050376,-0.127804,-0.195346,-0.050222,-0.145123
AKRBP.OL,2022-07-20,28.03,dip_5,-0.070709,-0.056891,0.063521,0.037126,0.026395,-0.005817,0.046012,-0.051829,0.097705,0.079422,0.018283,-0.013573,-0.022241,0.008668
HPUR.OL,2022-08-09,4.0,dip_5,-0.074866,-0.078293,-0.034682,0.011045,-0.045727,-0.101879,0.045971,-0.14785,-0.148121,-0.03623,-0.111891,-0.231936,-0.00542,-0.226517
GSF.OL,2022-08-23,109.04,dip_10,-0.110654,-0.131473,0.002447,-0.028366,0.030813,-0.078024,-0.081989,0.003964,-0.152696,-0.096985,-0.055711,-0.438151,-0.092318,-0.345833
NAS.OL,2022-08-25,377.5,dip_10,-0.102063,-0.099984,-0.082225,-0.031337,-0.050888,-0.14873,-0.061608,-0.087122,-0.221282,-0.129698,-0.091584,-0.027811,-0.064682,0.036871
IDEX.OL,2022-11-10,83.61,dip_10,-0.116492,-0.114785,0.070887,-0.021853,0.09274,0.272542,0.011263,0.261279,0.272542,-0.008583,0.281125,-0.184063,0.02349,-0.207553
NSKOG.OL,2023-01-27,80.98,dip_5,-0.061522,-0.072813,0.072725,0.00394,0.068785,-0.012877,0.040804,-0.05368,-0.035265,0.038789,-0.074054,-0.352941,0.000404,-0.353345
