start_date,end_date,n_stocks,return,spy_return,avg_roic,msg
2000-07-01,2001-07-01,25,0.010399527114765952,-0.14779168003422102,0.5050922143627579,invested
2001-07-01,2002-07-01,26,-0.156350378084344,-0.2244949178065002,0.4375319953588711,invested
2002-07-01,2003-07-01,24,0.15773821439340274,0.06860841423948236,0.4563266125174144,invested
2003-07-01,2004-07-01,27,0.20031677528714983,0.14930345245305873,1.0561394375368118,invested
2004-07-01,2005-07-01,26,0.17155915945957154,0.08866930171277983,0.5950053076457512,invested
2005-07-01,2006-07-01,23,0.36751638903307876,0.07987413772237696,0.39781453115388543,invested
2006-07-01,2007-07-01,20,0.13099926122596506,0.2094587022301916,0.5429767088269417,invested
2007-07-01,2008-07-01,22,-0.09015629696530904,-0.15196441808747224,1.6093196772776999,invested
2008-07-01,2009-07-01,23,-0.1896023728825772,-0.26901223776223765,1.0858897107291983,invested
2009-07-01,2010-07-01,25,0.17857641708037036,0.1597907324364723,0.4560837156670683,invested
2010-07-01,2011-07-01,24,0.39283061559811056,0.3354813764660394,0.7975573988816125,invested
2011-07-01,2012-07-01,24,0.1425521794056733,0.0418838062150163,0.4948773564826394,invested
2012-07-01,2013-07-01,28,0.25299867087536543,0.20739162652834384,0.5889889113854608,invested
2013-07-01,2014-07-01,23,0.2304185559567666,0.2474108170310702,0.8134740807540051,invested
2014-07-01,2015-07-01,24,0.09448195338463262,0.07177121771217722,1.1320961598897326,invested
2015-07-01,2016-07-01,27,-0.05843485904888172,0.027141791473001605,0.8852699053184444,invested
2016-07-01,2017-07-01,25,0.18624084240739966,0.18581005586592172,1.441360362592699,invested
2017-07-01,2018-07-01,23,0.3517486827859674,0.1433619146329973,0.6683157050859722,invested
2018-07-01,2019-07-01,22,-0.05614602820811336,0.11195352095265572,1.0919846163379,invested
2019-07-01,2020-07-01,23,-0.03552459867716195,0.07433484028755652,0.7424074269098143,invested
2020-07-01,2021-07-01,18,0.4489932929787892,0.40980270419426046,4.307018945100539,invested
2021-07-01,2022-07-01,20,-0.2133577336622257,-0.10681868225968248,2.629692404242646,invested
2022-07-01,2023-07-01,17,0.10775065676922077,0.1808420302955597,2.480771196833421,invested
2023-07-01,2024-07-01,23,0.2365501970007031,0.2544016330696607,0.5088001027594808,invested
2024-07-01,2025-07-01,23,0.1027879185602488,0.14418596050003704,0.762670843899686,invested
