symbol,event_date,split_ratio,category,window,stock_ret_pct,bench_ret_pct,car_pct
MCHP,2002-05-09,1.5,other,-5,-0.4969,0.9446,-1.4415
MCHP,2002-05-09,1.5,other,1,0.0,0.0,0.0
MCHP,2002-05-09,1.5,other,5,16.0105,4.3757,11.6348
MCHP,2002-05-09,1.5,other,21,4.5932,-1.8816,6.4747
MCHP,2002-05-09,1.5,other,63,-26.7717,-13.6814,-13.0902
MCHP,2002-05-09,1.5,other,126,-2.7559,-11.2894,8.5335
MCHP,2002-05-09,1.5,other,252,-26.2467,-9.8308,-16.4159
TJX,2002-05-09,2.0,2-for-1,-5,0.4902,0.9446,-0.4544
TJX,2002-05-09,2.0,2-for-1,1,0.0,0.0,0.0
TJX,2002-05-09,2.0,2-for-1,5,-0.7576,4.3757,-5.1333
TJX,2002-05-09,2.0,2-for-1,21,-1.2626,-1.8816,0.6189
TJX,2002-05-09,2.0,2-for-1,63,-16.4141,-13.6814,-2.7327
TJX,2002-05-09,2.0,2-for-1,126,-0.7576,-11.2894,10.5318
TJX,2002-05-09,2.0,2-for-1,252,-9.3434,-9.8308,0.4874
CATY,2002-05-10,2.0,2-for-1,-5,5.2476,1.7503,3.4973
CATY,2002-05-10,2.0,2-for-1,1,0.0,0.0,0.0
CATY,2002-05-10,2.0,2-for-1,5,5.5085,2.802,2.7065
CATY,2002-05-10,2.0,2-for-1,21,-4.5198,-5.4753,0.9556
CATY,2002-05-10,2.0,2-for-1,63,-0.2825,-15.0679,14.7854
CATY,2002-05-10,2.0,2-for-1,126,-6.0028,-15.1823,9.1794
CATY,2002-05-10,2.0,2-for-1,252,-11.2288,-10.5504,-0.6784
WSM,2002-05-10,2.0,2-for-1,-5,2.5137,1.7503,0.7634
WSM,2002-05-10,2.0,2-for-1,1,0.0,0.0,0.0
WSM,2002-05-10,2.0,2-for-1,5,7.6319,2.802,4.8299
WSM,2002-05-10,2.0,2-for-1,21,13.2435,-5.4753,18.7189
WSM,2002-05-10,2.0,2-for-1,63,-24.9158,-15.0679,-9.8479
WSM,2002-05-10,2.0,2-for-1,126,-19.0797,-15.1823,-3.8974
WSM,2002-05-10,2.0,2-for-1,252,-1.6835,-10.5504,8.8669
BBY,2002-05-13,1.5,other,-5,2.2923,-2.2302,4.5224
BBY,2002-05-13,1.5,other,1,0.0,0.0,0.0
BBY,2002-05-13,1.5,other,5,1.1142,-0.4617,1.5759
BBY,2002-05-13,1.5,other,21,-10.2507,-6.926,-3.3247
BBY,2002-05-13,1.5,other,63,-53.2591,-17.4899,-35.7692
BBY,2002-05-13,1.5,other,126,-61.5599,-18.0076,-43.5523
BBY,2002-05-13,1.5,other,252,-22.8412,-12.6067,-10.2345
FAST,2002-05-13,2.0,2-for-1,-5,2.5,-2.2302,4.7302
FAST,2002-05-13,2.0,2-for-1,1,0.0,0.0,0.0
FAST,2002-05-13,2.0,2-for-1,5,0.6098,-0.4617,1.0715
FAST,2002-05-13,2.0,2-for-1,21,-7.3171,-6.926,-0.3911
FAST,2002-05-13,2.0,2-for-1,63,-20.122,-17.4899,-2.6321
FAST,2002-05-13,2.0,2-for-1,126,-22.561,-18.0076,-4.5534
FAST,2002-05-13,2.0,2-for-1,252,-15.8537,-12.6067,-3.247
LH,2002-05-13,2.0,2-for-1,-5,3.0156,-2.2302,5.2457
LH,2002-05-13,2.0,2-for-1,1,0.0,0.0,0.0
LH,2002-05-13,2.0,2-for-1,5,1.015,-0.4617,1.4767
LH,2002-05-13,2.0,2-for-1,21,-0.609,-6.926,6.317
LH,2002-05-13,2.0,2-for-1,63,-29.8148,-17.4899,-12.3249
LH,2002-05-13,2.0,2-for-1,126,-50.1396,-18.0076,-32.132
LH,2002-05-13,2.0,2-for-1,252,-36.7927,-12.6067,-24.186
STZ,2002-05-14,2.0,2-for-1,-5,7.6423,-4.6453,12.2876
STZ,2002-05-14,2.0,2-for-1,1,0.0,0.0,0.0
STZ,2002-05-14,2.0,2-for-1,5,-3.7736,-0.9833,-2.7903
STZ,2002-05-14,2.0,2-for-1,21,-0.2461,-7.5011,7.255
STZ,2002-05-14,2.0,2-for-1,63,5.8244,-18.6684,24.4928
STZ,2002-05-14,2.0,2-for-1,126,-18.6218,-18.9633,0.3415
STZ,2002-05-14,2.0,2-for-1,252,-7.3011,-12.4456,5.1445
EPD,2002-05-16,2.0,2-for-1,-5,-1.6129,-2.3617,0.7488
EPD,2002-05-16,2.0,2-for-1,1,0.0,0.0,0.0
EPD,2002-05-16,2.0,2-for-1,5,-0.3953,-0.7092,0.314
EPD,2002-05-16,2.0,2-for-1,21,-7.5099,-6.1049,-1.405
EPD,2002-05-16,2.0,2-for-1,63,-8.6957,-15.3942,6.6986
EPD,2002-05-16,2.0,2-for-1,126,-24.1107,-19.0516,-5.0591
EPD,2002-05-16,2.0,2-for-1,252,11.4625,-12.9885,24.4509
SU,2002-05-23,2.0,2-for-1,-5,-2.6923,0.2241,-2.9164
SU,2002-05-23,2.0,2-for-1,1,0.0,0.0,0.0
SU,2002-05-23,2.0,2-for-1,5,-2.3392,-1.3479,-0.9913
SU,2002-05-23,2.0,2-for-1,21,-1.7544,-7.8604,6.106
SU,2002-05-23,2.0,2-for-1,63,0.3899,-10.7406,11.1305
SU,2002-05-23,2.0,2-for-1,126,-12.2807,-14.3303,2.0496
SU,2002-05-23,2.0,2-for-1,252,3.7037,-12.2588,15.9625
PCAR,2002-05-29,1.5,other,-5,0.0,1.3078,-1.3078
PCAR,2002-05-29,1.5,other,1,0.0,0.0,0.0
PCAR,2002-05-29,1.5,other,5,-2.75,-1.3114,-1.4386
PCAR,2002-05-29,1.5,other,21,0.0,-6.7589,6.7589
PCAR,2002-05-29,1.5,other,63,-14.5,-11.702,-2.798
PCAR,2002-05-29,1.5,other,126,9.0,-11.947,20.947
PCAR,2002-05-29,1.5,other,252,49.25,-9.3097,58.5597
HHS,2002-05-31,1.5,other,-5,-0.1098,2.6895,-2.7993
HHS,2002-05-31,1.5,other,1,0.0,0.0,0.0
HHS,2002-05-31,1.5,other,5,-2.9521,-0.99,-1.9621
HHS,2002-05-31,1.5,other,21,-6.7206,-6.708,-0.0126
HHS,2002-05-31,1.5,other,63,-4.278,-11.4066,7.1286
HHS,2002-05-31,1.5,other,126,-10.3566,-8.9391,-1.4175
HHS,2002-05-31,1.5,other,252,-14.1322,-5.1418,-8.9903
RNR,2002-05-31,3.0,3-for-1,-5,1.1565,2.6895,-1.533
RNR,2002-05-31,3.0,3-for-1,1,0.0,0.0,0.0
RNR,2002-05-31,3.0,3-for-1,5,-2.7778,-0.99,-1.7878
RNR,2002-05-31,3.0,3-for-1,21,-2.2222,-6.708,4.4858
RNR,2002-05-31,3.0,3-for-1,63,-4.7407,-11.4066,6.6659
RNR,2002-05-31,3.0,3-for-1,126,13.3333,-8.9391,22.2725
RNR,2002-05-31,3.0,3-for-1,252,27.8148,-5.1418,32.9567
SRCL,2002-06-03,2.0,2-for-1,-5,0.0292,4.1371,-4.108
SRCL,2002-06-03,2.0,2-for-1,1,0.0,0.0,0.0
SRCL,2002-06-03,2.0,2-for-1,5,6.3332,-0.8548,7.1881
SRCL,2002-06-03,2.0,2-for-1,21,0.7695,-8.9167,9.6862
SRCL,2002-06-03,2.0,2-for-1,63,-8.1385,-11.9823,3.8438
SRCL,2002-06-03,2.0,2-for-1,126,-1.4205,-9.462,8.0415
SRCL,2002-06-03,2.0,2-for-1,252,13.1696,-4.9816,18.1512
FICO,2002-06-06,1.5,other,-5,2.9668,3.4282,-0.4614
FICO,2002-06-06,1.5,other,1,0.0,0.0,0.0
FICO,2002-06-06,1.5,other,5,-9.6039,-1.7311,-7.8728
FICO,2002-06-06,1.5,other,21,-16.4223,-4.7605,-11.6618
FICO,2002-06-06,1.5,other,63,-9.5821,-13.789,4.2069
FICO,2002-06-06,1.5,other,126,7.5742,-9.8194,17.3936
FICO,2002-06-06,1.5,other,252,36.4858,-2.3131,38.7989
GGG,2002-06-07,1.5,other,-5,5.8673,3.7606,2.1067
GGG,2002-06-07,1.5,other,1,0.0,0.0,0.0
GGG,2002-06-07,1.5,other,5,-0.2584,-2.2596,2.0012
GGG,2002-06-07,1.5,other,21,-3.876,-7.5219,3.646
GGG,2002-06-07,1.5,other,63,-3.6176,-12.933,9.3154
GGG,2002-06-07,1.5,other,126,9.5607,-11.164,20.7247
GGG,2002-06-07,1.5,other,252,16.0207,-3.6718,19.6924
FOSL,2002-06-10,1.5,other,-5,-9.8495,0.6095,-10.459
FOSL,2002-06-10,1.5,other,1,0.0,0.0,0.0
FOSL,2002-06-10,1.5,other,5,3.3092,2.1174,1.1918
FOSL,2002-06-10,1.5,other,21,-4.3518,-9.3315,4.9798
FOSL,2002-06-10,1.5,other,63,4.8504,-10.7683,15.6187
FOSL,2002-06-10,1.5,other,126,-8.0236,-9.0139,0.9903
FOSL,2002-06-10,1.5,other,252,0.0453,-0.9982,1.0435
OA,2002-06-11,1.5,other,-5,-2.3276,2.6165,-4.9441
OA,2002-06-11,1.5,other,1,0.0,0.0,0.0
OA,2002-06-11,1.5,other,5,3.3926,2.3301,1.0625
OA,2002-06-11,1.5,other,21,-11.8079,-9.1551,-2.6528
OA,2002-06-11,1.5,other,63,3.5394,-10.2977,13.8371
OA,2002-06-11,1.5,other,126,-14.4221,-12.0565,-2.3656
OA,2002-06-11,1.5,other,252,-23.8361,-0.5562,-23.2799
YUM,2002-06-18,2.0,2-for-1,-5,-0.6345,-2.8647,2.2302
YUM,2002-06-18,2.0,2-for-1,1,0.0,0.0,0.0
YUM,2002-06-18,2.0,2-for-1,5,-5.5909,-4.4976,-1.0933
YUM,2002-06-18,2.0,2-for-1,21,-20.5845,-14.0644,-6.5201
YUM,2002-06-18,2.0,2-for-1,63,-16.0102,-14.0343,-1.9759
YUM,2002-06-18,2.0,2-for-1,126,-27.9543,-9.8827,-18.0716
YUM,2002-06-18,2.0,2-for-1,252,-11.1817,0.7671,-11.9489
EXPD,2002-06-25,2.0,2-for-1,-5,-1.2295,7.2137,-8.4432
EXPD,2002-06-25,2.0,2-for-1,1,0.0,0.0,0.0
EXPD,2002-06-25,2.0,2-for-1,5,1.2235,-2.8149,4.0384
EXPD,2002-06-25,2.0,2-for-1,21,-15.2529,-14.0431,-1.2098
EXPD,2002-06-25,2.0,2-for-1,63,-14.3556,-15.3955,1.0399
EXPD,2002-06-25,2.0,2-for-1,126,8.646,-7.0137,15.6597
EXPD,2002-06-25,2.0,2-for-1,252,3.2626,1.5097,1.753
MMC,2002-07-01,2.0,2-for-1,-5,1.1909,2.8508,-1.6599
MMC,2002-07-01,2.0,2-for-1,1,0.0,0.0,0.0
MMC,2002-07-01,2.0,2-for-1,5,0.5852,0.6634,-0.0782
MMC,2002-07-01,2.0,2-for-1,21,3.6211,-4.0129,7.634
MMC,2002-07-01,2.0,2-for-1,63,-9.9122,-13.4951,3.5829
MMC,2002-07-01,2.0,2-for-1,126,1.2802,-6.343,7.6232
MMC,2002-07-01,2.0,2-for-1,252,12.8749,5.534,7.3409
THC,2002-07-01,1.5,other,-5,0.4219,2.8508,-2.4289
THC,2002-07-01,1.5,other,1,0.0,0.0,0.0
THC,2002-07-01,1.5,other,5,1.8884,0.6634,1.225
THC,2002-07-01,1.5,other,21,2.2532,-4.0129,6.2662
THC,2002-07-01,1.5,other,63,6.2232,-13.4951,19.7183
THC,2002-07-01,1.5,other,126,-66.0944,-6.343,-59.7514
THC,2002-07-01,1.5,other,252,-75.4292,5.534,-80.9632
CATC,2002-07-02,3.0,3-for-1,-5,2.6099,2.7346,-0.1247
CATC,2002-07-02,3.0,3-for-1,1,0.0,0.0,0.0
CATC,2002-07-02,3.0,3-for-1,5,-1.3504,-3.5398,2.1894
CATC,2002-07-02,3.0,3-for-1,21,0.135,-7.0475,7.1825
CATC,2002-07-02,3.0,3-for-1,63,9.5206,-9.8471,19.3677
CATC,2002-07-02,3.0,3-for-1,126,6.3471,-6.7418,13.0888
CATC,2002-07-02,3.0,3-for-1,252,0.2701,6.2591,-5.989
WRB,2002-07-03,1.5,other,-5,3.6697,2.317,1.3527
WRB,2002-07-03,1.5,other,1,0.0,0.0,0.0
WRB,2002-07-03,1.5,other,5,-6.3636,-6.4841,0.1204
WRB,2002-07-03,1.5,other,21,-5.4545,-12.5967,7.1422
WRB,2002-07-03,1.5,other,63,-8.1818,-15.8929,7.7111
WRB,2002-07-03,1.5,other,126,9.5455,-7.428,16.9735
WRB,2002-07-03,1.5,other,252,49.0909,1.1452,47.9458
TPR,2002-07-05,2.0,2-for-1,-5,6.6826,0.1238,6.5588
TPR,2002-07-05,2.0,2-for-1,1,0.0,0.0,0.0
TPR,2002-07-05,2.0,2-for-1,5,-11.7225,-6.346,-5.3765
TPR,2002-07-05,2.0,2-for-1,21,-15.7895,-14.5879,-1.2016
TPR,2002-07-05,2.0,2-for-1,63,-2.6316,-15.7004,13.0688
TPR,2002-07-05,2.0,2-for-1,126,29.1866,-5.9856,35.1722
TPR,2002-07-05,2.0,2-for-1,252,105.2632,4.4343,100.8288
RUSHB,2002-07-10,2.0,2-for-1,-5,-2.4845,3.0859,-5.5704
RUSHB,2002-07-10,2.0,2-for-1,1,0.0,0.0,0.0
RUSHB,2002-07-10,2.0,2-for-1,5,-15.9509,-2.2836,-13.6673
RUSHB,2002-07-10,2.0,2-for-1,21,-38.0368,-2.0685,-35.9683
RUSHB,2002-07-10,2.0,2-for-1,63,-38.0368,-13.073,-24.9638
RUSHB,2002-07-10,2.0,2-for-1,126,-42.7098,-0.6619,-42.0479
RUSHB,2002-07-10,2.0,2-for-1,252,-17.1779,8.7705,-25.9484
ARE,2002-07-30,100.0,5-for-1+,-5,-10.5919,-12.0818,1.4899
ARE,2002-07-30,100.0,5-for-1+,1,0.0,0.0,0.0
ARE,2002-07-30,100.0,5-for-1+,5,-2.2478,-5.0067,2.759
ARE,2002-07-30,100.0,5-for-1+,21,-1.0455,1.0283,-2.0738
ARE,2002-07-30,100.0,5-for-1+,63,-2.666,-1.2643,-1.4016
ARE,2002-07-30,100.0,5-for-1+,126,-3.0842,-4.2313,1.1471
ARE,2002-07-30,100.0,5-for-1+,252,11.3957,10.6372,0.7585
CHS,2002-07-30,2.0,2-for-1,-5,-20.904,-12.0818,-8.8222
CHS,2002-07-30,2.0,2-for-1,1,0.0,0.0,0.0
CHS,2002-07-30,2.0,2-for-1,5,-8.1698,-5.0067,-3.163
CHS,2002-07-30,2.0,2-for-1,21,-4.4965,1.0283,-5.5248
CHS,2002-07-30,2.0,2-for-1,63,25.3958,-1.2643,26.6601
CHS,2002-07-30,2.0,2-for-1,126,13.9961,-4.2313,18.2274
CHS,2002-07-30,2.0,2-for-1,252,61.9379,10.6372,51.3006
LSTR,2002-08-13,2.0,2-for-1,-5,-3.5509,-2.677,-0.8738
LSTR,2002-08-13,2.0,2-for-1,1,0.0,0.0,0.0
LSTR,2002-08-13,2.0,2-for-1,5,-2.1395,2.3496,-4.4891
LSTR,2002-08-13,2.0,2-for-1,21,-4.5581,-2.9995,-1.5586
LSTR,2002-08-13,2.0,2-for-1,63,-7.5349,-3.866,-3.6689
LSTR,2002-08-13,2.0,2-for-1,126,-2.5116,-10.1316,7.62
LSTR,2002-08-13,2.0,2-for-1,252,17.5814,9.2318,8.3496
SSD,2002-08-19,2.0,2-for-1,-5,-6.1821,-5.0097,-1.1725
SSD,2002-08-19,2.0,2-for-1,1,0.0,0.0,0.0
SSD,2002-08-19,2.0,2-for-1,5,-0.1665,0.928,-1.0946
SSD,2002-08-19,2.0,2-for-1,21,1.8318,-7.8802,9.712
SSD,2002-08-19,2.0,2-for-1,63,5.4954,-2.7353,8.2307
SSD,2002-08-19,2.0,2-for-1,126,2.9975,-8.9059,11.9034
SSD,2002-08-19,2.0,2-for-1,252,53.955,8.6942,45.2608
DLA,2002-09-23,2.0,2-for-1,-5,0.3448,6.9678,-6.623
DLA,2002-09-23,2.0,2-for-1,1,0.0,0.0,0.0
DLA,2002-09-23,2.0,2-for-1,5,-1.0585,-0.632,-0.4266
DLA,2002-09-23,2.0,2-for-1,21,-3.6697,8.7546,-12.4244
DLA,2002-09-23,2.0,2-for-1,63,9.4311,9.8699,-0.4388
DLA,2002-09-23,2.0,2-for-1,126,12.2641,7.2862,4.9778
DLA,2002-09-23,2.0,2-for-1,252,10.2582,27.1375,-16.8794
FBP,2002-10-01,1.5,other,-5,-2.521,-3.98,1.459
FBP,2002-10-01,1.5,other,1,0.0,0.0,0.0
FBP,2002-10-01,1.5,other,5,-6.5437,-3.3487,-3.195
FBP,2002-10-01,1.5,other,21,7.1902,7.5621,-0.3719
FBP,2002-10-01,1.5,other,63,-7.7972,6.6421,-14.4394
FBP,2002-10-01,1.5,other,126,15.0505,6.9365,8.1139
FBP,2002-10-01,1.5,other,252,28.9341,24.8022,4.1319
SPXC,2002-10-25,2.0,2-for-1,-5,22.6548,-1.73,24.3848
SPXC,2002-10-25,2.0,2-for-1,1,0.0,0.0,0.0
SPXC,2002-10-25,2.0,2-for-1,5,0.8954,0.7512,0.1442
SPXC,2002-10-25,2.0,2-for-1,21,8.8831,4.3196,4.5635
SPXC,2002-10-25,2.0,2-for-1,63,-11.5457,-3.7391,-7.8066
SPXC,2002-10-25,2.0,2-for-1,126,-21.5598,3.722,-25.2819
SPXC,2002-10-25,2.0,2-for-1,252,12.9595,17.5687,-4.6092
COO,2002-11-25,2.0,2-for-1,-5,-0.2954,-3.2079,2.9124
COO,2002-11-25,2.0,2-for-1,1,0.0,0.0,0.0
COO,2002-11-25,2.0,2-for-1,5,1.7991,1.2679,0.5312
COO,2002-11-25,2.0,2-for-1,21,-12.7436,-2.0354,-10.7083
COO,2002-11-25,2.0,2-for-1,63,-0.4498,-7.5742,7.1245
COO,2002-11-25,2.0,2-for-1,126,17.3913,4.9883,12.403
COO,2002-11-25,2.0,2-for-1,252,57.5712,17.4842,40.0871
TEVA,2002-12-06,2.0,2-for-1,-5,1.6718,2.111,-0.4392
TEVA,2002-12-06,2.0,2-for-1,1,0.0,0.0,0.0
TEVA,2002-12-06,2.0,2-for-1,5,0.3886,-0.1709,0.5595
TEVA,2002-12-06,2.0,2-for-1,21,-0.3229,2.6154,-2.9383
TEVA,2002-12-06,2.0,2-for-1,63,-5.3896,-9.5897,4.2002
TEVA,2002-12-06,2.0,2-for-1,126,33.0859,11.8974,21.1885
TEVA,2002-12-06,2.0,2-for-1,252,57.1505,22.1709,34.9795
JBLU,2002-12-13,1.5,other,-5,-2.1384,3.0137,-5.1521
JBLU,2002-12-13,1.5,other,1,0.0,0.0,0.0
JBLU,2002-12-13,1.5,other,5,-4.4371,-1.3353,-3.1018
JBLU,2002-12-13,1.5,other,21,7.6641,1.302,6.3621
JBLU,2002-12-13,1.5,other,63,1.3201,-4.2898,5.6099
JBLU,2002-12-13,1.5,other,126,37.8805,11.9179,25.9626
JBLU,2002-12-13,1.5,other,252,48.6799,19.329,29.3509
MUR,2002-12-31,2.0,2-for-1,-5,-0.7216,2.0186,-2.7403
MUR,2002-12-31,2.0,2-for-1,1,0.0,0.0,0.0
MUR,2002-12-31,2.0,2-for-1,5,-5.7114,0.3511,-6.0625
MUR,2002-12-31,2.0,2-for-1,21,-4.3086,-5.4998,1.1912
MUR,2002-12-31,2.0,2-for-1,63,1.6032,-2.8419,4.4451
MUR,2002-12-31,2.0,2-for-1,126,17.9359,10.3979,7.538
MUR,2002-12-31,2.0,2-for-1,252,50.7014,24.1892,26.5122
VTRS,2003-01-28,1.5,other,-5,-1.9665,3.9908,-5.9573
VTRS,2003-01-28,1.5,other,1,0.0,0.0,0.0
VTRS,2003-01-28,1.5,other,5,-3.0,-1.285,-1.715
VTRS,2003-01-28,1.5,other,21,4.3571,-2.482,6.8391
VTRS,2003-01-28,1.5,other,63,4.0714,6.9354,-2.864
VTRS,2003-01-28,1.5,other,126,23.5714,15.8071,7.7644
VTRS,2003-01-28,1.5,other,252,40.7857,33.216,7.5697
MSFT,2003-02-18,2.0,2-for-1,-5,-5.0591,-1.9022,-3.1569
MSFT,2003-02-18,2.0,2-for-1,1,0.0,0.0,0.0
MSFT,2003-02-18,2.0,2-for-1,5,-1.3991,-0.8222,-0.5769
MSFT,2003-02-18,2.0,2-for-1,21,7.3284,3.2708,4.0577
MSFT,2003-02-18,2.0,2-for-1,63,1.1326,9.2046,-8.0721
MSFT,2003-02-18,2.0,2-for-1,126,4.7968,18.874,-14.0772
MSFT,2003-02-18,2.0,2-for-1,252,9.7935,37.9982,-28.2047
EXAC,2003-03-03,2.0,2-for-1,-5,6.2905,-0.344,6.6344
EXAC,2003-03-03,2.0,2-for-1,1,0.0,0.0,0.0
EXAC,2003-03-03,2.0,2-for-1,5,2.0147,-1.7292,3.7439
EXAC,2003-03-03,2.0,2-for-1,21,10.7143,4.3782,6.3361
EXAC,2003-03-03,2.0,2-for-1,63,19.3223,18.1015,1.2208
EXAC,2003-03-03,2.0,2-for-1,126,44.0476,23.5099,20.5377
EXAC,2003-03-03,2.0,2-for-1,252,52.5641,41.8138,10.7503
LCI,2003-03-03,1.5,other,-5,3.0176,-0.344,3.3616
LCI,2003-03-03,1.5,other,1,0.0,0.0,0.0
LCI,2003-03-03,1.5,other,5,3.3279,-1.7292,5.0571
LCI,2003-03-03,1.5,other,21,-6.8994,4.3782,-11.2776
LCI,2003-03-03,1.5,other,63,40.7468,18.1015,22.6452
LCI,2003-03-03,1.5,other,126,47.7273,23.5099,24.2173
LCI,2003-03-03,1.5,other,252,34.3344,41.8138,-7.4794
GOLD,2003-03-11,2.0,2-for-1,-5,8.0847,2.7794,5.3053
GOLD,2003-03-11,2.0,2-for-1,1,0.0,0.0,0.0
GOLD,2003-03-11,2.0,2-for-1,5,2.7514,7.6808,-4.9293
GOLD,2003-03-11,2.0,2-for-1,21,4.9336,7.7934,-2.8598
GOLD,2003-03-11,2.0,2-for-1,63,22.8653,22.9296,-0.0643
GOLD,2003-03-11,2.0,2-for-1,126,42.0304,28.0376,13.9928
GOLD,2003-03-11,2.0,2-for-1,252,45.0664,41.1455,3.9209
ROL,2003-03-11,1.5,other,-5,2.3256,2.7794,-0.4538
ROL,2003-03-11,1.5,other,1,0.0,0.0,0.0
ROL,2003-03-11,1.5,other,5,6.2016,7.6808,-1.4792
ROL,2003-03-11,1.5,other,21,10.0775,7.7934,2.2841
ROL,2003-03-11,1.5,other,63,-4.6512,22.9296,-27.5807
ROL,2003-03-11,1.5,other,126,-12.4031,28.0376,-40.4407
ROL,2003-03-11,1.5,other,252,27.907,41.1455,-13.2386
CTSH,2003-04-02,3.0,3-for-1,-5,4.0984,-1.1872,5.2856
CTSH,2003-04-02,3.0,3-for-1,1,0.0,0.0,0.0
CTSH,2003-04-02,3.0,3-for-1,5,-3.1621,-0.7607,-2.4013
CTSH,2003-04-02,3.0,3-for-1,21,-19.7628,6.2759,-26.0388
CTSH,2003-04-02,3.0,3-for-1,63,13.4387,14.177,-0.7383
CTSH,2003-04-02,3.0,3-for-1,126,62.8458,17.2718,45.5741
CTSH,2003-04-02,3.0,3-for-1,252,102.3715,31.7773,70.5942
UGI,2003-04-02,1.5,other,-5,-2.8747,-1.1872,-1.6875
UGI,2003-04-02,1.5,other,1,0.0,0.0,0.0
UGI,2003-04-02,1.5,other,5,2.686,-0.7607,3.4467
UGI,2003-04-02,1.5,other,21,6.405,6.2759,0.129
UGI,2003-04-02,1.5,other,63,10.5372,14.177,-3.6399
UGI,2003-04-02,1.5,other,126,-2.2727,17.2718,-19.5445
UGI,2003-04-02,1.5,other,252,13.0165,31.7773,-18.7608
TTC,2003-04-15,2.0,2-for-1,-5,-1.4451,-1.7733,0.3283
TTC,2003-04-15,2.0,2-for-1,1,0.0,0.0,0.0
TTC,2003-04-15,2.0,2-for-1,5,3.5294,4.4502,-0.9208
TTC,2003-04-15,2.0,2-for-1,21,1.7647,7.7835,-6.0188
TTC,2003-04-15,2.0,2-for-1,63,18.2353,13.6426,4.5927
TTC,2003-04-15,2.0,2-for-1,126,32.9412,20.189,12.7522
TTC,2003-04-15,2.0,2-for-1,252,67.9412,30.0172,37.924
RYBAX,2003-04-21,3.0,3-for-1,-5,-3.1457,-2.7905,-0.3552
RYBAX,2003-04-21,3.0,3-for-1,1,0.0,0.0,0.0
RYBAX,2003-04-21,3.0,3-for-1,5,0.7317,0.498,0.2337
RYBAX,2003-04-21,3.0,3-for-1,21,2.6016,1.2284,1.3732
RYBAX,2003-04-21,3.0,3-for-1,63,8.2114,7.9847,0.2267
RYBAX,2003-04-21,3.0,3-for-1,126,20.1626,14.99,5.1726
RYBAX,2003-04-21,3.0,3-for-1,252,36.6667,24.4688,12.1979
RYBCX,2003-04-21,3.0,3-for-1,-5,-3.1277,-2.7905,-0.3373
RYBCX,2003-04-21,3.0,3-for-1,1,0.0,0.0,0.0
RYBCX,2003-04-21,3.0,3-for-1,5,0.7686,0.498,0.2706
RYBCX,2003-04-21,3.0,3-for-1,21,2.5619,1.2284,1.3335
RYBCX,2003-04-21,3.0,3-for-1,63,8.1127,7.9847,0.128
RYBCX,2003-04-21,3.0,3-for-1,126,19.8975,14.99,4.9075
RYBCX,2003-04-21,3.0,3-for-1,252,36.123,24.4688,11.6542
RYBIX,2003-04-21,3.0,3-for-1,-5,-3.0469,-2.7905,-0.2564
RYBIX,2003-04-21,3.0,3-for-1,1,0.0,0.0,0.0
RYBIX,2003-04-21,3.0,3-for-1,5,0.6907,0.498,0.1927
RYBIX,2003-04-21,3.0,3-for-1,21,2.5326,1.2284,1.3042
RYBIX,2003-04-21,3.0,3-for-1,63,8.2886,7.9847,0.3038
RYBIX,2003-04-21,3.0,3-for-1,126,20.3377,14.99,5.3476
RYBIX,2003-04-21,3.0,3-for-1,252,37.2985,24.4688,12.8298
RYCIX,2003-04-21,3.0,3-for-1,-5,-1.1165,-2.7905,1.674
RYCIX,2003-04-21,3.0,3-for-1,1,0.0,0.0,0.0
RYCIX,2003-04-21,3.0,3-for-1,5,0.5138,0.498,0.0158
RYCIX,2003-04-21,3.0,3-for-1,21,3.2661,1.2284,2.0376
RYCIX,2003-04-21,3.0,3-for-1,63,10.055,7.9847,2.0703
RYCIX,2003-04-21,3.0,3-for-1,126,15.9633,14.99,0.9733
RYCIX,2003-04-21,3.0,3-for-1,252,33.0642,24.4688,8.5954
RYLCX,2003-04-21,3.0,3-for-1,-5,-2.7616,-2.7905,0.0288
RYLCX,2003-04-21,3.0,3-for-1,1,0.0,0.0,0.0
RYLCX,2003-04-21,3.0,3-for-1,5,0.3592,0.498,-0.1388
RYLCX,2003-04-21,3.0,3-for-1,21,1.5086,1.2284,0.2802
RYLCX,2003-04-21,3.0,3-for-1,63,11.0632,7.9847,3.0785
RYLCX,2003-04-21,3.0,3-for-1,126,23.3477,14.99,8.3577
RYLCX,2003-04-21,3.0,3-for-1,252,43.1034,24.4688,18.6347
RYLIX,2003-04-21,3.0,3-for-1,-5,-2.8455,-2.7905,-0.0551
RYLIX,2003-04-21,3.0,3-for-1,1,0.0,0.0,0.0
RYLIX,2003-04-21,3.0,3-for-1,5,0.4019,0.498,-0.0961
RYLIX,2003-04-21,3.0,3-for-1,21,1.6075,1.2284,0.3791
RYLIX,2003-04-21,3.0,3-for-1,63,11.3865,7.9847,3.4017
RYLIX,2003-04-21,3.0,3-for-1,126,23.9786,14.99,8.9885
RYLIX,2003-04-21,3.0,3-for-1,252,44.4742,24.4688,20.0054
FCN,2003-06-05,1.5,other,-5,7.65,-4.2453,11.8953
FCN,2003-06-05,1.5,other,1,0.0,0.0,0.0
FCN,2003-06-05,1.5,other,5,7.479,1.3596,6.1194
FCN,2003-06-05,1.5,other,21,-1.6807,1.8179,-3.4986
FCN,2003-06-05,1.5,other,63,8.7815,4.5677,4.2138
