symbol,event_date,split_ratio,category,window,stock_ret_pct,bench_ret_pct,car_pct
TECK,2007-05-11,2.0,2-for-1,5,1.3504,1.3888,-0.0383
TECK,2007-05-11,2.0,2-for-1,21,5.7056,-0.5818,6.2874
TECK,2007-05-11,2.0,2-for-1,63,1.0466,-3.4531,4.4997
TECK,2007-05-11,2.0,2-for-1,126,16.2728,-1.3512,17.624
TECK,2007-05-11,2.0,2-for-1,252,20.054,-4.8794,24.9334
VIVO,2007-05-14,1.5,other,-5,-0.6382,0.2815,-0.9197
VIVO,2007-05-14,1.5,other,1,0.0,0.0,0.0
VIVO,2007-05-14,1.5,other,5,1.4742,1.3039,0.1703
VIVO,2007-05-14,1.5,other,21,8.5995,0.8724,7.7271
VIVO,2007-05-14,1.5,other,63,22.6044,-3.1332,25.7376
VIVO,2007-05-14,1.5,other,126,52.0393,-2.7298,54.7691
VIVO,2007-05-14,1.5,other,252,42.7027,-4.8874,47.5901
IEX,2007-05-22,1.5,other,-5,-1.8312,-1.214,-0.6173
IEX,2007-05-22,1.5,other,1,0.0,0.0,0.0
IEX,2007-05-22,1.5,other,5,3.2328,0.6857,2.5471
IEX,2007-05-22,1.5,other,21,2.4337,0.1297,2.304
IEX,2007-05-22,1.5,other,63,-0.6902,-4.5126,3.8224
IEX,2007-05-22,1.5,other,126,-5.0127,-4.8369,-0.1758
IEX,2007-05-22,1.5,other,252,2.9786,-6.7179,9.6965
GIL,2007-05-29,2.0,2-for-1,-5,7.9826,0.1948,7.7877
GIL,2007-05-29,2.0,2-for-1,1,0.0,0.0,0.0
GIL,2007-05-29,2.0,2-for-1,5,3.3837,0.0,3.3837
GIL,2007-05-29,2.0,2-for-1,21,2.9518,-1.5829,4.5347
GIL,2007-05-29,2.0,2-for-1,63,-5.6156,-3.8469,-1.7687
GIL,2007-05-29,2.0,2-for-1,126,9.3593,-7.3348,16.6941
GIL,2007-05-29,2.0,2-for-1,252,-12.527,-7.4729,-5.0541
FMX,2007-05-31,3.0,3-for-1,-5,-0.6442,-0.5712,-0.073
FMX,2007-05-31,3.0,3-for-1,1,0.0,0.0,0.0
FMX,2007-05-31,3.0,3-for-1,5,-5.0423,-3.227,-1.8153
FMX,2007-05-31,3.0,3-for-1,21,-2.7504,-1.9435,-0.8068
FMX,2007-05-31,3.0,3-for-1,63,-14.4922,-4.4829,-10.0093
FMX,2007-05-31,3.0,3-for-1,126,-20.5219,-3.6395,-16.8823
FMX,2007-05-31,3.0,3-for-1,252,17.6305,-7.1415,24.772
GEO,2007-06-01,2.0,2-for-1,-5,-5.0126,-1.9619,-3.0507
GEO,2007-06-01,2.0,2-for-1,1,0.0,0.0,0.0
GEO,2007-06-01,2.0,2-for-1,5,1.2556,-1.989,3.2446
GEO,2007-06-01,2.0,2-for-1,21,2.9996,-1.0816,4.0812
GEO,2007-06-01,2.0,2-for-1,63,1.4998,-4.7571,6.2569
GEO,2007-06-01,2.0,2-for-1,126,-14.6146,-3.6297,-10.9849
GEO,2007-06-01,2.0,2-for-1,252,-19.3931,-8.1118,-11.2813
NRG,2007-06-01,2.0,2-for-1,-5,-6.0415,-1.9619,-4.0796
NRG,2007-06-01,2.0,2-for-1,1,0.0,0.0,0.0
NRG,2007-06-01,2.0,2-for-1,5,-4.7776,-1.989,-2.7886
NRG,2007-06-01,2.0,2-for-1,21,-4.5974,-1.0816,-3.5158
NRG,2007-06-01,2.0,2-for-1,63,-14.2728,-4.7571,-9.5157
NRG,2007-06-01,2.0,2-for-1,126,-4.988,-3.6297,-1.3583
NRG,2007-06-01,2.0,2-for-1,252,-6.4303,-8.1118,1.6815
SRCL,2007-06-01,2.0,2-for-1,-5,-2.8287,-1.9619,-0.8669
SRCL,2007-06-01,2.0,2-for-1,1,0.0,0.0,0.0
SRCL,2007-06-01,2.0,2-for-1,5,-3.1849,-1.989,-1.1959
SRCL,2007-06-01,2.0,2-for-1,21,-0.5568,-1.0816,0.5248
SRCL,2007-06-01,2.0,2-for-1,63,10.7795,-4.7571,15.5366
SRCL,2007-06-01,2.0,2-for-1,126,31.0022,-3.6297,34.6319
SRCL,2007-06-01,2.0,2-for-1,252,28.4187,-8.1118,36.5305
BN,2007-06-04,1.5,other,-5,1.3947,-1.5674,2.9621
BN,2007-06-04,1.5,other,1,0.0,0.0,0.0
BN,2007-06-04,1.5,other,5,-5.4208,-1.4265,-3.9944
BN,2007-06-04,1.5,other,21,-1.7118,-0.3129,-1.3989
BN,2007-06-04,1.5,other,63,-16.9757,-3.4235,-13.5522
BN,2007-06-04,1.5,other,126,-10.8417,-2.2639,-8.5777
BN,2007-06-04,1.5,other,252,-9.7004,-8.2827,-1.4177
ANSS,2007-06-05,2.0,2-for-1,-5,1.9349,-0.8099,2.7448
ANSS,2007-06-05,2.0,2-for-1,1,0.0,0.0,0.0
ANSS,2007-06-05,2.0,2-for-1,5,-3.4581,-1.4419,-2.0162
ANSS,2007-06-05,2.0,2-for-1,21,-4.9911,0.6512,-5.6422
ANSS,2007-06-05,2.0,2-for-1,63,21.0339,-1.3953,22.4292
ANSS,2007-06-05,2.0,2-for-1,126,37.9679,-1.8605,39.8284
ANSS,2007-06-05,2.0,2-for-1,252,73.1551,-7.3395,80.4946
CI,2007-06-05,3.0,3-for-1,-5,0.4897,-0.8099,1.2996
CI,2007-06-05,3.0,3-for-1,1,0.0,0.0,0.0
CI,2007-06-05,3.0,3-for-1,5,-2.3641,-1.4419,-0.9222
CI,2007-06-05,3.0,3-for-1,21,-2.9551,0.6512,-3.6062
CI,2007-06-05,3.0,3-for-1,63,-6.0875,-1.3953,-4.6921
CI,2007-06-05,3.0,3-for-1,126,-2.4429,-1.8605,-0.5824
CI,2007-06-05,3.0,3-for-1,252,-27.2853,-7.3395,-19.9457
CIG,2007-06-12,2.0,2-for-1,-5,-3.6585,2.5578,-6.2163
CIG,2007-06-12,2.0,2-for-1,1,0.0,0.0,0.0
CIG,2007-06-12,2.0,2-for-1,5,4.6011,1.3485,3.2527
CIG,2007-06-12,2.0,2-for-1,21,7.5061,2.0831,5.423
CIG,2007-06-12,2.0,2-for-1,63,-12.5905,-2.4737,-10.1168
CIG,2007-06-12,2.0,2-for-1,126,3.8742,1.0323,2.8419
CIG,2007-06-12,2.0,2-for-1,252,28.1595,-10.0995,38.259
CROX,2007-06-15,2.0,2-for-1,-5,-5.0461,-1.7458,-3.3002
CROX,2007-06-15,2.0,2-for-1,1,0.0,0.0,0.0
CROX,2007-06-15,2.0,2-for-1,5,5.82,-1.5362,7.3562
CROX,2007-06-15,2.0,2-for-1,21,3.7446,1.2142,2.5304
CROX,2007-06-15,2.0,2-for-1,63,30.6339,-2.6125,33.2463
CROX,2007-06-15,2.0,2-for-1,126,-7.2863,-2.0421,-5.2441
CROX,2007-06-15,2.0,2-for-1,252,-78.7052,-9.5575,-69.1476
MIDD,2007-06-18,2.0,2-for-1,-5,0.4176,-1.4718,1.8894
MIDD,2007-06-18,2.0,2-for-1,1,0.0,0.0,0.0
MIDD,2007-06-18,2.0,2-for-1,5,-6.1551,-2.2481,-3.907
MIDD,2007-06-18,2.0,2-for-1,21,0.0315,0.78,-0.7485
MIDD,2007-06-18,2.0,2-for-1,63,1.4717,-3.3768,4.8484
MIDD,2007-06-18,2.0,2-for-1,126,12.1044,-3.5236,15.628
MIDD,2007-06-18,2.0,2-for-1,252,-24.826,-10.2221,-14.6039
MRO,2007-06-19,2.0,2-for-1,-5,-4.9689,-2.7803,-2.1886
MRO,2007-06-19,2.0,2-for-1,1,0.0,0.0,0.0
MRO,2007-06-19,2.0,2-for-1,5,-2.06,-1.8798,-0.1802
MRO,2007-06-19,2.0,2-for-1,21,2.1323,2.6056,-0.4733
MRO,2007-06-19,2.0,2-for-1,63,-6.1438,0.8747,-7.0186
MRO,2007-06-19,2.0,2-for-1,126,-6.8305,-3.5548,-3.2757
MRO,2007-06-19,2.0,2-for-1,252,-12.0708,-9.8362,-2.2346
SEIC,2007-06-22,2.0,2-for-1,-5,3.5402,1.6723,1.8679
SEIC,2007-06-22,2.0,2-for-1,1,0.0,0.0,0.0
SEIC,2007-06-22,2.0,2-for-1,5,1.1339,0.4036,0.7302
SEIC,2007-06-22,2.0,2-for-1,21,-2.8347,0.9856,-3.8204
SEIC,2007-06-22,2.0,2-for-1,63,-9.1147,1.9056,-11.0203
SEIC,2007-06-22,2.0,2-for-1,126,9.638,-1.5582,11.1963
SEIC,2007-06-22,2.0,2-for-1,252,-10.6847,-10.4947,-0.19
ESRX,2007-06-25,2.0,2-for-1,-5,2.4757,2.0464,0.4293
ESRX,2007-06-25,2.0,2-for-1,1,0.0,0.0,0.0
ESRX,2007-06-25,2.0,2-for-1,5,3.5656,2.352,1.2136
ESRX,2007-06-25,2.0,2-for-1,21,5.3079,2.2382,3.0697
ESRX,2007-06-25,2.0,2-for-1,63,7.9214,2.7693,5.152
ESRX,2007-06-25,2.0,2-for-1,126,44.5482,0.8915,43.6567
ESRX,2007-06-25,2.0,2-for-1,252,27.4311,-9.7496,37.1807
GILD,2007-06-25,2.0,2-for-1,-5,3.9882,2.0464,1.9418
GILD,2007-06-25,2.0,2-for-1,1,0.0,0.0,0.0
GILD,2007-06-25,2.0,2-for-1,5,1.4001,2.352,-0.9519
GILD,2007-06-25,2.0,2-for-1,21,-2.2845,2.2382,-4.5227
GILD,2007-06-25,2.0,2-for-1,63,2.5055,2.7693,-0.2638
GILD,2007-06-25,2.0,2-for-1,126,19.7494,0.8915,18.8579
GILD,2007-06-25,2.0,2-for-1,252,40.4569,-9.7496,50.2065
OMC,2007-06-26,2.0,2-for-1,-5,-0.0323,3.3574,-3.3897
OMC,2007-06-26,2.0,2-for-1,1,0.0,0.0,0.0
OMC,2007-06-26,2.0,2-for-1,5,-1.5635,1.2904,-2.8539
OMC,2007-06-26,2.0,2-for-1,21,-1.3446,-1.5897,0.2451
OMC,2007-06-26,2.0,2-for-1,63,-10.8505,1.1315,-11.982
OMC,2007-06-26,2.0,2-for-1,126,-8.6304,0.2151,-8.8455
OMC,2007-06-26,2.0,2-for-1,252,-12.3515,-10.5947,-1.7567
YUM,2007-06-27,2.0,2-for-1,-5,2.8994,0.4863,2.4132
YUM,2007-06-27,2.0,2-for-1,1,0.0,0.0,0.0
YUM,2007-06-27,2.0,2-for-1,5,3.6152,1.1972,2.418
YUM,2007-06-27,2.0,2-for-1,21,-2.0221,-3.5073,1.4852
YUM,2007-06-27,2.0,2-for-1,63,3.0025,1.6835,1.3189
YUM,2007-06-27,2.0,2-for-1,126,19.7304,0.4489,19.2815
YUM,2007-06-27,2.0,2-for-1,252,9.5588,-13.0097,22.5686
CCF,2007-06-28,2.0,2-for-1,-5,-4.0786,1.0662,-5.1448
CCF,2007-06-28,2.0,2-for-1,1,0.0,0.0,0.0
CCF,2007-06-28,2.0,2-for-1,5,-5.0595,1.6922,-6.7517
CCF,2007-06-28,2.0,2-for-1,21,5.9524,-2.0288,7.9812
CCF,2007-06-28,2.0,2-for-1,63,9.5238,2.2438,7.28
CCF,2007-06-28,2.0,2-for-1,126,49.5292,-0.8508,50.38
CCF,2007-06-28,2.0,2-for-1,252,14.2112,-13.5191,27.7302
FLO,2007-07-02,1.5,other,-5,0.5682,-1.288,1.8562
FLO,2007-07-02,1.5,other,1,0.0,0.0,0.0
FLO,2007-07-02,1.5,other,5,-2.037,-0.9324,-1.1046
FLO,2007-07-02,1.5,other,21,-8.3333,-3.8866,-4.4467
FLO,2007-07-02,1.5,other,63,-1.1111,1.7633,-2.8744
FLO,2007-07-02,1.5,other,126,5.1852,-3.065,8.2502
FLO,2007-07-02,1.5,other,252,27.2222,-14.0325,41.2547
PBR,2007-07-02,2.0,2-for-1,-5,-4.6455,-1.288,-3.3575
PBR,2007-07-02,2.0,2-for-1,1,0.0,0.0,0.0
PBR,2007-07-02,2.0,2-for-1,5,0.7168,-0.9324,1.6493
PBR,2007-07-02,2.0,2-for-1,21,-0.9558,-3.8866,2.9308
PBR,2007-07-02,2.0,2-for-1,63,22.5806,1.7633,20.8174
PBR,2007-07-02,2.0,2-for-1,126,82.0789,-3.065,85.1438
PBR,2007-07-02,2.0,2-for-1,252,123.2975,-14.0325,137.33
PBR-A,2007-07-02,2.0,2-for-1,-5,-5.3691,-1.288,-4.0811
PBR-A,2007-07-02,2.0,2-for-1,1,0.0,0.0,0.0
PBR-A,2007-07-02,2.0,2-for-1,5,0.8237,-0.9324,1.7561
PBR-A,2007-07-02,2.0,2-for-1,21,-1.4827,-3.8866,2.4039
PBR-A,2007-07-02,2.0,2-for-1,63,19.7694,1.7633,18.0061
PBR-A,2007-07-02,2.0,2-for-1,126,73.9703,-3.065,77.0353
PBR-A,2007-07-02,2.0,2-for-1,252,108.7315,-14.0325,122.764
CXW,2007-07-09,2.0,2-for-1,-5,-3.027,-1.7454,-1.2817
CXW,2007-07-09,2.0,2-for-1,1,0.0,0.0,0.0
CXW,2007-07-09,2.0,2-for-1,5,-1.6965,2.5906,-4.2871
CXW,2007-07-09,2.0,2-for-1,21,-18.1275,-2.0874,-16.0401
CXW,2007-07-09,2.0,2-for-1,63,-15.4257,3.7555,-19.1812
CXW,2007-07-09,2.0,2-for-1,126,-13.8862,-5.5074,-8.3788
CXW,2007-07-09,2.0,2-for-1,252,-15.3,-13.9968,-1.3032
EME,2007-07-10,2.0,2-for-1,-5,4.9405,0.5684,4.3721
EME,2007-07-10,2.0,2-for-1,1,0.0,0.0,0.0
EME,2007-07-10,2.0,2-for-1,5,5.6801,1.8136,3.8665
EME,2007-07-10,2.0,2-for-1,21,-16.293,-1.425,-14.868
EME,2007-07-10,2.0,2-for-1,63,-14.6188,2.4706,-17.0895
EME,2007-07-10,2.0,2-for-1,126,-46.6667,-7.6895,-38.9772
EME,2007-07-10,2.0,2-for-1,252,-29.8057,-16.2395,-13.5662
FTK,2007-07-12,2.0,2-for-1,-5,1.7134,-1.4303,3.1437
FTK,2007-07-12,2.0,2-for-1,1,0.0,0.0,0.0
FTK,2007-07-12,2.0,2-for-1,5,-2.0966,0.1453,-2.2419
FTK,2007-07-12,2.0,2-for-1,21,-4.1296,-6.5486,2.419
FTK,2007-07-12,2.0,2-for-1,63,59.784,1.3624,58.4216
FTK,2007-07-12,2.0,2-for-1,126,-2.986,-7.8383,4.8523
FTK,2007-07-12,2.0,2-for-1,252,-42.9797,-18.4105,-24.5691
TPL,2007-07-13,5.0,5-for-1+,-5,-2.7501,-1.208,-1.5422
TPL,2007-07-13,5.0,5-for-1+,1,0.0,0.0,0.0
TPL,2007-07-13,5.0,5-for-1+,5,-0.1192,-0.8629,0.7437
TPL,2007-07-13,5.0,5-for-1+,21,-3.5757,-6.204,2.6283
TPL,2007-07-13,5.0,5-for-1+,63,-16.6269,0.8811,-17.508
TPL,2007-07-13,5.0,5-for-1+,126,-32.5387,-8.5748,-23.9639
TPL,2007-07-13,5.0,5-for-1+,252,-27.5328,-19.148,-8.3848
IOSP,2007-07-23,2.0,2-for-1,-5,-6.989,0.5664,-7.5554
IOSP,2007-07-23,2.0,2-for-1,1,0.0,0.0,0.0
IOSP,2007-07-23,2.0,2-for-1,5,-6.1358,-2.5934,-3.5424
IOSP,2007-07-23,2.0,2-for-1,21,-18.0592,-4.2108,-13.8484
IOSP,2007-07-23,2.0,2-for-1,63,-25.3699,-0.6135,-24.7564
IOSP,2007-07-23,2.0,2-for-1,126,-51.0879,-12.7347,-38.3532
IOSP,2007-07-23,2.0,2-for-1,252,-30.3742,-14.0454,-16.3289
DIOD,2007-07-31,1.5,other,-5,1.2168,3.8317,-2.6149
DIOD,2007-07-31,1.5,other,1,0.0,0.0,0.0
DIOD,2007-07-31,1.5,other,5,-0.2157,0.9221,-1.1378
DIOD,2007-07-31,1.5,other,21,4.1712,0.0768,4.0943
DIOD,2007-07-31,1.5,other,63,19.0939,5.7631,13.3307
DIOD,2007-07-31,1.5,other,126,-17.1521,-6.935,-10.2171
DIOD,2007-07-31,1.5,other,252,-7.2276,-10.4505,3.2229
TCOM,2007-07-31,2.0,2-for-1,-5,5.2356,3.8317,1.4039
TCOM,2007-07-31,2.0,2-for-1,1,0.0,0.0,0.0
TCOM,2007-07-31,2.0,2-for-1,5,8.4052,0.9221,7.4831
TCOM,2007-07-31,2.0,2-for-1,21,11.5302,0.0768,11.4533
TCOM,2007-07-31,2.0,2-for-1,63,50.7543,5.7631,44.9912
TCOM,2007-07-31,2.0,2-for-1,126,14.3319,-6.935,21.2669
TCOM,2007-07-31,2.0,2-for-1,252,24.7845,-10.4505,35.235
SJR,2007-08-03,2.0,2-for-1,-5,7.2041,0.9096,6.2945
SJR,2007-08-03,2.0,2-for-1,1,0.0,0.0,0.0
SJR,2007-08-03,2.0,2-for-1,5,-1.1304,-1.0292,-0.1012
SJR,2007-08-03,2.0,2-for-1,21,1.913,1.9623,-0.0492
SJR,2007-08-03,2.0,2-for-1,63,20.9565,3.7803,17.1762
SJR,2007-08-03,2.0,2-for-1,126,-8.0,-4.7903,-3.2097
SJR,2007-08-03,2.0,2-for-1,252,-6.3478,-12.7934,6.4456
HCSG,2007-08-13,1.5,other,-5,3.0214,0.6779,2.3435
HCSG,2007-08-13,1.5,other,1,0.0,0.0,0.0
HCSG,2007-08-13,1.5,other,5,9.8484,1.1408,8.7076
HCSG,2007-08-13,1.5,other,21,10.8585,3.4028,7.4557
HCSG,2007-08-13,1.5,other,63,6.3102,1.9768,4.3334
HCSG,2007-08-13,1.5,other,126,19.5101,-4.6518,24.1619
HCSG,2007-08-13,1.5,other,252,2.1045,-7.7301,9.8346
BB,2007-08-21,3.0,3-for-1,-5,-16.1784,-1.3295,-14.8489
BB,2007-08-21,3.0,3-for-1,1,0.0,0.0,0.0
BB,2007-08-21,3.0,3-for-1,5,-5.635,-1.9948,-3.6402
BB,2007-08-21,3.0,3-for-1,21,10.2921,3.8362,6.456
BB,2007-08-21,3.0,3-for-1,63,32.2699,-1.5057,33.7756
BB,2007-08-21,3.0,3-for-1,126,30.4119,-7.1641,37.576
BB,2007-08-21,3.0,3-for-1,252,59.247,-11.2496,70.4967
FFIV,2007-08-21,2.0,2-for-1,-5,-0.4766,-1.3295,0.8529
FFIV,2007-08-21,2.0,2-for-1,1,0.0,0.0,0.0
FFIV,2007-08-21,2.0,2-for-1,5,-3.7809,-1.9948,-1.7861
FFIV,2007-08-21,2.0,2-for-1,21,8.4237,3.8362,4.5875
FFIV,2007-08-21,2.0,2-for-1,63,-19.8499,-1.5057,-18.3442
FFIV,2007-08-21,2.0,2-for-1,126,-37.4479,-7.1641,-30.2838
FFIV,2007-08-21,2.0,2-for-1,252,-6.6444,-11.2496,4.6052
VEON,2007-08-22,5.0,5-for-1+,-5,-6.1934,-3.8266,-2.3668
VEON,2007-08-22,5.0,5-for-1+,1,0.0,0.0,0.0
VEON,2007-08-22,5.0,5-for-1+,5,10.4427,0.0096,10.4331
VEON,2007-08-22,5.0,5-for-1+,21,31.2339,4.2043,27.0297
VEON,2007-08-22,5.0,5-for-1+,63,50.2154,-0.8159,51.0313
VEON,2007-08-22,5.0,5-for-1+,126,79.6359,-6.508,86.1438
VEON,2007-08-22,5.0,5-for-1+,252,12.8027,-11.0194,23.8221
TXT,2007-08-27,2.0,2-for-1,-5,-3.975,-1.5697,-2.4053
TXT,2007-08-27,2.0,2-for-1,1,0.0,0.0,0.0
TXT,2007-08-27,2.0,2-for-1,5,7.4432,3.7283,3.7149
TXT,2007-08-27,2.0,2-for-1,21,15.7749,6.3901,9.3849
TXT,2007-08-27,2.0,2-for-1,63,18.0652,-1.4679,19.533
TXT,2007-08-27,2.0,2-for-1,126,5.4294,-2.8574,8.2868
TXT,2007-08-27,2.0,2-for-1,252,-29.3583,-9.5802,-19.7781
SSYS,2007-08-30,2.0,2-for-1,-5,-0.3316,0.2598,-0.5915
SSYS,2007-08-30,2.0,2-for-1,1,0.0,0.0,0.0
SSYS,2007-08-30,2.0,2-for-1,5,3.5388,-1.0292,4.5679
SSYS,2007-08-30,2.0,2-for-1,21,13.9563,5.041,8.9153
SSYS,2007-08-30,2.0,2-for-1,63,-6.2028,0.1906,-6.3934
SSYS,2007-08-30,2.0,2-for-1,126,-25.1292,-8.6335,-16.4957
SSYS,2007-08-30,2.0,2-for-1,252,-33.7575,-10.9777,-22.7798
TISI,2007-08-30,2.0,2-for-1,-5,0.0218,0.2598,-0.238
TISI,2007-08-30,2.0,2-for-1,1,0.0,0.0,0.0
TISI,2007-08-30,2.0,2-for-1,5,-3.6232,-1.0292,-2.594
TISI,2007-08-30,2.0,2-for-1,21,24.9361,5.041,19.8951
TISI,2007-08-30,2.0,2-for-1,63,28.7298,0.1906,28.5392
TISI,2007-08-30,2.0,2-for-1,126,32.7366,-8.6335,41.3701
TISI,2007-08-30,2.0,2-for-1,252,62.4467,-10.9777,73.4244
FTI,2007-09-04,2.0,2-for-1,-5,-8.8218,-1.434,-7.3878
FTI,2007-09-04,2.0,2-for-1,1,0.0,0.0,0.0
FTI,2007-09-04,2.0,2-for-1,5,3.4706,-0.1998,3.6704
FTI,2007-09-04,2.0,2-for-1,21,13.6471,4.5489,9.0981
FTI,2007-09-04,2.0,2-for-1,63,14.0,0.3997,13.6003
FTI,2007-09-04,2.0,2-for-1,126,17.6471,-8.5364,26.1834
FTI,2007-09-04,2.0,2-for-1,252,8.0,-11.7244,19.7244
SRL,2007-09-10,2.0,2-for-1,-5,5.7678,1.2348,4.533
SRL,2007-09-10,2.0,2-for-1,1,0.0,0.0,0.0
SRL,2007-09-10,2.0,2-for-1,5,-2.5277,0.41,-2.9377
SRL,2007-09-10,2.0,2-for-1,21,27.0091,6.5986,20.4104
SRL,2007-09-10,2.0,2-for-1,63,5.6093,2.8035,2.8058
SRL,2007-09-10,2.0,2-for-1,126,-18.9124,-9.1923,-9.7201
SRL,2007-09-10,2.0,2-for-1,252,-27.2004,-14.7707,-12.4297
MTW,2007-09-11,2.0,2-for-1,-5,-1.7301,1.0775,-2.8076
MTW,2007-09-11,2.0,2-for-1,1,0.0,0.0,0.0
MTW,2007-09-11,2.0,2-for-1,5,7.0406,3.1006,3.9399
MTW,2007-09-11,2.0,2-for-1,21,22.9117,6.1442,16.7675
MTW,2007-09-11,2.0,2-for-1,63,17.8998,3.3289,14.5709
MTW,2007-09-11,2.0,2-for-1,126,5.6086,-10.272,15.8806
MTW,2007-09-11,2.0,2-for-1,252,-48.6874,-14.6471,-34.0402
NVDA,2007-09-11,1.5,other,-5,1.6779,1.0775,0.6003
NVDA,2007-09-11,1.5,other,1,0.0,0.0,0.0
NVDA,2007-09-11,1.5,other,5,5.3578,3.1006,2.2571
NVDA,2007-09-11,1.5,other,21,11.1069,6.1442,4.9627
NVDA,2007-09-11,1.5,other,63,2.4254,3.3289,-0.9035
NVDA,2007-09-11,1.5,other,126,-44.6153,-10.272,-34.3433
NVDA,2007-09-11,1.5,other,252,-67.6419,-14.6471,-52.9948
VALE,2007-09-13,2.0,2-for-1,-5,-5.301,-0.5289,-4.7721
VALE,2007-09-13,2.0,2-for-1,1,0.0,0.0,0.0
VALE,2007-09-13,2.0,2-for-1,5,9.5195,2.2669,7.2526
VALE,2007-09-13,2.0,2-for-1,21,31.7316,5.4879,26.2438
VALE,2007-09-13,2.0,2-for-1,63,28.6491,0.7934,27.8557
VALE,2007-09-13,2.0,2-for-1,126,24.66,-12.0809,36.7409
VALE,2007-09-13,2.0,2-for-1,252,-10.0635,-13.611,3.5476
FMC,2007-09-14,2.0,2-for-1,-5,-4.4371,-1.8986,-2.5385
FMC,2007-09-14,2.0,2-for-1,1,0.0,0.0,0.0
FMC,2007-09-14,2.0,2-for-1,5,7.7126,3.0959,4.6167
FMC,2007-09-14,2.0,2-for-1,21,11.9974,5.1662,6.8312
FMC,2007-09-14,2.0,2-for-1,63,14.0409,1.1301,12.9108
FMC,2007-09-14,2.0,2-for-1,126,16.9413,-12.4976,29.439
FMC,2007-09-14,2.0,2-for-1,252,38.4311,-17.2745,55.7056
NOV,2007-10-01,2.0,2-for-1,-5,-2.7913,-1.6965,-1.0949
NOV,2007-10-01,2.0,2-for-1,1,0.0,0.0,0.0
NOV,2007-10-01,2.0,2-for-1,5,1.0851,0.5996,0.4856
NOV,2007-10-01,2.0,2-for-1,21,-4.6211,-0.6722,-3.9489
NOV,2007-10-01,2.0,2-for-1,63,-0.0374,-4.6148,4.5774
NOV,2007-10-01,2.0,2-for-1,126,-15.3414,-10.3743,-4.9672
NOV,2007-10-01,2.0,2-for-1,252,-31.6558,-23.1286,-8.5271
PH,2007-10-02,1.5,other,-5,-0.6969,-1.7533,1.0564
PH,2007-10-02,1.5,other,1,0.0,0.0,0.0
PH,2007-10-02,1.5,other,5,4.6733,1.7568,2.9165
PH,2007-10-02,1.5,other,21,12.329,0.5644,11.7647
PH,2007-10-02,1.5,other,63,-0.114,-5.2612,5.1473
PH,2007-10-02,1.5,other,126,0.3229,-9.9672,10.2902
PH,2007-10-02,1.5,other,252,-27.7166,-22.9292,-4.7874
JCI,2007-10-03,3.0,3-for-1,-5,-0.2909,-1.0377,0.7468
JCI,2007-10-03,3.0,3-for-1,1,0.0,0.0,0.0
JCI,2007-10-03,3.0,3-for-1,5,1.941,1.4269,0.5142
JCI,2007-10-03,3.0,3-for-1,21,-10.8555,-1.9449,-8.9106
JCI,2007-10-03,3.0,3-for-1,63,-14.6657,-5.4531,-9.2126
JCI,2007-10-03,3.0,3-for-1,126,1.0065,-10.2063,11.2128
JCI,2007-10-03,3.0,3-for-1,252,-26.8152,-25.8384,-0.9768
TAP,2007-10-04,2.0,2-for-1,-5,-0.3998,-0.6089,0.2092
TAP,2007-10-04,2.0,2-for-1,1,0.0,0.0,0.0
TAP,2007-10-04,2.0,2-for-1,5,10.3928,-0.2515,10.6443
TAP,2007-10-04,2.0,2-for-1,21,12.125,-2.9908,15.1158
TAP,2007-10-04,2.0,2-for-1,63,2.3198,-8.8468,11.1666
TAP,2007-10-04,2.0,2-for-1,126,9.5268,-11.2179,20.7446
TAP,2007-10-04,2.0,2-for-1,252,-5.3511,-27.6989,22.3479
TAP-A,2007-10-04,2.0,2-for-1,-5,-0.4192,-0.6089,0.1898
TAP-A,2007-10-04,2.0,2-for-1,1,0.0,0.0,0.0
TAP-A,2007-10-04,2.0,2-for-1,5,10.3134,-0.2515,10.5648
TAP-A,2007-10-04,2.0,2-for-1,21,11.3477,-2.9908,14.3386
TAP-A,2007-10-04,2.0,2-for-1,63,3.8637,-8.8468,12.7105
TAP-A,2007-10-04,2.0,2-for-1,126,10.3134,-11.2179,21.5312
TAP-A,2007-10-04,2.0,2-for-1,252,-6.5409,-27.6989,21.158
ITUB,2007-10-09,2.0,2-for-1,-5,-6.7524,-1.5297,-5.2228
ITUB,2007-10-09,2.0,2-for-1,1,0.0,0.0,0.0
ITUB,2007-10-09,2.0,2-for-1,5,-7.5658,-1.5591,-6.0066
ITUB,2007-10-09,2.0,2-for-1,21,-7.2368,-5.3226,-1.9143
ITUB,2007-10-09,2.0,2-for-1,63,-9.8684,-9.6685,-0.2
ITUB,2007-10-09,2.0,2-for-1,126,-7.8947,-12.0341,4.1393
ITUB,2007-10-09,2.0,2-for-1,252,-49.6711,-36.2545,-13.4166
PCAR,2007-10-10,1.5,other,-5,2.0904,-1.5591,3.6496
PCAR,2007-10-10,1.5,other,1,0.0,0.0,0.0
PCAR,2007-10-10,1.5,other,5,-5.4688,-0.7834,-4.6854
PCAR,2007-10-10,1.5,other,21,-7.1289,-5.3395,-1.7895
PCAR,2007-10-10,1.5,other,63,-9.7168,-8.635,-1.0818
PCAR,2007-10-10,1.5,other,126,-17.7734,-13.3261,-4.4473
PCAR,2007-10-10,1.5,other,252,-48.7305,-40.4196,-8.3109
RUSHB,2007-10-11,1.5,other,-5,2.4691,-0.9274,3.3966
