rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,top_holdings
2000-01-01,2000-07-01,0.0,0.01763,0,CASH (9 passed)
2000-07-01,2001-01-01,0.248818,-0.120522,9,MMM,DHR,ANF,RHI,DCI,ETD,HRL,ITW,CVS,DBD
2001-01-01,2001-07-01,0.138423,-0.031007,9,MMM,BF-B,DHR,ANF,RHI,BEN,ITW,CVS,WWE,DBD
2001-07-01,2002-01-01,0.035948,-0.062618,11,TSM,UMC,ABT,STM,CR,NVO,BEN,HRC,ALB,ITW
2002-01-01,2002-07-01,-0.094747,-0.154752,11,TSM,UMC,NKE,ABT,STM,CR,NVO,HRC,ALB,ITW
2002-07-01,2003-01-01,-0.097303,-0.052582,8,AEO,MHK,RL,HAL,NKE,HRC,KOF,NVO,BBWI,Y
2003-01-01,2003-07-01,0.139496,0.090271,11,GFI,EPC,AEO,MHK,BDX,BDXA,BDXB,RL,HAL,KOF
2003-07-01,2004-01-01,0.17515,0.138454,13,GFI,EPC,NOK,BDXA,BDX,BDXB,LOW,HRL,NVS,JNJ
2004-01-01,2004-07-01,0.088646,0.022761,15,DCI,J,NOK,BDXB,BDXA,BDX,TTC,LOW,NVS,COL
2004-07-01,2005-01-01,0.147583,0.077825,21,DCI,PKX,J,MMM,PGR,NOK,DKS,WSM,BDXB,BDXA
2005-01-01,2005-07-01,-0.013731,0.001466,21,ROK,PKX,ORCL,MMM,COL,TTC,PGR,NOK,DKS,WSM
2005-07-01,2006-01-01,0.078594,0.070148,39,PGR,X,UGP,JNJ,GAP,GPS,ROK,SWH,TECK,WLK
2006-01-01,2006-07-01,0.080175,0.017214,42,PGR,X,UGP,JNJ,GPS,GAP,NKE,SWH,TECK,CRS
2006-07-01,2007-01-01,0.071188,0.117225,53,WLK,NKE,CRS,PH,CR,TKR,HUBB,WWW,ZBH,TS
2007-01-01,2007-07-01,0.156033,0.082556,51,TPR,WLK,CRS,CR,TKR,HUBB,WWW,ZBH,TS,OXY
2007-07-01,2008-01-01,-0.028054,-0.035582,50,TPR,TECK,X,CMI,LLY,CRS,NVO,OII,FCX,SCCO
2008-01-01,2008-07-01,0.041858,-0.105304,45,TECK,X,CMI,LLY,NVO,BDX,BDXA,BDXB,OII,FCX
2008-07-01,2009-01-01,-0.26243,-0.265786,35,AKO-A,NE,NVO,BAX,BDX,BDXB,BDXA,FLS,OII,SCCO
2009-01-01,2009-07-01,0.147969,0.005997,38,AKO-A,NE,NVO,BAX,FLS,OII,AIT,HEI,SCCO,CF
2009-07-01,2010-01-01,0.262567,0.239895,30,AIT,KEX,INT,WKC,HEI,GVA,NAT,NVO,GES,AKO-A
2010-01-01,2010-07-01,-0.036958,-0.085249,29,ORCL,KEX,INT,WKC,GVA,NAT,NVO,GES,AKO-A,GPS
2010-07-01,2011-01-01,0.287975,0.249583,28,NVO,NUS,ORCL,TJX,GAP,LDOS,VMI,FLO,AFL,STE
2011-01-01,2011-07-01,0.061776,0.063911,37,NVO,NUS,HRC,TJX,BBL,BHP,BF-B,GAP,LDOS,VMI
2011-07-01,2012-01-01,-0.079934,-0.03693,47,FCX,RES,RIO,GLW,CVX,HAL,HRC,WSM,NUS,TSM
2012-01-01,2012-07-01,-0.006778,0.080897,46,FCX,RES,RIO,GLW,CVX,HRL,HAL,WSM,NUS,TSM
2012-07-01,2013-01-01,0.114432,0.083272,55,TJX,CF,CMI,AU,BF-B,DAR,NVO,RES,SAM,TARO
2013-01-01,2013-07-01,0.047614,0.115605,52,TJX,CF,CMI,AU,DRD,DAR,HP,TPR,NVO,RES
2013-07-01,2014-01-01,0.172619,0.145321,50,RHI,VFC,DRD,HUBB,HP,NVO,TPR,PII,GPS,GAP
2014-01-01,2014-07-01,0.070015,0.087064,50,RHI,VFC,HUBB,NVO,PII,GPS,GAP,MTD,CF,TKR
2014-07-01,2015-01-01,-0.029416,0.05325,36,VMI,OII,CHD,GWW,DKS,RMD,GIL,FLR,FL,HUBB
2015-01-01,2015-07-01,0.003791,0.019522,39,VMI,OII,CHD,EL,MMS,GWW,DKS,FLR,FL,HUBB
2015-07-01,2016-01-01,-0.076766,-0.020352,37,TSM,GCP,MEI,EOG,WDS,WNS,EL,MMS,HRB,HAL
2016-01-01,2016-07-01,0.073402,0.055068,27,TSM,GCP,EOG,WDS,WNS,MEI,HAL,CMI,FL,WAB
2016-07-01,2017-01-01,0.140327,0.084808,18,FHI,WSO,KNX,RHI,YRD,SNA,AOS,EXPR,SKX,LCII
2017-01-01,2017-07-01,0.054694,0.085285,20,FHI,WSO,KNX,RHI,YRD,MMS,SNA,AOS,EXPR,SKX
2017-07-01,2018-01-01,0.136052,0.120842,16,FL,MMS,HRL,BC,FHI,EQGP,LCII,GAP,GPS,SNA
2018-01-01,2018-07-01,-0.086631,0.020092,18,FL,MMS,BC,AIT,MEI,HRL,FHI,EQGP,THO,LCII
2018-07-01,2019-01-01,-0.194373,-0.070172,23,LPX,MMS,RIO,NVR,GAP,GPS,EXP,MGRE,AIT,HFC
2019-01-01,2019-07-01,0.085703,0.192768,25,LPX,RIO,NVR,GPS,GAP,THO,EXP,MGRE,HFC,TJX
2019-07-01,2020-01-01,0.066856,0.109303,39,BSM,IEX,HFC,COP,DINO,ITT,ARCH,USNA,GPS,GAP
2020-01-01,2020-07-01,-0.205486,-0.034329,40,BSM,OSK,IEX,HFC,COP,DINO,ITT,ARCH,USNA,GPS
2020-07-01,2021-01-01,0.302359,0.197482,20,OSK,KL,PGR,RLI,TPR,MCY,WGO,ASR,RDN,ANET
2021-01-01,2021-07-01,0.198176,0.17482,15,KL,PGR,RLI,MCY,ASR,RDN,ANET,FHI,COP,WNS
2021-07-01,2022-01-01,0.113991,0.117299,10,WFG,MTH,LPX,PHM,RIO,KGC,FHI,DECK,MLI,CGAU
2022-01-01,2022-07-01,-0.2279,-0.196002,15,BHP,WFG,MTH,LPX,DRD,HZO,PHM,TEL,RIO,KGC
2022-07-01,2023-01-01,0.124218,0.007602,32,ERO,MGY,RIO,PIPR,WY,BHP,EOG,SNA,HCC,ASR
2023-01-01,2023-07-01,0.141663,0.174152,28,ERO,MGY,RIO,PIPR,WY,EOG,SNA,HCC,ASR,LPX
2023-07-01,2024-01-01,0.056076,0.073117,24,MTDR,UMC,ASR,WRB,RDY,LTHM,SNDR,TPL,DDS,NVR
2024-01-01,2024-07-01,0.054442,0.161108,28,MTDR,UMC,ASR,WRB,RDY,LTHM,BRC,SNDR,TPL,DDS
2024-07-01,2025-01-01,0.062711,0.078974,20,ECG,TS,SNA,BRC,ITT,AOS,FHI,MNSO,ASR,TNC
