rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,top_holdings
2000-01-01,2000-07-01,0.0,0.01763,0,CASH (1 passed)
2000-07-01,2001-01-01,0.0,-0.120522,0,CASH (1 passed)
2001-01-01,2001-07-01,0.0,-0.031007,0,CASH (1 passed)
2001-07-01,2002-01-01,0.0,-0.062618,0,CASH (1 passed)
2002-01-01,2002-07-01,0.0,-0.154752,0,CASH (1 passed)
2002-07-01,2003-01-01,0.0,-0.052582,0,CASH (0 passed)
2003-01-01,2003-07-01,0.0,0.090271,0,CASH (0 passed)
2003-07-01,2004-01-01,0.0,0.138454,0,CASH (2 passed)
2004-01-01,2004-07-01,0.0,0.022761,0,CASH (2 passed)
2004-07-01,2005-01-01,0.0,0.077825,0,CASH (3 passed)
2005-01-01,2005-07-01,0.0,0.001466,0,CASH (3 passed)
2005-07-01,2006-01-01,0.0,0.070148,0,CASH (5 passed)
2006-01-01,2006-07-01,0.0,0.017214,0,CASH (5 passed)
2006-07-01,2007-01-01,0.0,0.117225,0,CASH (6 passed)
2007-01-01,2007-07-01,0.0,0.082556,0,CASH (6 passed)
2007-07-01,2008-01-01,0.0,-0.035582,0,CASH (2 passed)
2008-01-01,2008-07-01,0.0,-0.105304,0,CASH (2 passed)
2008-07-01,2009-01-01,-0.266961,-0.265786,2,601211.SS,601958.SS,600918.SS,600958.SS,601990.SS,601066.SS,601238.SS,600030.SS,601818.SS,601555.SS
2009-01-01,2009-07-01,0.726988,0.005997,2,601211.SS,601958.SS,600918.SS,600958.SS,601990.SS,601066.SS,601238.SS,600030.SS,601818.SS,601555.SS
2009-07-01,2010-01-01,0.297503,0.239895,7,600596.SS,600570.SS,600938.SS,600926.SS,600026.SS,601939.SS,601128.SS,600089.SS,601088.SS,600315.SS
2010-01-01,2010-07-01,-0.246712,-0.085249,7,600596.SS,600570.SS,600938.SS,600926.SS,600026.SS,601939.SS,601128.SS,600089.SS,601088.SS,600315.SS
2010-07-01,2011-01-01,0.168136,0.249583,8,601336.SS,600159.SS,600664.SS,600216.SS,600716.SS,601555.SS,600000.SS,603323.SS,601088.SS,600580.SS
2011-01-01,2011-07-01,-0.021298,0.063911,8,601336.SS,600159.SS,600664.SS,600216.SS,600716.SS,601555.SS,600000.SS,603323.SS,601088.SS,600580.SS
2011-07-01,2012-01-01,-0.273459,-0.03693,10,600620.SS,600987.SS,601969.SS,601012.SS,600380.SS,600173.SS,601088.SS,601838.SS,600741.SS,600233.SS
2012-01-01,2012-07-01,0.145012,0.080897,11,600620.SS,600987.SS,601969.SS,601012.SS,600380.SS,600173.SS,601088.SS,601838.SS,600741.SS,600233.SS
2012-07-01,2013-01-01,-0.022828,0.083272,10,600160.SS,600594.SS,600741.SS,600519.SS,603366.SS,601997.SS,600928.SS,603323.SS,600201.SS,603566.SS
2013-01-01,2013-07-01,0.131772,0.115605,10,600160.SS,600594.SS,600741.SS,600519.SS,603366.SS,601997.SS,600928.SS,603323.SS,600201.SS,603566.SS
2013-07-01,2014-01-01,0.119612,0.145321,10,600252.SS,601888.SS,600392.SS,601158.SS,603043.SS,601577.SS,600199.SS,603099.SS,603222.SS,600655.SS
2014-01-01,2014-07-01,-0.104442,0.087064,10,600252.SS,601888.SS,600392.SS,601158.SS,603043.SS,601577.SS,600199.SS,603099.SS,603222.SS,600655.SS
2014-07-01,2015-01-01,0.534928,0.05325,10,603518.SS,600585.SS,600486.SS,603730.SS,603818.SS,600197.SS,603896.SS,600238.SS,600816.SS,603566.SS
2015-01-01,2015-07-01,0.322584,0.019522,10,603518.SS,600585.SS,600486.SS,603730.SS,603818.SS,600197.SS,603896.SS,600238.SS,600816.SS,603566.SS
2015-07-01,2016-01-01,-0.130775,-0.020352,11,600201.SS,600585.SS,603398.SS,603158.SS,603989.SS,603298.SS,603648.SS,600583.SS,603608.SS,603898.SS
2016-01-01,2016-07-01,-0.111885,0.055068,13,600201.SS,600585.SS,603398.SS,603158.SS,603989.SS,603298.SS,603648.SS,600583.SS,603608.SS,603898.SS
2016-07-01,2017-01-01,0.029225,0.084808,4,603556.SS,603079.SS,603660.SS,601319.SS,603871.SS,603908.SS,603332.SS,603208.SS,603060.SS,603585.SS
2017-01-01,2017-07-01,-0.098218,0.085285,10,603556.SS,603079.SS,603660.SS,601319.SS,603871.SS,603908.SS,603332.SS,603208.SS,603060.SS,603585.SS
2017-07-01,2018-01-01,0.013834,0.120842,13,600167.SS,601865.SS,603739.SS,603365.SS,601952.SS,603168.SS,600641.SS,600299.SS,603700.SS,603963.SS
2018-01-01,2018-07-01,-0.14539,0.020092,19,600167.SS,601865.SS,603739.SS,603365.SS,601952.SS,603168.SS,600641.SS,600299.SS,603700.SS,603963.SS
2018-07-01,2019-01-01,-0.062138,-0.070172,9,603773.SS,601869.SS,600585.SS,600556.SS,603332.SS,603886.SS,603055.SS,601238.SS,603697.SS,603214.SS
2019-01-01,2019-07-01,0.158969,0.192768,11,603773.SS,601869.SS,600585.SS,600556.SS,603332.SS,603886.SS,603055.SS,601238.SS,603697.SS,603214.SS
2019-07-01,2020-01-01,0.082476,0.109303,12,600585.SS,600519.SS,600566.SS,605298.SS,603113.SS,605162.SS,603109.SS,600486.SS,600031.SS,688425.SS
2020-01-01,2020-07-01,0.094896,-0.034329,16,600585.SS,600519.SS,600566.SS,605298.SS,603113.SS,605162.SS,603109.SS,600486.SS,600031.SS,688425.SS
2020-07-01,2021-01-01,0.361529,0.197482,19,600031.SS,603606.SS,605598.SS,605088.SS,688182.SS,605488.SS,605058.SS,605033.SS,601012.SS,600814.SS
2021-01-01,2021-07-01,0.094045,0.17482,23,600031.SS,603606.SS,605598.SS,605088.SS,688182.SS,605488.SS,605058.SS,605033.SS,601012.SS,600814.SS
2021-07-01,2022-01-01,0.110577,0.117299,25,688767.SS,603301.SS,603048.SS,603079.SS,688298.SS,688289.SS,605117.SS,688355.SS,603010.SS,601975.SS
2022-01-01,2022-07-01,-0.103271,-0.196002,28,688767.SS,603301.SS,603048.SS,603079.SS,688298.SS,688289.SS,605117.SS,688355.SS,603010.SS,601975.SS
2022-07-01,2023-01-01,-0.02247,0.007602,18,600955.SS,603162.SS,603010.SS,601636.SS,600596.SS,601225.SS,603565.SS,603393.SS,600566.SS,601677.SS
2023-01-01,2023-07-01,0.083046,0.174152,18,600955.SS,603162.SS,603010.SS,601636.SS,600596.SS,601225.SS,603565.SS,603393.SS,600566.SS,601677.SS
2023-07-01,2024-01-01,-0.012011,0.073117,19,603219.SS,600486.SS,601975.SS,603277.SS,603360.SS,600179.SS,603088.SS,601088.SS,603067.SS,603408.SS
2024-01-01,2024-07-01,0.036287,0.161108,21,603219.SS,600486.SS,601975.SS,603277.SS,603360.SS,600179.SS,603088.SS,601088.SS,603067.SS,603408.SS
2024-07-01,2025-01-01,0.141461,0.078974,17,600211.SS,603868.SS,603088.SS,601958.SS,603551.SS,603920.SS,688036.SS,688617.SS,603871.SS,603338.SS
