rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,holdings
2007-04-01,2007-07-01,0.248038,0.072337,28,GFLLIMITED.BO,CGPOWER.BO,KOTHARIPRO.BO,KIRLOSIND.BO,IITL.BO,NAGREEKEXP.BO,PRAKASH.BO,GESHIP.BO,KSL.BO,SCI.BO,EICHERMOT.BO,GSFC.BO,TRIVENI.BO,FACT.BO,DHAMPURSUG.BO,HARRMALAYA.BO,GAEL.BO,MASTEK.BO,POLYPLEX.BO,TIMKEN.BO,CUB.BO,JSWSTEEL.BO,PGHL.BO,GUJALKALI.BO,TATACHEM.BO,GNFC.BO,ALEMBICLTD.BO,NOCIL.BO,RANEHOLDIN.BO,FEDERALBNK.BO
2007-07-01,2007-10-01,0.272602,0.021405,28,NDLVENTURE.BO,GFLLIMITED.BO,LORDSCHLO.BO,KOTHARIPRO.BO,PREMIER.BO,KIRLOSIND.BO,PRAKASH.BO,SRF.BO,GABRIEL.BO,SHREDIGCEM.BO,POLYPLEX.BO,GESHIP.BO,PRIMESECU.BO,SCI.BO,TATACHEM.BO,ANDHRAPET.BO,GAEL.BO,KSL.BO,TRIVENI.BO,DHAMPURSUG.BO,AKZOINDIA.BO,MANGLMCEM.BO,ORIENTCER.BO,MASTEK.BO,GSFC.BO,GNFC.BO,BIRLACORPN.BO,GIPCL.BO,GUJALKALI.BO,RANEHOLDIN.BO
2007-10-01,2008-01-01,0.523781,-0.055792,28,NDLVENTURE.BO,GFLLIMITED.BO,LORDSCHLO.BO,KOTHARIPRO.BO,PREMIER.BO,KIRLOSIND.BO,PRAKASH.BO,SRF.BO,GABRIEL.BO,SHREDIGCEM.BO,POLYPLEX.BO,GESHIP.BO,MASTEK.BO,PRIMESECU.BO,SCI.BO,TATACHEM.BO,ANDHRAPET.BO,GAEL.BO,KSL.BO,TRIVENI.BO,DHAMPURSUG.BO,AKZOINDIA.BO,MANGLMCEM.BO,ORIENTCER.BO,GSFC.BO,GNFC.BO,BIRLACORPN.BO,GIPCL.BO,GUJALKALI.BO,RANEHOLDIN.BO
2008-01-01,2008-04-01,-0.40022,-0.052652,28,NDLVENTURE.BO,GFLLIMITED.BO,LORDSCHLO.BO,KOTHARIPRO.BO,PREMIER.BO,KIRLOSIND.BO,PRAKASH.BO,SRF.BO,GABRIEL.BO,SHREDIGCEM.BO,POLYPLEX.BO,GESHIP.BO,MASTEK.BO,PRIMESECU.BO,SCI.BO,TATACHEM.BO,ANDHRAPET.BO,GAEL.BO,KSL.BO,AKZOINDIA.BO,MANGLMCEM.BO,ORIENTCER.BO,GSFC.BO,GNFC.BO,BIRLACORPN.BO,GIPCL.BO,GUJALKALI.BO,RANEHOLDIN.BO,PGIL.BO,TIMKEN.BO
2008-04-01,2008-07-01,-0.143588,-0.055578,28,NDLVENTURE.BO,MPSLTD.BO,GFLLIMITED.BO,LORDSCHLO.BO,KOTHARIPRO.BO,PREMIER.BO,KIRLOSIND.BO,PRAKASH.BO,SRF.BO,GABRIEL.BO,SHREDIGCEM.BO,POLYPLEX.BO,GESHIP.BO,MASTEK.BO,JINDALSAW.BO,PRIMESECU.BO,SCI.BO,TATACHEM.BO,ANDHRAPET.BO,GAEL.BO,KSL.BO,AKZOINDIA.BO,MANGLMCEM.BO,ORIENTCER.BO,GSFC.BO,GNFC.BO,BIRLACORPN.BO,GIPCL.BO,GUJALKALI.BO,RANEHOLDIN.BO
2008-07-01,2008-10-01,-0.100432,-0.090743,26,MPSLTD.BO,AJMERA.BO,OSWALGREEN.BO,GFLLIMITED.BO,CHOWGULSTM.BO,BSELALGO.BO,GPIL.BO,MODIRUBBER.BO,NDLVENTURE.BO,FACORALL.BO,POLYPLEX.BO,NSIL.BO,TIL.BO,PGIL.BO,BANCOINDIA.BO,MANAKSIA.BO,CEATLTD.BO,BLBLIMITED.BO,TRIL.BO,JMFINANCIL.BO,RGL.BO,KOTHARIPRO.BO,RALLIS.BO,TATACONSUM.BO,MANGLMCEM.BO,KIRLOSIND.BO,MASTEK.BO,JINDALSAW.BO,TIIL.BO,CHENNPETRO.BO
2008-10-01,2009-01-01,-0.322846,-0.192512,26,MPSLTD.BO,AJMERA.BO,OSWALGREEN.BO,GFLLIMITED.BO,CHOWGULSTM.BO,BSELALGO.BO,GPIL.BO,MODIRUBBER.BO,NDLVENTURE.BO,FACORALL.BO,POLYPLEX.BO,NSIL.BO,TIL.BO,PGIL.BO,BANCOINDIA.BO,MANAKSIA.BO,CEATLTD.BO,BLBLIMITED.BO,TRIL.BO,JMFINANCIL.BO,MASTEK.BO,RGL.BO,KOTHARIPRO.BO,RALLIS.BO,TATACONSUM.BO,MANGLMCEM.BO,KIRLOSIND.BO,JINDALSAW.BO,TIIL.BO,CHENNPETRO.BO
2009-01-01,2009-04-01,-0.128898,-0.121837,26,MPSLTD.BO,AJMERA.BO,OSWALGREEN.BO,GFLLIMITED.BO,CHOWGULSTM.BO,BSELALGO.BO,GPIL.BO,MODIRUBBER.BO,NDLVENTURE.BO,FACORALL.BO,POLYPLEX.BO,NSIL.BO,TIL.BO,PGIL.BO,BANCOINDIA.BO,MANAKSIA.BO,CEATLTD.BO,BLBLIMITED.BO,TRIL.BO,JMFINANCIL.BO,MASTEK.BO,RGL.BO,KOTHARIPRO.BO,RALLIS.BO,TATACONSUM.BO,MANGLMCEM.BO,KIRLOSIND.BO,JINDALSAW.BO,TIIL.BO,CHENNPETRO.BO
2009-04-01,2009-07-01,0.764833,0.14557,26,AJMERA.BO,OSWALGREEN.BO,GFLLIMITED.BO,CHOWGULSTM.BO,BSELALGO.BO,GPIL.BO,MODIRUBBER.BO,NDLVENTURE.BO,FACORALL.BO,POLYPLEX.BO,NSIL.BO,TIL.BO,PGIL.BO,HEIDELBERG.BO,BANCOINDIA.BO,MANAKSIA.BO,CEATLTD.BO,SEAMECLTD.BO,BLBLIMITED.BO,TRIL.BO,JMFINANCIL.BO,MASTEK.BO,RGL.BO,KOTHARIPRO.BO,RALLIS.BO,JINDALSAW.BO,TATACONSUM.BO,MANGLMCEM.BO,KIRLOSIND.BO,TIIL.BO
2009-07-01,2009-10-01,0.378997,0.120529,28,ZUARIIND.BO,KAMAHOLD.BO,GSFC.BO,JKLAKSHMI.BO,AMRUTANJAN.BO,TANLA.BO,GRAPHITE.BO,BSOFT.BO,KOLTEPATIL.BO,MANGLMCEM.BO,SONATSOFTW.BO,KCP.BO,JKCEMENT.BO,ADSL.BO,MANAKSIA.BO,NAVA.BO,GESHIP.BO,ZENSARTECH.BO,GUJALKALI.BO,PRAKASH.BO,RATNAMANI.BO,GSS.BO,NSIL.BO,BAJAJELEC.BO,HEIDELBERG.BO,OILCOUNTUB.BO,NUCLEUS.BO,TEXINFRA.BO,TRIL.BO,SCI.BO
2009-10-01,2010-01-01,0.191197,0.106527,28,ZUARIIND.BO,KAMAHOLD.BO,GSFC.BO,JKLAKSHMI.BO,AMRUTANJAN.BO,TANLA.BO,GRAPHITE.BO,MASTEK.BO,BSOFT.BO,KOLTEPATIL.BO,MANGLMCEM.BO,SONATSOFTW.BO,KCP.BO,JKCEMENT.BO,ADSL.BO,MANAKSIA.BO,NAVA.BO,GESHIP.BO,ZENSARTECH.BO,GUJALKALI.BO,PRAKASH.BO,RATNAMANI.BO,GSS.BO,NSIL.BO,BAJAJELEC.BO,HEIDELBERG.BO,OILCOUNTUB.BO,NUCLEUS.BO,TEXINFRA.BO,TRIL.BO
2010-01-01,2010-04-01,0.066563,0.043738,28,ZUARIIND.BO,KAMAHOLD.BO,GSFC.BO,JKLAKSHMI.BO,AMRUTANJAN.BO,TANLA.BO,GRAPHITE.BO,MASTEK.BO,BSOFT.BO,KOLTEPATIL.BO,MANGLMCEM.BO,SONATSOFTW.BO,KCP.BO,JKCEMENT.BO,ADSL.BO,MANAKSIA.BO,NAVA.BO,GESHIP.BO,ZENSARTECH.BO,GUJALKALI.BO,PRAKASH.BO,RATNAMANI.BO,GSS.BO,NSIL.BO,BAJAJELEC.BO,HEIDELBERG.BO,OILCOUNTUB.BO,NUCLEUS.BO,TEXINFRA.BO,TRIL.BO
2010-04-01,2010-07-01,-0.008366,-0.123582,28,MPSLTD.BO,ZUARIIND.BO,KAMAHOLD.BO,GSFC.BO,JKLAKSHMI.BO,AMRUTANJAN.BO,TANLA.BO,GRAPHITE.BO,MASTEK.BO,BSOFT.BO,KOLTEPATIL.BO,MANGLMCEM.BO,SONATSOFTW.BO,KCP.BO,JKCEMENT.BO,ADSL.BO,MANAKSIA.BO,NAVA.BO,GESHIP.BO,ZENSARTECH.BO,GUJALKALI.BO,PRAKASH.BO,RATNAMANI.BO,GSS.BO,NSIL.BO,BAJAJELEC.BO,OILCOUNTUB.BO,NUCLEUS.BO,TEXINFRA.BO,TRIL.BO
2010-07-01,2010-10-01,0.201724,0.121395,29,MPSLTD.BO,HINDCOMPOS.BO,GFLLIMITED.BO,KAMAHOLD.BO,MASTEK.BO,KOTHARIPRO.BO,DOLPHINOFF.BO,GAEL.BO,CHOWGULSTM.BO,GEECEE.BO,TRIL.BO,BENGALASM.BO,AKCAPIT.BO,EVEREADY.BO,KCP.BO,CGCL.BO,JKLAKSHMI.BO,VISAKAIND.BO,NAVINFLUOR.BO,SRF.BO,AARTIIND.BO,BANCOINDIA.BO,MANGLMCEM.BO,SEAMECLTD.BO,JINDALPOLY.BO,ANDHRSUGAR.BO,BAJAJHLDNG.BO,MARATHON.BO,ACCELYA.BO,TATACHEM.BO
2010-10-01,2011-01-01,-0.059627,0.114312,29,MPSLTD.BO,HINDCOMPOS.BO,GFLLIMITED.BO,KAMAHOLD.BO,KOTHARIPRO.BO,DOLPHINOFF.BO,GAEL.BO,CHOWGULSTM.BO,GEECEE.BO,TRIL.BO,BENGALASM.BO,AKCAPIT.BO,EVEREADY.BO,KCP.BO,CGCL.BO,JKLAKSHMI.BO,VISAKAIND.BO,NAVINFLUOR.BO,SRF.BO,AARTIIND.BO,BANCOINDIA.BO,MASTEK.BO,MANGLMCEM.BO,SEAMECLTD.BO,JINDALPOLY.BO,ANDHRSUGAR.BO,BAJAJHLDNG.BO,MARATHON.BO,ACCELYA.BO,TATACHEM.BO
2011-01-01,2011-04-01,-0.147137,0.052524,29,MPSLTD.BO,HINDCOMPOS.BO,GFLLIMITED.BO,KAMAHOLD.BO,KOTHARIPRO.BO,DOLPHINOFF.BO,GAEL.BO,CHOWGULSTM.BO,GEECEE.BO,TRIL.BO,BENGALASM.BO,AKCAPIT.BO,EVEREADY.BO,KCP.BO,CGCL.BO,JKLAKSHMI.BO,VISAKAIND.BO,NAVINFLUOR.BO,SRF.BO,AARTIIND.BO,BANCOINDIA.BO,MASTEK.BO,MANGLMCEM.BO,SEAMECLTD.BO,JINDALPOLY.BO,ANDHRSUGAR.BO,BAJAJHLDNG.BO,MARATHON.BO,ACCELYA.BO,TATACHEM.BO
2011-04-01,2011-07-01,-0.05991,0.010819,28,HINDCOMPOS.BO,GFLLIMITED.BO,KAMAHOLD.BO,KOTHARIPRO.BO,DOLPHINOFF.BO,GAEL.BO,CHOWGULSTM.BO,GEECEE.BO,TRIL.BO,BENGALASM.BO,AKCAPIT.BO,EVEREADY.BO,KCP.BO,CGCL.BO,JKLAKSHMI.BO,VISAKAIND.BO,NAVINFLUOR.BO,SRF.BO,AARTIIND.BO,BANCOINDIA.BO,MASTEK.BO,MANGLMCEM.BO,SEAMECLTD.BO,JINDALPOLY.BO,ANDHRSUGAR.BO,BAJAJHLDNG.BO,MARATHON.BO,ACCELYA.BO,TATACHEM.BO,RUPA.BO
2011-07-01,2011-10-01,-0.0449,-0.174911,27,PEL.BO,POLYPLEX.BO,BORORENEW.BO,KAMAHOLD.BO,BPL.BO,WINDMACHIN.BO,MANINDS.BO,GFLLIMITED.BO,KOTHARIPRO.BO,RIDDHI.BO,NELCAST.BO,ESTER.BO,GAEL.BO,TIL.BO,TRIL.BO,INDSWFTLTD.BO,JINDALPOLY.BO,BENGALASM.BO,PRAKASH.BO,KCP.BO,NAVINFLUOR.BO,VISAKAIND.BO,GSS.BO,GSFC.BO,HERCULES.BO,BAJAJHLDNG.BO,BANCOINDIA.BO,ISTLTD.BO,AARTIIND.BO,MASTEK.BO
2011-10-01,2012-01-01,-0.208186,0.167232,28,PEL.BO,POLYPLEX.BO,BORORENEW.BO,KAMAHOLD.BO,BPL.BO,WINDMACHIN.BO,MANINDS.BO,GFLLIMITED.BO,KOTHARIPRO.BO,RIDDHI.BO,NELCAST.BO,ESTER.BO,GAEL.BO,TIL.BO,TRIL.BO,INDSWFTLTD.BO,JINDALPOLY.BO,BENGALASM.BO,PRAKASH.BO,KCP.BO,NAVINFLUOR.BO,VISAKAIND.BO,GSS.BO,GSFC.BO,HERCULES.BO,BAJAJHLDNG.BO,BANCOINDIA.BO,ISTLTD.BO,AARTIIND.BO,LUMAXTECH.BO
2012-01-01,2012-04-01,0.203678,0.117341,28,PEL.BO,POLYPLEX.BO,BORORENEW.BO,KAMAHOLD.BO,BPL.BO,WINDMACHIN.BO,MANINDS.BO,GFLLIMITED.BO,KOTHARIPRO.BO,RIDDHI.BO,NELCAST.BO,ESTER.BO,GAEL.BO,TIL.BO,TRIL.BO,INDSWFTLTD.BO,JINDALPOLY.BO,BENGALASM.BO,PRAKASH.BO,KCP.BO,NAVINFLUOR.BO,VISAKAIND.BO,GSS.BO,GSFC.BO,HERCULES.BO,BAJAJHLDNG.BO,BANCOINDIA.BO,ISTLTD.BO,AARTIIND.BO,LUMAXTECH.BO
2012-04-01,2012-07-01,0.091492,-0.032616,28,XCHANGING.BO,PEL.BO,POLYPLEX.BO,BORORENEW.BO,KAMAHOLD.BO,BPL.BO,WINDMACHIN.BO,MANINDS.BO,GFLLIMITED.BO,KOTHARIPRO.BO,RIDDHI.BO,NELCAST.BO,ESTER.BO,GAEL.BO,TIL.BO,TRIL.BO,INDSWFTLTD.BO,JINDALPOLY.BO,BENGALASM.BO,PRAKASH.BO,KCP.BO,NAVINFLUOR.BO,VISAKAIND.BO,GSS.BO,GSFC.BO,HERCULES.BO,BAJAJHLDNG.BO,BANCOINDIA.BO,ISTLTD.BO,AARTIIND.BO
2012-07-01,2012-10-01,0.048508,0.063079,27,XCHANGING.BO,SMARTLINK.BO,KANORICHEM.BO,JBCHEPHARM.BO,GFLLIMITED.BO,NDLVENTURE.BO,VSTIND.BO,NAVINFLUOR.BO,ARVIND.BO,NIITLTD.BO,VAIBHAVGBL.BO,PRAKASH.BO,FORCEMOT.BO,SANGHVIMOV.BO,VHL.BO,PRICOLLTD.BO,GENUSPOWER.BO,COCHINM.BO,AKCAPIT.BO,MANAKSIA.BO,BANCOINDIA.BO,INDSWFTLTD.BO,SUBROS.BO,MAITHANALL.BO,VENUSREM.BO,DIACABS.BO,UFLEX.BO,ANDHRSUGAR.BO,VISAKAIND.BO,BALAMINES.BO
2012-10-01,2013-01-01,0.10979,0.018995,27,XCHANGING.BO,SMARTLINK.BO,KANORICHEM.BO,JBCHEPHARM.BO,GFLLIMITED.BO,NDLVENTURE.BO,VSTIND.BO,NAVINFLUOR.BO,ARVIND.BO,NIITLTD.BO,VAIBHAVGBL.BO,PRAKASH.BO,FORCEMOT.BO,SANGHVIMOV.BO,VHL.BO,PRICOLLTD.BO,GENUSPOWER.BO,COCHINM.BO,AKCAPIT.BO,MANAKSIA.BO,BANCOINDIA.BO,SUBROS.BO,MAITHANALL.BO,VENUSREM.BO,DIACABS.BO,UFLEX.BO,ANDHRSUGAR.BO,VISAKAIND.BO,BALAMINES.BO,KCP.BO
2013-01-01,2013-04-01,-0.20932,0.073194,27,XCHANGING.BO,SMARTLINK.BO,KANORICHEM.BO,JBCHEPHARM.BO,GFLLIMITED.BO,NDLVENTURE.BO,VSTIND.BO,NAVINFLUOR.BO,ARVIND.BO,NIITLTD.BO,VAIBHAVGBL.BO,PRAKASH.BO,FORCEMOT.BO,SANGHVIMOV.BO,VHL.BO,PRICOLLTD.BO,GENUSPOWER.BO,COCHINM.BO,AKCAPIT.BO,MANAKSIA.BO,BANCOINDIA.BO,SUBROS.BO,MAITHANALL.BO,VENUSREM.BO,DIACABS.BO,UFLEX.BO,ANDHRSUGAR.BO,VISAKAIND.BO,BALAMINES.BO,KCP.BO
2013-04-01,2013-07-01,-0.077547,0.039519,27,SMARTLINK.BO,KANORICHEM.BO,JBCHEPHARM.BO,GFLLIMITED.BO,NDLVENTURE.BO,VSTIND.BO,NAVINFLUOR.BO,ARVIND.BO,NIITLTD.BO,VAIBHAVGBL.BO,PRAKASH.BO,FORCEMOT.BO,SANGHVIMOV.BO,VHL.BO,PRICOLLTD.BO,GENUSPOWER.BO,COCHINM.BO,AKCAPIT.BO,MANAKSIA.BO,BANCOINDIA.BO,SUBROS.BO,MAITHANALL.BO,VENUSREM.BO,DIACABS.BO,UFLEX.BO,ANDHRSUGAR.BO,VISAKAIND.BO,BALAMINES.BO,KCP.BO,AURIONPRO.BO
2013-07-01,2013-10-01,-0.039425,0.054572,29,SPIC.BO,SWELECTES.BO,GFLLIMITED.BO,KOTHARIPRO.BO,GAEL.BO,COFORGE.BO,MANAKSIA.BO,VSTIND.BO,HFIL.BO,TIIL.BO,NMDC.BO,MASTEK.BO,BANCOINDIA.BO,MAITHANALL.BO,ISTLTD.BO,DCW.BO,DOLPHINOFF.BO,PREMIER.BO,VISAKAIND.BO,COCHINM.BO,SAURASHCEM.BO,DHANI.BO,TAKE.BO,ZYDUSWELL.BO,AMBIKCO.BO,HERCULES.BO,MUNJALAU.BO,MAFATIND.BO,MUNJALSHOW.BO,BAYERCROP.BO
2013-10-01,2014-01-01,0.228301,0.086053,28,HCLTECH.BO,SPIC.BO,SWELECTES.BO,GFLLIMITED.BO,KOTHARIPRO.BO,GAEL.BO,COFORGE.BO,MANAKSIA.BO,VSTIND.BO,HFIL.BO,TIIL.BO,NMDC.BO,MASTEK.BO,BANCOINDIA.BO,MAITHANALL.BO,ISTLTD.BO,DCW.BO,DOLPHINOFF.BO,PREMIER.BO,VISAKAIND.BO,COCHINM.BO,SAURASHCEM.BO,DHANI.BO,TAKE.BO,ZYDUSWELL.BO,AMBIKCO.BO,HERCULES.BO,MUNJALAU.BO,MAFATIND.BO,MUNJALSHOW.BO
