rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,holdings
2014-01-01,2014-04-01,0.096436,0.033661,28,HCLTECH.BO,SPIC.BO,SWELECTES.BO,GFLLIMITED.BO,KOTHARIPRO.BO,GAEL.BO,COFORGE.BO,MANAKSIA.BO,VSTIND.BO,HFIL.BO,TIIL.BO,NMDC.BO,MASTEK.BO,BANCOINDIA.BO,MAITHANALL.BO,ISTLTD.BO,DCW.BO,DOLPHINOFF.BO,PREMIER.BO,VISAKAIND.BO,COCHINM.BO,SAURASHCEM.BO,DHANI.BO,TAKE.BO,ZYDUSWELL.BO,AMBIKCO.BO,HERCULES.BO,MUNJALAU.BO,MAFATIND.BO,MUNJALSHOW.BO
2014-04-01,2014-07-01,0.487999,0.051664,28,HCLTECH.BO,SPIC.BO,SWELECTES.BO,GFLLIMITED.BO,KOTHARIPRO.BO,GAEL.BO,COFORGE.BO,MANAKSIA.BO,VSTIND.BO,HFIL.BO,TIIL.BO,NMDC.BO,MASTEK.BO,BANCOINDIA.BO,MAITHANALL.BO,ISTLTD.BO,DCW.BO,DOLPHINOFF.BO,PREMIER.BO,VISAKAIND.BO,COCHINM.BO,SAURASHCEM.BO,DHANI.BO,TAKE.BO,ZYDUSWELL.BO,AMBIKCO.BO,HERCULES.BO,MUNJALAU.BO,MAFATIND.BO,MUNJALSHOW.BO
2014-07-01,2014-10-01,0.292607,-0.008988,26,HCLTECH.BO,GUJAPOLLO.BO,IFGLEXPOR.BO,GAEL.BO,HFCL.BO,DOLPHINOFF.BO,ISTLTD.BO,MANAKSIA.BO,TIIL.BO,KITEX.BO,BANCOINDIA.BO,BBTC.BO,AMBIKCO.BO,IFBAGRO.BO,ZYDUSWELL.BO,AGVENTURES.BO,RSSOFTWARE.BO,BENGALASM.BO,SIYSIL.BO,AURIONPRO.BO,VENUSREM.BO,GENUSPOWER.BO,DEEPAKFERT.BO,XCHANGING.BO,TIMETECHNO.BO,KSL.BO,IRCON.BO,SANDESH.BO,SHIVAMAUTO.BO,MUNJALSHOW.BO
2014-10-01,2015-01-01,0.106361,0.062803,26,GUJAPOLLO.BO,IFGLEXPOR.BO,GAEL.BO,HFCL.BO,DOLPHINOFF.BO,ISTLTD.BO,MANAKSIA.BO,TIIL.BO,KITEX.BO,BANCOINDIA.BO,BBTC.BO,AMBIKCO.BO,IFBAGRO.BO,ZYDUSWELL.BO,AGVENTURES.BO,RSSOFTWARE.BO,BENGALASM.BO,SIYSIL.BO,AURIONPRO.BO,VENUSREM.BO,GENUSPOWER.BO,DEEPAKFERT.BO,XCHANGING.BO,TIMETECHNO.BO,KSL.BO,IRCON.BO,SANDESH.BO,SHIVAMAUTO.BO,MUNJALSHOW.BO,MANALIPETC.BO
2015-01-01,2015-04-01,-0.036287,0.005786,26,GUJAPOLLO.BO,IFGLEXPOR.BO,GAEL.BO,HFCL.BO,DOLPHINOFF.BO,ISTLTD.BO,MANAKSIA.BO,TIIL.BO,KITEX.BO,BANCOINDIA.BO,BBTC.BO,AMBIKCO.BO,IFBAGRO.BO,ZYDUSWELL.BO,AGVENTURES.BO,RSSOFTWARE.BO,BENGALASM.BO,SIYSIL.BO,AURIONPRO.BO,VENUSREM.BO,GENUSPOWER.BO,DEEPAKFERT.BO,XCHANGING.BO,TIMETECHNO.BO,KSL.BO,IRCON.BO,SANDESH.BO,SHIVAMAUTO.BO,MUNJALSHOW.BO,MANALIPETC.BO
2015-04-01,2015-07-01,0.04183,0.013656,26,GUJAPOLLO.BO,IFGLEXPOR.BO,GAEL.BO,HFCL.BO,DOLPHINOFF.BO,ISTLTD.BO,MANAKSIA.BO,TIIL.BO,KITEX.BO,HEUBACHIND.BO,BANCOINDIA.BO,BBTC.BO,AMBIKCO.BO,IFBAGRO.BO,ZYDUSWELL.BO,AGVENTURES.BO,RSSOFTWARE.BO,BENGALASM.BO,SIYSIL.BO,AURIONPRO.BO,VENUSREM.BO,GENUSPOWER.BO,DEEPAKFERT.BO,TIMETECHNO.BO,KSL.BO,IRCON.BO,SANDESH.BO,SHIVAMAUTO.BO,MUNJALSHOW.BO,MANALIPETC.BO
2015-07-01,2015-10-01,0.131127,-0.069254,26,GFLLIMITED.BO,63MOONS.BO,SVGLOBAL.BO,SUVEN.BO,SEAMECLTD.BO,BENGALASM.BO,HEUBACHIND.BO,SAGCEM.BO,BHAGERIA.BO,BHAGIL.BO,GAEL.BO,PEL.BO,RGL.BO,IFGLEXPOR.BO,RICOAUTO.BO,SASKEN.BO,BCG.BO,TIMETECHNO.BO,ISTLTD.BO,GRAUWEIL.BO,DAICHI.BO,MANINDS.BO,POWERMECH.BO,GUJALKALI.BO,KSE.BO,HFCL.BO,MAITHANALL.BO,STAR.BO,GMBREW.BO,GALLANTT.BO
2015-10-01,2016-01-01,0.230532,0.052541,27,GFLLIMITED.BO,63MOONS.BO,SVGLOBAL.BO,SUVEN.BO,SEAMECLTD.BO,BENGALASM.BO,HEUBACHIND.BO,SAGCEM.BO,BHAGERIA.BO,BHAGIL.BO,GAEL.BO,PEL.BO,RGL.BO,IFGLEXPOR.BO,RICOAUTO.BO,SASKEN.BO,BCG.BO,TIMETECHNO.BO,ISTLTD.BO,GRAUWEIL.BO,DAICHI.BO,MANINDS.BO,POWERMECH.BO,GUJALKALI.BO,KSE.BO,HFCL.BO,MAITHANALL.BO,STAR.BO,GMBREW.BO,GALLANTT.BO
2016-01-01,2016-04-01,-0.158574,0.034644,27,GFLLIMITED.BO,63MOONS.BO,SVGLOBAL.BO,SUVEN.BO,SEAMECLTD.BO,BENGALASM.BO,HEUBACHIND.BO,SAGCEM.BO,BHAGIL.BO,BHAGERIA.BO,GAEL.BO,PEL.BO,RGL.BO,IFGLEXPOR.BO,RICOAUTO.BO,SASKEN.BO,BCG.BO,TIMETECHNO.BO,ISTLTD.BO,GRAUWEIL.BO,DAICHI.BO,MANINDS.BO,POWERMECH.BO,GUJALKALI.BO,KSE.BO,HFCL.BO,MAITHANALL.BO,STAR.BO,GMBREW.BO,GALLANTT.BO
2016-04-01,2016-07-01,0.212208,0.01974,28,GFLLIMITED.BO,63MOONS.BO,SVGLOBAL.BO,SUVEN.BO,SEAMECLTD.BO,BENGALASM.BO,HEUBACHIND.BO,SAGCEM.BO,BHAGERIA.BO,BHAGIL.BO,GAEL.BO,PEL.BO,RGL.BO,IFGLEXPOR.BO,RICOAUTO.BO,SASKEN.BO,BCG.BO,TIMETECHNO.BO,ISTLTD.BO,GRAUWEIL.BO,DAICHI.BO,MANINDS.BO,POWERMECH.BO,GUJALKALI.BO,KSE.BO,HFCL.BO,MAITHANALL.BO,STAR.BO,GMBREW.BO,GALLANTT.BO
2016-07-01,2016-10-01,0.064694,0.033113,24,CHEMBOND.BO,KIRIINDUS.BO,VHL.BO,GATECHDVR.BO,GATECH.BO,BCG.BO,GARFIBRES.BO,SUVEN.BO,GAEL.BO,SCI.BO,SASKEN.BO,GOLDIAM.BO,ALEMBICLTD.BO,BFINVEST.BO,IFGLEXPOR.BO,ALBERTDA.BO,JSWINFRA.BO,MAITHANALL.BO,NOIDATOLL.BO,GESHIP.BO,MANINDS.BO,GALLANTT.BO,CHOLAHLDNG.BO,TNPETRO.BO,RGL.BO,POWERMECH.BO,TRIGYN.BO,JINDALPOLY.BO,IGPL.BO,TRANSWORLD.BO
2016-10-01,2017-01-01,-0.053038,0.050038,24,CHEMBOND.BO,KIRIINDUS.BO,VHL.BO,GATECHDVR.BO,GATECH.BO,BCG.BO,GARFIBRES.BO,SUVEN.BO,GAEL.BO,SCI.BO,SASKEN.BO,GOLDIAM.BO,ALEMBICLTD.BO,BFINVEST.BO,IFGLEXPOR.BO,ALBERTDA.BO,JSWINFRA.BO,MAITHANALL.BO,NOIDATOLL.BO,GESHIP.BO,MANINDS.BO,GALLANTT.BO,CHOLAHLDNG.BO,TNPETRO.BO,RGL.BO,POWERMECH.BO,TRIGYN.BO,JINDALPOLY.BO,IGPL.BO,TRANSWORLD.BO
2017-01-01,2017-04-01,0.17148,0.04934,24,CHEMBOND.BO,KIRIINDUS.BO,VHL.BO,GATECHDVR.BO,GATECH.BO,BCG.BO,GARFIBRES.BO,SUVEN.BO,GAEL.BO,SCI.BO,SASKEN.BO,GOLDIAM.BO,ALEMBICLTD.BO,BFINVEST.BO,IFGLEXPOR.BO,ALBERTDA.BO,JSWINFRA.BO,MAITHANALL.BO,NOIDATOLL.BO,GESHIP.BO,MANINDS.BO,GALLANTT.BO,CHOLAHLDNG.BO,TNPETRO.BO,RGL.BO,POWERMECH.BO,TRIGYN.BO,JINDALPOLY.BO,IGPL.BO,TRANSWORLD.BO
2017-04-01,2017-07-01,0.044584,0.034254,24,CHEMBOND.BO,KIRIINDUS.BO,VHL.BO,GATECHDVR.BO,GATECH.BO,BCG.BO,GARFIBRES.BO,SUVEN.BO,GAEL.BO,SCI.BO,SASKEN.BO,GOLDIAM.BO,ALEMBICLTD.BO,BFINVEST.BO,IFGLEXPOR.BO,ALBERTDA.BO,JSWINFRA.BO,MAITHANALL.BO,NOIDATOLL.BO,GESHIP.BO,MANINDS.BO,GALLANTT.BO,CHOLAHLDNG.BO,TNPETRO.BO,RGL.BO,POWERMECH.BO,TRIGYN.BO,JINDALPOLY.BO,IGPL.BO,TRANSWORLD.BO
2017-07-01,2017-10-01,0.22723,0.046876,23,DHUNINV.BO,DPL.BO,DVL.BO,IWEL.BO,BCG.BO,MAWANASUG.BO,SUVEN.BO,AJMERA.BO,UTIAMC.BO,KIRIINDUS.BO,VHL.BO,JSWINFRA.BO,GARFIBRES.BO,BORORENEW.BO,GATECH.BO,GATECHDVR.BO,AVAILFC.BO,MANAKSIA.BO,STARPAPER.BO,BFINVEST.BO,SANGHVIMOV.BO,GAEL.BO,ISTLTD.BO,VLSFINANCE.BO,ALEMBICLTD.BO,INDTONER.BO,BSOFT.BO,KITEX.BO,POLYPLEX.BO,MAZDOCK.BO
2017-10-01,2018-01-01,0.274916,0.070654,24,DHUNINV.BO,DPL.BO,DVL.BO,IWEL.BO,BCG.BO,MAWANASUG.BO,SUVEN.BO,AJMERA.BO,UTIAMC.BO,KIRIINDUS.BO,VHL.BO,JSWINFRA.BO,GARFIBRES.BO,BORORENEW.BO,GATECH.BO,GATECHDVR.BO,AVAILFC.BO,MANAKSIA.BO,STARPAPER.BO,BFINVEST.BO,SANGHVIMOV.BO,GAEL.BO,ISTLTD.BO,VLSFINANCE.BO,ALEMBICLTD.BO,INDTONER.BO,BSOFT.BO,KITEX.BO,POLYPLEX.BO,MAZDOCK.BO
2018-01-01,2018-04-01,-0.158913,-0.038208,24,DHUNINV.BO,DPL.BO,DVL.BO,IWEL.BO,BCG.BO,MAWANASUG.BO,SUVEN.BO,AJMERA.BO,UTIAMC.BO,KIRIINDUS.BO,VHL.BO,JSWINFRA.BO,GARFIBRES.BO,BORORENEW.BO,GATECH.BO,GATECHDVR.BO,AVAILFC.BO,MANAKSIA.BO,STARPAPER.BO,BFINVEST.BO,SANGHVIMOV.BO,GAEL.BO,ISTLTD.BO,VLSFINANCE.BO,ALEMBICLTD.BO,INDTONER.BO,BSOFT.BO,KITEX.BO,POLYPLEX.BO,MAZDOCK.BO
2018-04-01,2018-07-01,-0.127084,0.060615,24,DHUNINV.BO,DPL.BO,DVL.BO,IWEL.BO,BCG.BO,MAWANASUG.BO,SUVEN.BO,AJMERA.BO,UTIAMC.BO,KIRIINDUS.BO,VHL.BO,JSWINFRA.BO,GARFIBRES.BO,BORORENEW.BO,GATECHDVR.BO,GATECH.BO,AVAILFC.BO,MANAKSIA.BO,STARPAPER.BO,BFINVEST.BO,SANGHVIMOV.BO,GAEL.BO,ISTLTD.BO,VLSFINANCE.BO,ALEMBICLTD.BO,INDTONER.BO,BSOFT.BO,KITEX.BO,POLYPLEX.BO,MAZDOCK.BO
2018-07-01,2018-10-01,-0.071628,0.07796,24,BCG.BO,THOMASCOOK.BO,UNICHEMLAB.BO,SUVEN.BO,COMPEAU.BO,PML.BO,ASHIMASYN.BO,SILINV.BO,AVAILFC.BO,TATACHEM.BO,JSWINFRA.BO,KIRIINDUS.BO,SEQUENT.BO,FIBERWEB.BO,GARFIBRES.BO,MAHAPEXLTD.BO,SHRIRAMPPS.BO,IBREALEST.BO,HINDPETRO.BO,DWARKESH.BO,GALLANTT.BO,CREST.BO,ISTLTD.BO,UCAL.BO,KUANTUM.BO,HTMEDIA.BO,PRAKASH.BO,STARPAPER.BO,SELAN.BO,DEEPENR.BO
2018-10-01,2019-01-01,-0.020979,-0.137418,24,BCG.BO,THOMASCOOK.BO,UNICHEMLAB.BO,SUVEN.BO,COMPEAU.BO,PML.BO,ASHIMASYN.BO,SILINV.BO,AVAILFC.BO,TATACHEM.BO,JSWINFRA.BO,KIRIINDUS.BO,SEQUENT.BO,FIBERWEB.BO,GARFIBRES.BO,MAHAPEXLTD.BO,SHRIRAMPPS.BO,IBREALEST.BO,HINDPETRO.BO,DWARKESH.BO,GALLANTT.BO,CREST.BO,ISTLTD.BO,UCAL.BO,KUANTUM.BO,HTMEDIA.BO,PRAKASH.BO,STARPAPER.BO,SELAN.BO,DEEPENR.BO
2019-01-01,2019-04-01,-0.019786,0.147523,24,BCG.BO,THOMASCOOK.BO,UNICHEMLAB.BO,SUVEN.BO,COMPEAU.BO,PML.BO,ASHIMASYN.BO,SILINV.BO,AVAILFC.BO,TATACHEM.BO,JSWINFRA.BO,KIRIINDUS.BO,SEQUENT.BO,FIBERWEB.BO,GARFIBRES.BO,MAHAPEXLTD.BO,SHRIRAMPPS.BO,IBREALEST.BO,HINDPETRO.BO,DWARKESH.BO,GALLANTT.BO,CREST.BO,ISTLTD.BO,UCAL.BO,KUANTUM.BO,HTMEDIA.BO,PRAKASH.BO,STARPAPER.BO,SELAN.BO,DEEPENR.BO
2019-04-01,2019-07-01,-0.089153,0.039428,24,BCG.BO,THOMASCOOK.BO,UNICHEMLAB.BO,SUVEN.BO,COMPEAU.BO,PML.BO,ASHIMASYN.BO,SILINV.BO,AVAILFC.BO,TATACHEM.BO,JSWINFRA.BO,KIRIINDUS.BO,SEQUENT.BO,FIBERWEB.BO,GARFIBRES.BO,MAHAPEXLTD.BO,SHRIRAMPPS.BO,IBREALEST.BO,HINDPETRO.BO,DWARKESH.BO,GALLANTT.BO,CREST.BO,ISTLTD.BO,UCAL.BO,KUANTUM.BO,HTMEDIA.BO,PRAKASH.BO,STARPAPER.BO,SELAN.BO,DEEPENR.BO
2019-07-01,2019-10-01,-0.164603,-0.003604,27,BCG.BO,ABREL.BO,PILANIINVS.BO,A2ZINFRA.BO,GFLLIMITED.BO,JWL.BO,SAKUMA.BO,PRAKASH.BO,SUVEN.BO,GRAPHITE.BO,HEXATRADEX.BO,HEG.BO,EROSMEDIA.BO,PGIL.BO,JINDALSAW.BO,ISTLTD.BO,KITEX.BO,MAJESAUT.BO,VHL.BO,AVAILFC.BO,STARPAPER.BO,GALLANTT.BO,FOODSIN.BO,GARFIBRES.BO,NIITLTD.BO,VIRINCHI.BO,GOLDIAM.BO,DCMSRIND.BO,OIL.BO,HINDPETRO.BO
2019-10-01,2020-01-01,0.056286,0.113315,27,BCG.BO,ABREL.BO,PILANIINVS.BO,A2ZINFRA.BO,GFLLIMITED.BO,JWL.BO,SAKUMA.BO,PRAKASH.BO,SUVEN.BO,GRAPHITE.BO,HEXATRADEX.BO,HEG.BO,EROSMEDIA.BO,PGIL.BO,JINDALSAW.BO,ISTLTD.BO,KITEX.BO,MAJESAUT.BO,VHL.BO,AVAILFC.BO,STARPAPER.BO,GALLANTT.BO,FOODSIN.BO,GARFIBRES.BO,NIITLTD.BO,VIRINCHI.BO,GOLDIAM.BO,DCMSRIND.BO,OIL.BO,HINDPETRO.BO
2020-01-01,2020-04-01,-0.347368,-0.237859,27,BCG.BO,ABREL.BO,PILANIINVS.BO,A2ZINFRA.BO,GFLLIMITED.BO,JWL.BO,SAKUMA.BO,PRAKASH.BO,SUVEN.BO,GRAPHITE.BO,HEXATRADEX.BO,HEG.BO,EROSMEDIA.BO,PGIL.BO,JINDALSAW.BO,ISTLTD.BO,KITEX.BO,MAJESAUT.BO,VHL.BO,AVAILFC.BO,STARPAPER.BO,GALLANTT.BO,FOODSIN.BO,GARFIBRES.BO,NIITLTD.BO,VIRINCHI.BO,GOLDIAM.BO,DCMSRIND.BO,OIL.BO,HINDPETRO.BO
2020-04-01,2020-07-01,0.512899,0.26705,27,BCG.BO,ABREL.BO,PILANIINVS.BO,A2ZINFRA.BO,GFLLIMITED.BO,JWL.BO,SAKUMA.BO,PRAKASH.BO,SUVEN.BO,GRAPHITE.BO,HEXATRADEX.BO,HEG.BO,EROSMEDIA.BO,PGIL.BO,JINDALSAW.BO,ISTLTD.BO,KITEX.BO,MAJESAUT.BO,VHL.BO,AVAILFC.BO,STARPAPER.BO,GALLANTT.BO,FOODSIN.BO,GARFIBRES.BO,NIITLTD.BO,VIRINCHI.BO,GOLDIAM.BO,DCMSRIND.BO,OIL.BO,HINDPETRO.BO
2020-07-01,2020-10-01,0.116806,0.089758,27,NIITLTD.BO,COFFEEDAY.BO,BCG.BO,TATACHEM.BO,HLVLTD.BO,USHAMART.BO,OIL.BO,JINDALPOLY.BO,POWERMECH.BO,KITEX.BO,ESTER.BO,DALMIASUG.BO,EVEREADY.BO,NRAGRINDQ.BO,NRAIL.BO,POKARNA.BO,GHCL.BO,FIEMIND.BO,WSTCSTPAPR.BO,BANSWRAS.BO,ANDHRSUGAR.BO,ELECON.BO,KIRIINDUS.BO,WELCORP.BO,AVAILFC.BO,ANDHRAPAP.BO,ALEMBICLTD.BO,IOLCP.BO,JKPAPER.BO,INDIAGLYCO.BO
2020-10-01,2021-01-01,0.263697,0.098851,27,NIITLTD.BO,COFFEEDAY.BO,BCG.BO,TATACHEM.BO,HLVLTD.BO,USHAMART.BO,OIL.BO,JINDALPOLY.BO,POWERMECH.BO,KITEX.BO,ESTER.BO,DALMIASUG.BO,EVEREADY.BO,NRAGRINDQ.BO,NRAIL.BO,POKARNA.BO,GHCL.BO,FIEMIND.BO,WSTCSTPAPR.BO,BANSWRAS.BO,ANDHRSUGAR.BO,ELECON.BO,KIRIINDUS.BO,WELCORP.BO,AVAILFC.BO,ANDHRAPAP.BO,ALEMBICLTD.BO,IOLCP.BO,JKPAPER.BO,INDIAGLYCO.BO
2021-01-01,2021-04-01,0.141346,0.089843,27,NIITLTD.BO,COFFEEDAY.BO,BCG.BO,TATACHEM.BO,HLVLTD.BO,USHAMART.BO,OIL.BO,JINDALPOLY.BO,POWERMECH.BO,KITEX.BO,ESTER.BO,DALMIASUG.BO,EVEREADY.BO,NRAIL.BO,NRAGRINDQ.BO,POKARNA.BO,GHCL.BO,FIEMIND.BO,WSTCSTPAPR.BO,BANSWRAS.BO,ANDHRSUGAR.BO,ELECON.BO,KIRIINDUS.BO,WELCORP.BO,AVAILFC.BO,ANDHRAPAP.BO,ALEMBICLTD.BO,IOLCP.BO,JKPAPER.BO,INDIAGLYCO.BO
2021-04-01,2021-07-01,0.432159,0.077972,27,NIITLTD.BO,COFFEEDAY.BO,BCG.BO,TATACHEM.BO,HLVLTD.BO,USHAMART.BO,OIL.BO,JINDALPOLY.BO,POWERMECH.BO,KITEX.BO,ESTER.BO,DALMIASUG.BO,EVEREADY.BO,NRAIL.BO,NRAGRINDQ.BO,POKARNA.BO,GHCL.BO,FIEMIND.BO,WSTCSTPAPR.BO,BANSWRAS.BO,ANDHRSUGAR.BO,ELECON.BO,KIRIINDUS.BO,WELCORP.BO,AVAILFC.BO,ANDHRAPAP.BO,ALEMBICLTD.BO,IOLCP.BO,JKPAPER.BO,INDIAGLYCO.BO
2021-07-01,2021-10-01,0.09674,0.01208,25,AURUM.BO,DPL.BO,TRANSWORLD.BO,BCG.BO,RANASUG.BO,DVL.BO,AVAILFC.BO,MAWANASUG.BO,OIL.BO,WEBELSOLAR.BO,BOMOXY-B1.BO,HMAAGRO.BO,TRIGYN.BO,3IINFOTECH.BO,UFLEX.BO,ROSSELLIND.BO,GINNIFILA.BO,BAJAJST.BO,TNPETRO.BO,SHREYAS.BO,PTL.BO,YSL.BO,HEUBACHIND.BO,GPIL.BO,ZEEMEDIA.BO,AGARIND.BO,SARDAEN.BO,KMSUGAR.BO,JINDALPOLY.BO,SHBAJRG.BO
2021-10-01,2022-01-01,0.181704,0.103963,25,AURUM.BO,DPL.BO,TRANSWORLD.BO,BCG.BO,RANASUG.BO,DVL.BO,AVAILFC.BO,MAWANASUG.BO,OIL.BO,WEBELSOLAR.BO,BOMOXY-B1.BO,HMAAGRO.BO,TRIGYN.BO,3IINFOTECH.BO,UFLEX.BO,ROSSELLIND.BO,GINNIFILA.BO,BAJAJST.BO,TNPETRO.BO,SHREYAS.BO,PTL.BO,YSL.BO,HEUBACHIND.BO,GPIL.BO,ZEEMEDIA.BO,AGARIND.BO,SARDAEN.BO,KMSUGAR.BO,JINDALPOLY.BO,SHBAJRG.BO
2022-01-01,2022-04-01,0.080214,-0.04894,25,AURUM.BO,DPL.BO,TRANSWORLD.BO,BCG.BO,RANASUG.BO,DVL.BO,AVAILFC.BO,MAWANASUG.BO,OIL.BO,WEBELSOLAR.BO,BOMOXY-B1.BO,HMAAGRO.BO,TRIGYN.BO,3IINFOTECH.BO,UFLEX.BO,ROSSELLIND.BO,GINNIFILA.BO,BAJAJST.BO,TNPETRO.BO,SHREYAS.BO,PTL.BO,YSL.BO,HEUBACHIND.BO,GPIL.BO,ZEEMEDIA.BO,AGARIND.BO,SARDAEN.BO,KMSUGAR.BO,JINDALPOLY.BO,SHBAJRG.BO
2022-04-01,2022-07-01,-0.203449,-0.15463,25,AURUM.BO,DPL.BO,TRANSWORLD.BO,BCG.BO,RANASUG.BO,DVL.BO,AVAILFC.BO,MAWANASUG.BO,OIL.BO,WEBELSOLAR.BO,BOMOXY-B1.BO,HMAAGRO.BO,TRIGYN.BO,3IINFOTECH.BO,UFLEX.BO,ROSSELLIND.BO,GINNIFILA.BO,BAJAJST.BO,TNPETRO.BO,SHREYAS.BO,PTL.BO,YSL.BO,HEUBACHIND.BO,GPIL.BO,ZEEMEDIA.BO,AGARIND.BO,SARDAEN.BO,KMSUGAR.BO,JINDALPOLY.BO,SHBAJRG.BO
2022-07-01,2022-10-01,0.04104,-0.034415,25,ISMTLTD.BO,JPOLYINVST.BO,JINDALPHOT.BO,AVAILFC.BO,PANACEABIO.BO,HGS.BO,INDIANCARD.BO,DPL.BO,ELPROINTL.BO,UNIVPHOTO.BO,HFIL.BO,SASTASUNDR.BO,DVL.BO,VGCL.BO,MANAKSIA.BO,VHL.BO,INDSILHYD.BO,EXIDEIND.BO,SURYALA.BO,OIL.BO,SHBAJRG.BO,SCANSTL.BO,LKPFIN.BO,SAIL.BO,SPORTKING.BO,GPIL.BO,ANDHRAPET.BO,DCMNVL.BO,THAKDEV.BO,SHREYAS.BO
2022-10-01,2023-01-01,0.038243,0.043514,25,ISMTLTD.BO,JPOLYINVST.BO,JINDALPHOT.BO,AVAILFC.BO,PANACEABIO.BO,HGS.BO,INDIANCARD.BO,DPL.BO,ELPROINTL.BO,UNIVPHOTO.BO,HFIL.BO,SASTASUNDR.BO,DVL.BO,VGCL.BO,MANAKSIA.BO,VHL.BO,INDSILHYD.BO,EXIDEIND.BO,SURYALA.BO,OIL.BO,SHBAJRG.BO,SCANSTL.BO,LKPFIN.BO,SAIL.BO,SPORTKING.BO,GPIL.BO,ANDHRAPET.BO,DCMNVL.BO,THAKDEV.BO,SHREYAS.BO
2023-01-01,2023-04-01,-0.030195,0.083236,25,ISMTLTD.BO,JPOLYINVST.BO,JINDALPHOT.BO,AVAILFC.BO,PANACEABIO.BO,HGS.BO,INDIANCARD.BO,DPL.BO,ELPROINTL.BO,UNIVPHOTO.BO,HFIL.BO,SASTASUNDR.BO,DVL.BO,VGCL.BO,MANAKSIA.BO,VHL.BO,INDSILHYD.BO,EXIDEIND.BO,SURYALA.BO,OIL.BO,SHBAJRG.BO,SCANSTL.BO,LKPFIN.BO,SAIL.BO,SPORTKING.BO,GPIL.BO,ANDHRAPET.BO,DCMNVL.BO,THAKDEV.BO,SHREYAS.BO
2023-04-01,2023-07-01,0.186189,0.083931,25,ISMTLTD.BO,JPOLYINVST.BO,JINDALPHOT.BO,AVAILFC.BO,PANACEABIO.BO,HGS.BO,INDIANCARD.BO,DPL.BO,ELPROINTL.BO,UNIVPHOTO.BO,HFIL.BO,SASTASUNDR.BO,DVL.BO,VGCL.BO,MANAKSIA.BO,VHL.BO,INDSILHYD.BO,EXIDEIND.BO,SURYALA.BO,OIL.BO,SHBAJRG.BO,SCANSTL.BO,LKPFIN.BO,SAIL.BO,SPORTKING.BO,GPIL.BO,ANDHRAPET.BO,DCMNVL.BO,THAKDEV.BO,SHREYAS.BO
2023-07-01,2023-10-01,0.219954,-0.033752,25,GFLLIMITED.BO,AVAILFC.BO,SOMATEX.BO,CHENNPETRO.BO,CREST.BO,AVONMORE.BO,DHUNINV.BO,PVP.BO,DVL.BO,BARODARY.BO,MAGNUM.BO,HERCULES.BO,JPOLYINVST.BO,ASMS.BO,NATPEROX.BO,NAPEROL.BO,OIL.BO,BCG.BO,SKMEGGPROD.BO,TTKHEALTH.BO,SUNFLAG.BO,JISLDVREQS.BO,JISLJALEQS.BO,WELENT.BO,TRANSWORLD.BO,MMTC.BO,SHREYANIND.BO,TGVSL.BO,IDFC.BO,ANDHRAPAP.BO
2023-10-01,2024-01-01,0.133129,0.110602,25,GFLLIMITED.BO,AVAILFC.BO,SOMATEX.BO,CHENNPETRO.BO,CREST.BO,AVONMORE.BO,DHUNINV.BO,PVP.BO,DVL.BO,BARODARY.BO,MAGNUM.BO,HERCULES.BO,JPOLYINVST.BO,ASMS.BO,NAPEROL.BO,NATPEROX.BO,OIL.BO,BCG.BO,SKMEGGPROD.BO,TTKHEALTH.BO,SUNFLAG.BO,JISLJALEQS.BO,JISLDVREQS.BO,WELENT.BO,TRANSWORLD.BO,MMTC.BO,SHREYANIND.BO,TGVSL.BO,IDFC.BO,ANDHRAPAP.BO
2024-01-01,2024-04-01,0.10299,0.10819,26,GFLLIMITED.BO,AVAILFC.BO,SOMATEX.BO,CHENNPETRO.BO,CREST.BO,AVONMORE.BO,DHUNINV.BO,PVP.BO,DVL.BO,BARODARY.BO,MAGNUM.BO,HERCULES.BO,JPOLYINVST.BO,ASMS.BO,NATPEROX.BO,NAPEROL.BO,OIL.BO,BCG.BO,SKMEGGPROD.BO,TTKHEALTH.BO,SUNFLAG.BO,JISLDVREQS.BO,JISLJALEQS.BO,WELENT.BO,TRANSWORLD.BO,MMTC.BO,SHREYANIND.BO,TGVSL.BO,IDFC.BO,ANDHRAPAP.BO
2024-04-01,2024-07-01,0.121464,0.047751,26,GFLLIMITED.BO,AVAILFC.BO,SOMATEX.BO,CHENNPETRO.BO,CREST.BO,AVONMORE.BO,DHUNINV.BO,PVP.BO,DVL.BO,BARODARY.BO,MAGNUM.BO,HERCULES.BO,JPOLYINVST.BO,ASMS.BO,NATPEROX.BO,NAPEROL.BO,OIL.BO,BCG.BO,SKMEGGPROD.BO,TTKHEALTH.BO,SUNFLAG.BO,JISLDVREQS.BO,JISLJALEQS.BO,WELENT.BO,TRANSWORLD.BO,MMTC.BO,SHREYANIND.BO,TGVSL.BO,IDFC.BO,ANDHRAPAP.BO
