symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
4151.T,2022-07-01,7,0,upgrade_large,0.026357,-0.006367,0.032724,0.042833,-0.000995,0.043828,0.001647,0.051731,-0.050084,0.092255,-0.079188,0.171443
4202.T,2022-07-01,6,0,upgrade_large,0.020514,-0.006367,0.026881,0.022929,-0.000995,0.023924,0.018099,0.051731,-0.033632,0.048453,-0.079188,0.127641
4587.T,2022-07-01,7,0,upgrade_large,0.009482,-0.006367,0.015849,0.134938,-0.000995,0.135933,0.154632,0.051731,0.102901,0.177972,-0.079188,0.257161
5110.T,2022-07-01,2,3,upgrade_small,0.012257,-0.006367,0.018624,0.077874,-0.000995,0.078869,0.057751,0.051731,0.00602,0.007,-0.079188,0.086188
5334.T,2022-07-01,10,1,upgrade_large,0.014193,-0.006367,0.02056,0.026719,-0.000995,0.027713,0.113149,0.051731,0.061418,0.102218,-0.079188,0.181406
5631.T,2022-07-01,3,0,upgrade_medium,0.016382,-0.006367,0.022749,0.066554,-0.000995,0.067549,0.044367,0.051731,-0.007364,-0.018748,-0.079188,0.06044
5713.T,2022-07-01,8,1,upgrade_large,-0.003385,-0.006367,0.002982,-0.017166,-0.000995,-0.016171,0.00387,0.051731,-0.047861,0.028626,-0.079188,0.107815
6856.T,2022-07-01,4,0,upgrade_medium,0.01207,-0.006367,0.018437,0.051725,-0.000995,0.05272,0.122414,0.051731,0.070683,-0.032758,-0.079188,0.04643
5741.T,2022-07-01,5,0,upgrade_large,0.01388,-0.006367,0.020247,0.0,-0.000995,0.000995,0.066537,0.051731,0.014806,-0.041168,-0.079188,0.03802
3863.T,2022-07-01,0,2,downgrade_cluster,0.023039,-0.006367,0.029405,0.031417,-0.000995,0.032412,0.01466,0.051731,-0.037071,-0.01466,-0.079188,0.064528
4205.T,2022-07-01,5,0,upgrade_large,0.024427,-0.006367,0.030794,0.04351,-0.000995,0.044505,0.030533,0.051731,-0.021198,-0.010739,-0.079188,0.06845
4503.T,2022-07-01,3,1,upgrade_medium,0.032304,-0.006367,0.038671,0.05125,-0.000995,0.052245,-0.025505,0.051731,-0.077236,-0.053619,-0.079188,0.025569
4528.T,2022-07-01,7,0,upgrade_large,0.004924,-0.006367,0.011291,0.110949,-0.000995,0.111944,-0.007533,0.051731,-0.059264,-0.010819,-0.079188,0.06837
4733.T,2022-07-01,1,3,downgrade_cluster,0.008455,-0.006367,0.014822,0.026426,-0.000995,0.027421,-0.042283,0.051731,-0.094014,-0.045396,-0.079188,0.033792
2651.T,2022-07-01,0,2,downgrade_cluster,0.005642,-0.006367,0.012009,0.033859,-0.000995,0.034854,0.083521,0.051731,0.03179,0.087403,-0.079188,0.166591
4581.T,2022-07-01,0,4,downgrade_cluster,0.005639,-0.006367,0.012006,0.041353,-0.000995,0.042348,-0.037593,0.051731,-0.089324,0.005936,-0.079188,0.085125
4739.T,2022-07-01,7,0,upgrade_large,0.039455,-0.006367,0.045822,0.06677,-0.000995,0.067765,0.084978,0.051731,0.033247,0.041308,-0.079188,0.120496
4921.T,2022-07-01,3,0,upgrade_medium,0.021858,-0.006367,0.028225,0.036433,-0.000995,0.037428,0.010526,0.051731,-0.041205,0.171438,-0.079188,0.250626
6028.T,2022-07-01,6,0,upgrade_large,0.028364,-0.006367,0.03473,0.125452,-0.000995,0.126446,0.112725,0.051731,0.060994,0.121816,-0.079188,0.201004
8279.T,2022-07-01,6,0,upgrade_large,0.019967,-0.006367,0.026334,0.053245,-0.000995,0.05424,0.088188,0.051731,0.036457,0.098195,-0.079188,0.177383
2412.T,2022-07-01,3,0,upgrade_medium,0.036039,-0.006367,0.042405,0.08985,-0.000995,0.090845,0.138111,0.051731,0.08638,0.127557,-0.079188,0.206745
2427.T,2022-07-01,6,0,upgrade_large,0.035088,-0.006367,0.041454,0.086743,-0.000995,0.087738,0.144252,0.051731,0.092521,0.069205,-0.079188,0.148393
6502.T,2022-07-01,5,0,upgrade_large,0.000734,-0.006367,0.007101,0.004407,-0.000995,0.005402,-0.0213,0.051731,-0.073031,-0.043528,-0.079188,0.03566
6967.T,2022-07-01,1,2,downgrade_cluster,0.003024,-0.006367,0.009391,0.036307,-0.000995,0.037302,0.034796,0.051731,-0.016935,-0.050044,-0.079188,0.029144
4912.T,2022-07-01,2,2,upgrade_small,0.005333,-0.006367,0.0117,0.022009,-0.000995,0.023004,0.016676,0.051731,-0.035055,0.091393,-0.079188,0.170581
6367.T,2022-07-01,13,0,upgrade_large,0.01916,-0.006367,0.025527,0.020084,-0.000995,0.021078,0.061865,0.051731,0.010134,0.033912,-0.079188,0.1131
