symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
000880.KS,2022-05-01,12,0,upgrade_large,-0.003378,0.003181,-0.006559,-0.011824,-0.042628,0.030803,None,None,None,-0.035473,-0.111023,0.07555
004800.KS,2022-05-01,13,0,upgrade_large,0.004819,0.003181,0.001638,-0.009639,-0.042628,0.032989,None,None,None,-0.103614,-0.111023,0.007408
005940.KS,2022-05-01,9,1,upgrade_large,-0.013889,0.003181,-0.01707,-0.037037,-0.042628,0.005591,None,None,None,-0.096297,-0.111023,0.014726
012330.KS,2022-05-01,26,1,upgrade_large,-0.009592,0.003181,-0.012773,-0.035971,-0.042628,0.006656,None,None,None,0.089207,-0.111023,0.20023
012450.KS,2022-05-01,20,0,upgrade_large,0.027523,0.003181,0.024342,0.029358,-0.042628,0.071985,None,None,None,0.166972,-0.111023,0.277995
028670.KS,2022-05-01,9,0,upgrade_large,-0.013024,0.003181,-0.016206,0.017365,-0.042628,0.059993,None,None,None,-0.178004,-0.111023,-0.066981
051900.KS,2022-05-01,22,1,upgrade_large,-0.038419,0.003181,-0.0416,-0.121844,-0.042628,-0.079216,None,None,None,-0.158068,-0.111023,-0.047045
066570.KS,2022-05-01,25,4,upgrade_large,-0.008584,0.003181,-0.011765,-0.030043,-0.042628,0.012585,None,None,None,-0.197425,-0.111023,-0.086402
000210.KS,2022-05-01,25,1,upgrade_large,0.051447,0.003181,0.048266,0.016077,-0.042628,0.058705,None,None,None,0.110933,-0.111023,0.221955
002350.KS,2022-05-01,12,0,upgrade_large,-0.033284,0.003181,-0.036465,-0.081041,-0.042628,-0.038414,None,None,None,-0.092618,-0.111023,0.018404
002380.KS,2022-05-01,11,0,upgrade_large,0.015737,0.003181,0.012556,0.034335,-0.042628,0.076962,None,None,None,-0.145864,-0.111023,-0.034841
