symbol,event_date,upgrade_delta,downgrade_delta,category,stock_ret_1d,bench_ret_1d,abnormal_ret_1d,stock_ret_5d,bench_ret_5d,abnormal_ret_5d,stock_ret_21d,bench_ret_21d,abnormal_ret_21d,stock_ret_63d,bench_ret_63d,abnormal_ret_63d
TA.TO,2022-05-01,1,2,downgrade_cluster,0.00317,0.013703,-0.010533,0.052298,-0.042274,0.094572,0.07607,0.021574,0.054495,0.082409,-0.052478,0.134887
DML.TO,2022-05-01,3,1,upgrade_medium,0.006135,0.013703,-0.007568,-0.171779,-0.042274,-0.129505,-0.07362,0.021574,-0.095194,-0.055215,-0.052478,-0.002737
ACQ.TO,2022-05-01,3,1,upgrade_medium,0.023031,0.013703,0.009328,-0.050067,-0.042274,-0.007793,-0.075434,0.021574,-0.097008,-0.101135,-0.052478,-0.048657
DOO.TO,2022-05-01,8,0,upgrade_large,0.004386,0.013703,-0.009316,-0.086168,-0.042274,-0.043894,-0.069695,0.021574,-0.091269,-0.103909,-0.052478,-0.051431
ET.TO,2022-05-01,4,0,upgrade_medium,-0.013181,0.013703,-0.026884,-0.036907,-0.042274,0.005367,-0.036028,0.021574,-0.057602,-0.01406,-0.052478,0.038418
DRM.TO,2022-05-01,3,0,upgrade_medium,0.00788,0.013703,-0.005823,-0.005338,-0.042274,0.036936,-0.027961,0.021574,-0.049536,-0.29334,-0.052478,-0.240862
EFX.TO,2022-05-01,8,0,upgrade_large,0.042092,0.013703,0.028389,-0.08801,-0.042274,-0.045736,-0.020408,0.021574,-0.041983,-0.299745,-0.052478,-0.247267
HR-UN.TO,2022-05-01,8,0,upgrade_large,0.008264,0.013703,-0.005438,-0.02686,-0.042274,0.015415,0.165289,0.021574,0.143715,0.099174,-0.052478,0.151652
IFP.TO,2022-05-01,5,0,upgrade_large,0.04368,0.013703,0.029977,-0.015561,-0.042274,0.026713,-0.105651,0.021574,-0.127226,-0.134589,-0.052478,-0.082111
OGC.TO,2022-05-01,10,0,upgrade_large,0.045556,0.013703,0.031853,-0.061111,-0.042274,-0.018837,-0.051111,0.021574,-0.072685,-0.272222,-0.052478,-0.219744
POU.TO,2022-05-01,6,1,upgrade_large,0.066325,0.013703,0.052622,0.011844,-0.042274,0.054118,0.260561,0.021574,0.238986,0.024082,-0.052478,0.07656
SU.TO,2022-05-01,17,1,upgrade_large,0.023922,0.013703,0.01022,-0.02467,-0.042274,0.017604,0.115624,0.021574,0.09405,-0.067032,-0.052478,-0.014554
AGF-B.TO,2022-05-01,3,0,upgrade_medium,-0.01675,0.013703,-0.030453,-0.067002,-0.042274,-0.024728,-0.050251,0.021574,-0.071826,-0.102178,-0.052478,-0.049699
ELD.TO,2022-05-01,5,1,upgrade_large,0.011504,0.013703,-0.002199,-0.086278,-0.042274,-0.044004,-0.158587,0.021574,-0.180161,-0.371405,-0.052478,-0.318927
KEY.TO,2022-05-01,12,0,upgrade_large,0.014375,0.013703,0.000672,0.010101,-0.042274,0.052375,0.10878,0.021574,0.087206,0.08547,-0.052478,0.137948
OR.TO,2022-05-01,11,0,upgrade_large,0.019385,0.013703,0.005682,-0.042112,-0.042274,0.000162,-0.072193,0.021574,-0.093767,-0.15107,-0.052478,-0.098591
PBL.TO,2022-05-01,2,0,upgrade_small,0.022989,0.013703,0.009286,-0.063218,-0.042274,-0.020944,-0.035441,0.021574,-0.057015,0.045498,-0.052478,0.097976
PSI.TO,2022-05-01,2,1,upgrade_small,-0.005201,0.013703,-0.018903,-0.024517,-0.042274,0.017757,0.085438,0.021574,0.063864,-0.011144,-0.052478,0.041334
TCL-A.TO,2022-05-01,2,0,upgrade_small,0.005645,0.013703,-0.008057,-0.046774,-0.042274,-0.0045,0.016935,0.021574,-0.004639,0.008871,-0.052478,0.061349
TF.TO,2022-05-01,2,0,upgrade_small,0.014085,0.013703,0.000382,-0.01252,-0.042274,0.029754,0.007825,0.021574,-0.01375,-0.037559,-0.052478,0.014919
CAR-UN.TO,2022-05-01,8,0,upgrade_large,-0.007719,0.013703,-0.021422,-0.036725,-0.042274,0.005549,0.021053,0.021574,-0.000522,-0.013333,-0.052478,0.039145
CCA.TO,2022-05-01,4,3,upgrade_medium,-0.003134,0.013703,-0.016837,-0.033996,-0.042274,0.008278,0.046052,0.021574,0.024477,-0.172393,-0.052478,-0.119915
CP.TO,2022-05-01,15,1,upgrade_large,0.003994,0.013703,-0.009708,-0.027516,-0.042274,0.014758,-0.000666,0.021574,-0.02224,0.081549,-0.052478,0.134027
APR-UN.TO,2022-05-01,6,0,upgrade_large,0.019134,0.013703,0.005431,-0.007049,-0.042274,0.035225,0.090634,0.021574,0.06906,0.023162,-0.052478,0.07564
CPX.TO,2022-05-01,6,2,upgrade_large,-0.00883,0.013703,-0.022533,0.017384,-0.042274,0.059658,0.038079,0.021574,0.016505,0.142384,-0.052478,0.194862
K.TO,2022-05-01,13,0,upgrade_large,0.015152,0.013703,0.001449,-0.072391,-0.042274,-0.030117,-0.117845,0.021574,-0.139419,-0.304714,-0.052478,-0.252236
AIF.TO,2022-05-01,7,0,upgrade_large,0.037405,0.013703,0.023703,-0.067892,-0.042274,-0.025618,-0.027027,0.021574,-0.048601,0.060541,-0.052478,0.113019
WSP.TO,2022-05-01,6,0,upgrade_large,-0.020611,0.013703,-0.034314,-0.073583,-0.042274,-0.031309,-0.019581,0.021574,-0.041155,0.021848,-0.052478,0.074326
CAS.TO,2022-05-01,3,0,upgrade_medium,0.001883,0.013703,-0.011819,-0.039548,-0.042274,0.002726,-0.175141,0.021574,-0.196716,-0.23258,-0.052478,-0.180102
FR.TO,2022-05-01,4,0,upgrade_medium,0.020737,0.013703,0.007035,-0.15361,-0.042274,-0.111336,-0.204301,0.021574,-0.225875,-0.254992,-0.052478,-0.202514
CJR-B.TO,2022-05-01,4,1,upgrade_medium,0.016908,0.013703,0.003206,-0.043478,-0.042274,-0.001204,0.07971,0.021574,0.058136,-0.090523,-0.052478,-0.038044
CNQ.TO,2022-05-01,23,0,upgrade_large,0.03965,0.013703,0.025948,-0.033406,-0.042274,0.008868,0.084296,0.021574,0.062722,-0.108336,-0.052478,-0.055858
BEP-UN.TO,2022-05-01,3,2,upgrade_medium,-0.014088,0.013703,-0.027791,-0.014359,-0.042274,0.027915,-0.014088,0.021574,-0.035663,0.092387,-0.052478,0.144865
FSV.TO,2022-05-01,2,0,upgrade_small,-0.013837,0.013703,-0.02754,-0.020015,-0.042274,0.022259,-0.00856,0.021574,-0.030134,0.084824,-0.052478,0.137302
MAL.TO,2022-05-01,2,0,upgrade_small,-0.016556,0.013703,-0.030259,-0.055188,-0.042274,-0.012914,-0.19426,0.021574,-0.215835,-0.209713,-0.052478,-0.157235
KXS.TO,2022-05-01,10,0,upgrade_large,-0.005989,0.013703,-0.019691,-0.068625,-0.042274,-0.026351,-0.023885,0.021574,-0.045459,0.025647,-0.052478,0.078125
LNR.TO,2022-05-01,4,1,upgrade_medium,-0.005145,0.013703,-0.018848,-0.060712,-0.042274,-0.018438,0.089525,0.021574,0.06795,0.13048,-0.052478,0.182958
EMA.TO,2022-05-01,6,1,upgrade_large,-0.011146,0.013703,-0.024848,0.022085,-0.042274,0.064359,0.019401,0.021574,-0.002173,-0.007843,-0.052478,0.044635
SRU-UN.TO,2022-05-01,6,0,upgrade_large,0.0,0.013703,-0.013703,-0.044213,-0.042274,-0.001939,-0.017339,0.021574,-0.038913,-0.028175,-0.052478,0.024303
DOL.TO,2022-05-01,11,0,upgrade_large,0.004235,0.013703,-0.009467,-0.019342,-0.042274,0.022932,0.006071,0.021574,-0.015503,0.068615,-0.052478,0.121093
EMP-A.TO,2022-05-01,7,0,upgrade_large,0.002757,0.013703,-0.010946,-0.002256,-0.042274,0.040018,-0.035338,0.021574,-0.056913,-0.081955,-0.052478,-0.029477
ENGH.TO,2022-05-01,4,0,upgrade_medium,0.005795,0.013703,-0.007907,-0.073728,-0.042274,-0.031454,-0.036381,0.021574,-0.057956,-0.070831,-0.052478,-0.018353
IPO.TO,2022-05-01,3,0,upgrade_medium,0.065398,0.013703,0.051696,-0.051724,-0.042274,-0.00945,0.130202,0.021574,0.108628,-0.140309,-0.052478,-0.087831
NVA.TO,2022-05-01,15,0,upgrade_large,0.074449,0.013703,0.060746,0.073529,-0.042274,0.115803,0.214154,0.021574,0.19258,0.02114,-0.052478,0.073618
SOY.TO,2022-05-01,6,0,upgrade_large,-0.013717,0.013703,-0.02742,-0.082305,-0.042274,-0.04003,0.331962,0.021574,0.310387,0.566529,-0.052478,0.619008
ALS.TO,2022-05-01,2,0,upgrade_small,-0.000506,0.013703,-0.014208,-0.036419,-0.042274,0.005855,-0.078402,0.021574,-0.099976,-0.142135,-0.052478,-0.089656
CSH-UN.TO,2022-05-01,4,0,upgrade_medium,-0.005035,0.013703,-0.018738,0.011078,-0.042274,0.053352,0.038268,0.021574,0.016694,-0.036254,-0.052478,0.016224
IIP-UN.TO,2022-05-01,10,0,upgrade_large,-0.013212,0.013703,-0.026915,-0.085054,-0.042274,-0.04278,0.008258,0.021574,-0.013317,-0.029728,-0.052478,0.022751
