rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,holdings
2000-01-01,2000-04-01,-0.000606,0.042551,2,RYS1.DE,PHIA.DE,PHI1.DE,MAN3.DE,BTQ.DE,AEND.DE,6D81.DE,GTR.DE,USX1.DE,TA1.DE,FTE.DE,NNGF.DE,TCO0.DE,BSP.DE,RWL.DE,PMTA.DE,RPL.DE,ALS.DE,KFI1.DE,PHM7.DE,ATD.DE,RRU.DE,ERCG.DE,MAN.DE
2000-04-01,2000-07-01,-0.052175,-0.023904,5,RYS1.DE,AEND.DE,TQIR.DE,TQI.DE,MAN3.DE,BTQ.DE,CHV.DE,FOT.DE,SDF.DE,6D81.DE,EOAN.DE,FTE.DE,PHM7.DE,ATD.DE,PA9.DE,NNGF.DE,TCO0.DE,KFI1.DE,RWL.DE,PMTA.DE,ALS.DE,FDO.DE,RRU.DE,RPL.DE,WHR.DE,HBC1.DE,ERCG.DE,AHC.DE,MAN.DE,RIO1.DE
2000-07-01,2000-10-01,0.061227,-0.020853,5,RYS1.DE,AEND.DE,TQI.DE,TQIR.DE,MAN3.DE,CHV.DE,FOT.DE,SDF.DE,6D81.DE,BTQ.DE,EOAN.DE,FTE.DE,TCO0.DE,PHM7.DE,ATD.DE,PA9.DE,KFI1.DE,RWL.DE,PMTA.DE,ALS.DE,FDO.DE,RRU.DE,RPL.DE,WHR.DE,HBC1.DE,SCT.DE,ERCG.DE,AHC.DE,MAN.DE,RIO1.DE
2000-10-01,2001-01-01,0.150391,-0.101791,4,RYS1.DE,AEND.DE,TQI.DE,TQIR.DE,CHV.DE,FOT.DE,SDF.DE,6D81.DE,BTQ.DE,EOAN.DE,FTE.DE,TCO0.DE,PHM7.DE,ATD.DE,PA9.DE,KFI1.DE,RWL.DE,PMTA.DE,ALS.DE,FDO.DE,RRU.DE,RPL.DE,ORC.DE,WHR.DE,HBC1.DE,SCT.DE,ERCG.DE,AHC.DE,MAN.DE,RIO1.DE
2001-01-01,2001-04-01,0.013465,-0.111017,6,RYS1.DE,MTE.DE,AEND.DE,TQI.DE,TQIR.DE,CHV.DE,FOT.DE,SDF.DE,RWL.DE,6D81.DE,BTQ.DE,SIE.DE,EOAN.DE,FTE.DE,TCO0.DE,PHM7.DE,ATD.DE,PA9.DE,KFI1.DE,ALS.DE,FDO.DE,RRU.DE,RPL.DE,ORC.DE,APC.DE,ANL.DE,WHR.DE,HBC1.DE,SCT.DE,ERCG.DE
2001-04-01,2001-07-01,0.267813,0.090001,6,AMD.DE,MTE.DE,CHV.DE,AEND.DE,MBG.DE,PHI1.DE,PHIA.DE,SQU.DE,RWL.DE,AHC.DE,BPE.DE,DB1.DE,BTQ.DE,SIE.DE,6D81.DE,PA9.DE,LLD.DE,RPL.DE,TCO0.DE,ERCG.DE,A4S.DE,DAI.DE,SDF.DE,ENI.DE,WHR.DE,TII.DE,HBC1.DE,KFI1.DE,R6C.DE,SWN.DE
2001-07-01,2001-10-01,-0.371227,-0.156858,7,AMD.DE,MTE.DE,CHV.DE,AEND.DE,MBG.DE,PHI1.DE,PHIA.DE,SQU.DE,RWL.DE,AHC.DE,BPE.DE,DB1.DE,SIE.DE,6D81.DE,PA9.DE,LLD.DE,RPL.DE,TCO0.DE,ERCG.DE,A4S.DE,DAI.DE,SDF.DE,ENI.DE,WHR.DE,TII.DE,HBC1.DE,KFI1.DE,R6C.DE,SWN.DE,CBK.DE
2001-10-01,2002-01-01,0.415161,0.111773,7,AMD.DE,MTE.DE,CHV.DE,AEND.DE,MBG.DE,PHI1.DE,PHIA.DE,SQU.DE,RWL.DE,AHC.DE,BPE.DE,DB1.DE,SIE.DE,6D81.DE,PA9.DE,LLD.DE,RPL.DE,TCO0.DE,ERCG.DE,A4S.DE,DAI.DE,SDF.DE,ENI.DE,WHR.DE,TII.DE,HBC1.DE,KFI1.DE,R6C.DE,SWN.DE,CBK.DE
2002-01-01,2002-04-01,0.418631,-0.005489,11,AMD.DE,CHV.DE,AEND.DE,MBG.DE,PHI1.DE,PHIA.DE,SQU.DE,AHC.DE,BPE.DE,DB1.DE,6D81.DE,PA9.DE,LLD.DE,RPL.DE,TCO0.DE,ERCG.DE,A4S.DE,RWL.DE,DAI.DE,SDF.DE,ENI.DE,WHR.DE,TII.DE,HBC1.DE,KFI1.DE,R6C.DE,SWN.DE,CBK.DE,ALS.DE,6MK.DE
2002-04-01,2002-07-01,-0.175077,-0.150087,15,TOTB.DE,AEND.DE,OPC.DE,BAS.DE,SQU.DE,HAL.DE,ENI.DE,TCO0.DE,BPE.DE,RWL.DE,LLD.DE,BASA.DE,RPL.DE,DHL.DE,DPW.DE,DB1.DE,6MK.DE,HDI.DE,R6C.DE,SCT.DE,SDF.DE,SWN.DE,SOBA.DE,LLY.DE,NOVC.DE,NOV.DE
2002-07-01,2002-10-01,-0.208483,-0.112607,14,TOTB.DE,AEND.DE,OPC.DE,BAS.DE,SQU.DE,TCO0.DE,HAL.DE,ENI.DE,BPE.DE,RWL.DE,LLD.DE,BASA.DE,RPL.DE,DHL.DE,DPW.DE,DB1.DE,6MK.DE,HDI.DE,R6C.DE,SCT.DE,SDF.DE,SWN.DE,SOBA.DE,LLY.DE,NOVC.DE,NOV.DE
