date,sector,count,weight_pct
2020-01-01,Basic Materials,3,10.0
2020-01-01,Technology,2,6.7
2020-01-01,Industrials,2,6.7
2020-01-01,Unknown,1,3.3
2020-01-01,Healthcare,1,3.3
2020-04-01,Financial Services,15,50.0
2020-04-01,Consumer Cyclical,5,16.7
2020-04-01,Healthcare,4,13.3
2020-04-01,Energy,3,10.0
2020-04-01,Technology,1,3.3
2020-04-01,Industrials,1,3.3
2020-04-01,Basic Materials,1,3.3
2020-07-01,Financial Services,14,46.7
2020-07-01,Consumer Cyclical,4,13.3
2020-07-01,Healthcare,4,13.3
2020-07-01,Energy,3,10.0
2020-07-01,Technology,2,6.7
2020-07-01,Industrials,2,6.7
2020-07-01,Basic Materials,1,3.3
2020-10-01,Financial Services,14,46.7
2020-10-01,Healthcare,4,13.3
2020-10-01,Consumer Cyclical,4,13.3
2020-10-01,Energy,3,10.0
2020-10-01,Industrials,2,6.7
2020-10-01,Technology,2,6.7
2020-10-01,Basic Materials,1,3.3
2021-01-01,Financial Services,14,46.7
2021-01-01,Consumer Cyclical,5,16.7
2021-01-01,Healthcare,3,10.0
2021-01-01,Energy,3,10.0
2021-01-01,Industrials,2,6.7
2021-01-01,Technology,1,3.3
2021-01-01,Consumer Defensive,1,3.3
2021-01-01,Basic Materials,1,3.3
2021-04-01,Financial Services,8,29.6
2021-04-01,Healthcare,7,25.9
2021-04-01,Industrials,4,14.8
2021-04-01,Consumer Cyclical,3,11.1
2021-04-01,Technology,3,11.1
2021-04-01,Consumer Defensive,1,3.7
2021-04-01,Real Estate,1,3.7
2021-07-01,Healthcare,8,29.6
2021-07-01,Financial Services,8,29.6
2021-07-01,Industrials,4,14.8
2021-07-01,Consumer Cyclical,3,11.1
2021-07-01,Technology,2,7.4
2021-07-01,Consumer Defensive,1,3.7
2021-07-01,Real Estate,1,3.7
2021-10-01,Financial Services,8,27.6
2021-10-01,Healthcare,8,27.6
2021-10-01,Industrials,4,13.8
2021-10-01,Consumer Cyclical,3,10.3
2021-10-01,Technology,2,6.9
2021-10-01,Communication Services,2,6.9
2021-10-01,Consumer Defensive,1,3.4
2021-10-01,Real Estate,1,3.4
2022-01-01,Healthcare,9,30.0
2022-01-01,Financial Services,8,26.7
2022-01-01,Consumer Cyclical,3,10.0
2022-01-01,Technology,3,10.0
2022-01-01,Industrials,3,10.0
2022-01-01,Communication Services,2,6.7
2022-01-01,Consumer Defensive,1,3.3
2022-01-01,Real Estate,1,3.3
2022-04-01,Financial Services,16,53.3
2022-04-01,Consumer Cyclical,5,16.7
2022-04-01,Basic Materials,3,10.0
2022-04-01,Healthcare,3,10.0
2022-04-01,Technology,1,3.3
2022-04-01,Communication Services,1,3.3
2022-04-01,Energy,1,3.3
2022-07-01,Financial Services,16,53.3
2022-07-01,Consumer Cyclical,5,16.7
2022-07-01,Basic Materials,3,10.0
2022-07-01,Healthcare,3,10.0
2022-07-01,Technology,1,3.3
2022-07-01,Communication Services,1,3.3
2022-07-01,Energy,1,3.3
2022-10-01,Financial Services,16,53.3
2022-10-01,Consumer Cyclical,4,13.3
2022-10-01,Healthcare,3,10.0
2022-10-01,Basic Materials,3,10.0
2022-10-01,Technology,2,6.7
2022-10-01,Communication Services,1,3.3
2022-10-01,Energy,1,3.3
2023-01-01,Financial Services,15,50.0
2023-01-01,Consumer Cyclical,4,13.3
2023-01-01,Basic Materials,4,13.3
2023-01-01,Technology,2,6.7
2023-01-01,Healthcare,2,6.7
2023-01-01,Communication Services,1,3.3
2023-01-01,Consumer Defensive,1,3.3
2023-01-01,Energy,1,3.3
2023-04-01,Energy,12,40.0
2023-04-01,Financial Services,6,20.0
2023-04-01,Basic Materials,6,20.0
2023-04-01,Consumer Cyclical,3,10.0
2023-04-01,Technology,2,6.7
2023-04-01,Consumer Defensive,1,3.3
2023-07-01,Energy,12,40.0
2023-07-01,Financial Services,6,20.0
2023-07-01,Basic Materials,6,20.0
2023-07-01,Consumer Cyclical,3,10.0
2023-07-01,Technology,2,6.7
2023-07-01,Consumer Defensive,1,3.3
2023-10-01,Energy,12,40.0
2023-10-01,Basic Materials,6,20.0
2023-10-01,Financial Services,6,20.0
2023-10-01,Consumer Cyclical,4,13.3
2023-10-01,Consumer Defensive,1,3.3
2023-10-01,Technology,1,3.3
2024-01-01,Energy,12,40.0
2024-01-01,Basic Materials,6,20.0
2024-01-01,Financial Services,5,16.7
2024-01-01,Consumer Cyclical,4,13.3
2024-01-01,Industrials,2,6.7
2024-01-01,Healthcare,1,3.3
2024-04-01,Financial Services,9,30.0
2024-04-01,Energy,8,26.7
2024-04-01,Consumer Cyclical,5,16.7
2024-04-01,Basic Materials,4,13.3
2024-04-01,Healthcare,1,3.3
2024-04-01,Consumer Defensive,1,3.3
2024-04-01,Industrials,1,3.3
2024-04-01,Technology,1,3.3
2024-07-01,Financial Services,10,33.3
2024-07-01,Energy,8,26.7
2024-07-01,Basic Materials,4,13.3
2024-07-01,Consumer Cyclical,4,13.3
2024-07-01,Healthcare,1,3.3
2024-07-01,Consumer Defensive,1,3.3
2024-07-01,Industrials,1,3.3
2024-07-01,Technology,1,3.3
2024-10-01,Financial Services,9,30.0
2024-10-01,Energy,8,26.7
2024-10-01,Basic Materials,4,13.3
2024-10-01,Consumer Cyclical,4,13.3
2024-10-01,Healthcare,1,3.3
2024-10-01,Consumer Defensive,1,3.3
2024-10-01,Communication Services,1,3.3
2024-10-01,Industrials,1,3.3
2024-10-01,Technology,1,3.3
